# year, Ptot_c_result_anom
2051.4520547945203,-4.0428224
2051.53698630137,-7.3679724
2051.621917808219,-8.079891
2051.7041095890413,-3.5629292
2051.7890410958903,-10.033901
2051.8712328767124,-12.895638
2051.956164383562,-9.23531
2052.0409836065573,-5.0874157
2052.122950819672,-3.5080543
2052.2049180327867,-1.7889795
2052.2868852459014,1.0286083
2052.3715846994537,1.2315507
2052.4535519125684,-2.3544407
2052.53825136612,-6.1776905
2052.622950819672,-8.625193
2052.7049180327867,-13.35623
2052.789617486339,-17.855259
2052.8715846994537,-15.598014
2052.9562841530055,-9.921335
2053.041095890411,-4.8713546
2053.1205479452055,-3.4057634
2053.202739726027,-1.7330027
2053.2849315068493,0.25133467
2053.3698630136987,0.72422504
2053.4520547945203,-2.9693317
2053.53698630137,-6.269599
2053.621917808219,-8.098181
2053.7041095890413,-8.579933
2053.7890410958903,-16.295755
2053.8712328767124,-15.047072
2053.956164383562,-9.190553
2054.041095890411,-4.2740293
2054.1205479452055,-2.8182166
2054.202739726027,-1.494087
2054.2849315068493,0.9706292
2054.3698630136987,0.90223455
2054.4520547945203,-3.0993252
2054.53698630137,-6.2815866
2054.621917808219,-8.113517
2054.7041095890413,-10.745661
2054.7890410958903,-11.551315
2054.8712328767124,-13.180474
2054.956164383562,-9.320785
2055.041095890411,-5.1597633
2055.1205479452055,-3.441413
2055.202739726027,-1.6627922
2055.2849315068493,0.44002056
2055.3698630136987,0.54253006
2055.4520547945203,-3.4086409
2055.53698630137,-6.891843
2055.621917808219,-6.565259
2055.7041095890413,-8.669535
2055.7890410958903,-12.627607
2055.8712328767124,-12.998431
2055.956164383562,-8.950898
2056.0409836065573,-4.713517
2056.122950819672,-2.8500187
2056.2049180327867,-1.305728
2056.2868852459014,0.01821351
2056.3715846994537,0.38150787
2056.4535519125684,-3.2696457
2056.53825136612,-6.4017634
2056.622950819672,-8.868818
2056.7049180327867,-10.934542
2056.789617486339,-10.429689
2056.8715846994537,-8.531904
2056.9562841530055,-7.226241
2057.041095890411,-4.125278
2057.1205479452055,-2.6634805
2057.202739726027,-1.5817552
2057.2849315068493,-0.61789465
2057.3698630136987,-0.3836689
2057.4520547945203,-4.5388627
2057.53698630137,-8.303531
2057.621917808219,-12.099382
2057.7041095890413,-11.621832
2057.7890410958903,-15.130763
2057.8712328767124,-13.930738
2057.956164383562,-8.645725
2058.041095890411,-4.7799196
2058.1205479452055,-2.7681472
2058.202739726027,-0.9070828
2058.2849315068493,0.7547116
2058.3698630136987,0.2860856
2058.4520547945203,-3.424776
2058.53698630137,-5.2439985
2058.621917808219,-4.5842056
2058.7041095890413,-7.6647396
2058.7890410958903,-7.8947735
2058.8712328767124,-9.441866
2058.956164383562,-7.7652283
2059.041095890411,-4.42967
2059.1205479452055,-3.0379987
2059.202739726027,-1.7978377
2059.2849315068493,-0.37178564
2059.3698630136987,-0.43720865
2059.4520547945203,-4.4497805
2059.53698630137,-9.078758
2059.621917808219,-10.34863
2059.7041095890413,-13.975297
2059.7890410958903,-15.219228
2059.8712328767124,-14.163593
2059.956164383562,-9.470594
2060.0409836065573,-5.1788335
2060.122950819672,-3.0926018
2060.2049180327867,-1.1419747
2060.2868852459014,0.7633786
2060.3715846994537,0.6469374
2060.4535519125684,-3.8670926
2060.53825136612,-6.8586817
2060.622950819672,-10.341246
2060.7049180327867,-10.431736
2060.789617486339,-15.139398
2060.8715846994537,-15.809782
2060.9562841530055,-10.287848
2061.041095890411,-5.34804
2061.1205479452055,-3.2941854
2061.202739726027,-1.1902428
2061.2849315068493,1.052475
2061.3698630136987,0.69507694
2061.4520547945203,-2.9627676
2061.53698630137,-7.674612
2061.621917808219,-12.0651045
2061.7041095890413,-13.548867
2061.7890410958903,-16.095512
2061.8712328767124,-14.256642
2061.956164383562,-10.053242
2062.041095890411,-5.807317
2062.1205479452055,-4.080696
2062.202739726027,-1.9535987
2062.2849315068493,0.063117504
2062.3698630136987,-0.19381475
2062.4520547945203,-4.0744104
2062.53698630137,-7.857789
2062.621917808219,-10.105259
2062.7041095890413,-9.54361
2062.7890410958903,-13.3685875
2062.8712328767124,-15.769509
2062.956164383562,-10.298571
2063.041095890411,-5.2699304
2063.1205479452055,-3.0203984
2063.202739726027,-0.8794601
2063.2849315068493,0.96484613
2063.3698630136987,0.83156633
2063.4520547945203,-3.3432674
2063.53698630137,-7.2424865
2063.621917808219,-10.630117
2063.7041095890413,-14.189045
2063.7890410958903,-13.622747
2063.8712328767124,-8.981927
2063.956164383562,-6.6282806
2064.0409836065573,-4.110919
2064.122950819672,-2.9378967
2064.2049180327867,-1.8136365
2064.2868852459014,-0.56953
2064.3715846994537,-0.11899567
2064.4535519125684,-3.7109022
2064.53825136612,-7.380706
2064.622950819672,-9.728745
2064.7049180327867,-10.752964
2064.789617486339,-13.3870735
2064.8715846994537,-14.81492
2064.9562841530055,-10.160731
2065.041095890411,-5.2419977
2065.1205479452055,-3.3277717
2065.202739726027,-1.3759704
2065.2849315068493,0.8899903
2065.3698630136987,1.0017834
2065.4520547945203,-2.7932167
2065.53698630137,-6.60405
2065.621917808219,-11.096657
2065.7041095890413,-13.261283
2065.7890410958903,-13.541227
2065.8712328767124,-14.6211405
2065.956164383562,-10.34384
2066.041095890411,-5.8610106
2066.1205479452055,-3.4711072
2066.202739726027,-1.2236664
2066.2849315068493,1.2531133
2066.3698630136987,0.8489299
2066.4520547945203,-4.028158
2066.53698630137,-7.6332107
2066.621917808219,-10.028516
2066.7041095890413,-12.867434
2066.7890410958903,-13.221231
2066.8712328767124,-11.370927
2066.956164383562,-8.090329
2067.041095890411,-4.457271
2067.1205479452055,-2.62099
2067.202739726027,-1.366487
2067.2849315068493,-0.5097823
2067.3698630136987,-0.4399972
2067.4520547945203,-4.7501416
2067.53698630137,-8.974558
2067.621917808219,-10.8303
2067.7041095890413,-8.943897
2067.7890410958903,-11.363161
2067.8712328767124,-12.910038
2067.956164383562,-9.673339
2068.0409836065573,-5.2676764
2068.122950819672,-3.2482662
2068.2049180327867,-0.87276626
2068.2868852459014,1.5972624
2068.3715846994537,0.9960637
2068.4535519125684,-3.9758368
2068.53825136612,-7.972415
2068.622950819672,-10.872705
2068.7049180327867,-16.936642
2068.789617486339,-17.174686
2068.8715846994537,-14.39669
2068.9562841530055,-9.360691
2069.041095890411,-4.971184
2069.1205479452055,-3.0801516
2069.202739726027,-0.99579954
2069.2849315068493,1.352767
2069.3698630136987,0.7867384
2069.4520547945203,-3.7092037
2069.53698630137,-6.803174
2069.621917808219,-7.6950474
2069.7041095890413,-9.338493
2069.7890410958903,-13.803427
2069.8712328767124,-14.099601
2069.956164383562,-9.419806
2070.041095890411,-4.7722125
2070.1205479452055,-2.936323
2070.202739726027,-0.70929027
2070.2849315068493,1.3752799
2070.3698630136987,0.7639823
2070.4520547945203,-3.35363
2070.53698630137,-7.9768624
2070.621917808219,-13.063684
2070.7041095890413,-15.051281
2070.7890410958903,-16.302406
2070.8712328767124,-12.6476
2070.956164383562,-9.023727
