# year, Ptot_c_result_anom
2047.7890410958903,-11.523462
2047.8712328767124,-11.26869
2047.9561643835616,-7.7244062
2048.0409836065573,-4.167896
2048.122950819672,-3.0238757
2048.2049180327867,-2.068448
2048.2868852459014,-0.26183605
2048.3715846994537,0.10989189
2048.4535519125684,-3.7427254
2048.53825136612,-7.1127944
2048.622950819672,-9.854383
2048.7049180327867,-10.496992
2048.789617486339,-10.906689
2048.8715846994537,-10.290079
2048.9562841530055,-7.975292
2049.041095890411,-4.623745
2049.1205479452055,-2.8455856
2049.202739726027,-1.3240547
2049.2849315068493,0.7591419
2049.3698630136987,0.40784454
2049.4520547945203,-3.5691051
2049.53698630137,-6.2222185
2049.621917808219,-9.471627
2049.7041095890413,-9.087425
2049.7890410958903,-8.109274
2049.8712328767124,-7.972744
2049.956164383562,-6.7750883
2050.041095890411,-3.737904
2050.1205479452055,-2.8908536
2050.202739726027,-1.2172549
2050.2849315068493,-0.06917834
2050.3698630136987,-0.18822336
2050.4520547945203,-3.9471493
2050.53698630137,-8.073431
2050.621917808219,-8.476715
2050.7041095890413,-6.1613617
2050.7890410958903,-9.271315
2050.8712328767124,-10.407324
2050.956164383562,-8.018999
2051.041095890411,-4.2160416
2051.1205479452055,-2.3783376
2051.202739726027,-1.0739887
2051.2849315068493,-0.102145195
2051.3698630136987,0.12226248
