# year, N3_n
1976.0,0.018692037
1976.0027322404371,0.016545326
1976.0054644808743,0.017226258
1976.0081967213114,0.017226577
1976.0109289617487,0.016684497
1976.0136612021859,0.01696168
1976.016393442623,0.01759432
1976.01912568306,0.017262898
1976.0218579234972,0.017695587
1976.0245901639344,0.018749675
1976.0273224043715,0.018809618
1976.0300546448088,0.019428004
1976.032786885246,0.020081107
1976.035519125683,0.017662577
1976.0382513661202,0.016548924
1976.0409836065573,0.01743608
1976.0437158469945,0.018665476
1976.0464480874316,0.019593595
1976.049180327869,0.018499965
1976.051912568306,0.017815826
1976.0546448087432,0.018853856
1976.0573770491803,0.020475991
1976.0601092896175,0.021463914
1976.0628415300546,0.02105568
1976.0655737704917,0.021478536
1976.068306010929,0.022524858
1976.0710382513662,0.023481237
1976.0737704918033,0.024458922
1976.0765027322404,0.025358679
1976.0792349726776,0.026430417
1976.0819672131147,0.027965136
1976.0846994535518,0.026640192
1976.0874316939892,0.026600488
1976.0901639344263,0.026553435
1976.0928961748634,0.028009232
1976.0956284153006,0.029550923
1976.0983606557377,0.02940915
1976.1010928961748,0.030145293
1976.103825136612,0.032122646
1976.1065573770493,0.032831065
1976.1092896174864,0.03335382
1976.1120218579235,0.03331656
1976.1147540983607,0.034155507
1976.1174863387978,0.03512318
1976.120218579235,0.03525434
1976.122950819672,0.035478048
1976.1256830601094,0.035246827
1976.1284153005465,0.03627365
1976.1311475409836,0.037448764
1976.1338797814208,0.03799828
1976.136612021858,0.038041648
1976.139344262295,0.03698202
1976.1420765027322,0.037060313
1976.1448087431695,0.03895939
1976.1475409836066,0.040334154
1976.1502732240438,0.039728116
1976.1530054644809,0.040008143
1976.155737704918,0.040920906
1976.1584699453551,0.041419648
1976.1612021857923,0.041690897
1976.1639344262296,0.04122233
1976.1666666666667,0.041718103
1976.1693989071039,0.04185181
1976.172131147541,0.041681945
1976.1748633879781,0.04224932
1976.1775956284152,0.04290028
1976.1803278688524,0.04243853
1976.1830601092897,0.04217619
1976.1857923497269,0.042696107
1976.188524590164,0.043411985
1976.191256830601,0.04354278
1976.1939890710382,0.043385673
1976.1967213114754,0.043425795
1976.1994535519125,0.043525666
1976.2021857923498,0.04401775
1976.204918032787,0.044903018
1976.207650273224,0.045073632
1976.2103825136612,0.04477099
1976.2131147540983,0.045197256
1976.2158469945355,0.045537103
1976.2185792349726,0.045765277
1976.22131147541,0.045920342
1976.224043715847,0.045901984
1976.2267759562842,0.046311155
1976.2295081967213,0.04594149
1976.2322404371585,0.04585737
1976.2349726775956,0.04575213
1976.2377049180327,0.046012934
1976.24043715847,0.046075597
1976.2431693989072,0.045932107
1976.2459016393443,0.046181813
1976.2486338797814,0.045367602
1976.2513661202186,0.045572735
1976.2540983606557,0.045342878
1976.2568306010928,0.04507374
1976.25956284153,0.045147352
1976.2622950819673,0.044874478
1976.2650273224044,0.044659052
1976.2677595628415,0.044926986
1976.2704918032787,0.044812437
1976.2732240437158,0.044640172
1976.275956284153,0.044566706
1976.27868852459,0.04480395
1976.2814207650274,0.04505328
1976.2841530054645,0.04481028
1976.2868852459017,0.04376763
1976.2896174863388,0.042768296
1976.292349726776,0.042267114
1976.295081967213,0.041558195
1976.2978142076502,0.040685818
1976.3005464480875,0.039224762
1976.3032786885246,0.03842761
1976.3060109289618,0.038352147
1976.308743169399,0.037693135
1976.311475409836,0.036765255
1976.3142076502731,0.036280345
1976.3169398907103,0.036445078
1976.3196721311476,0.036728375
1976.3224043715848,0.036212415
1976.3251366120219,0.035006773
1976.327868852459,0.034198914
1976.3306010928961,0.033882614
1976.3333333333333,0.033918187
1976.3360655737704,0.03451079
1976.3387978142077,0.035006166
1976.3415300546449,0.034639496
1976.344262295082,0.034591015
1976.3469945355191,0.03661139
1976.3497267759562,0.041806795
1976.3524590163934,0.044477668
1976.3551912568305,0.04510429
1976.3579234972678,0.044798594
1976.360655737705,0.04446561
1976.363387978142,0.04410498
1976.3661202185792,0.043093547
1976.3688524590164,0.04251029
1976.3715846994535,0.0427386
1976.3743169398906,0.045937162
1976.377049180328,0.05205355
1976.379781420765,0.05569016
1976.3825136612022,0.057640053
1976.3852459016393,0.06072975
1976.3879781420765,0.061662257
1976.3907103825136,0.06295537
1976.3934426229507,0.061246477
1976.396174863388,0.058937762
1976.3989071038252,0.057925
1976.4016393442623,0.056054294
1976.4043715846994,0.05311375
1976.4071038251366,0.051865894
1976.4098360655737,0.051109888
1976.4125683060108,0.049376853
1976.4153005464482,0.07202584
1976.4180327868853,0.08558575
1976.4207650273224,0.11987434
1976.4234972677596,0.19122179
1976.4262295081967,0.2550459
1976.4289617486338,0.2989633
1976.431693989071,0.32598028
1976.4344262295083,0.3914515
1976.4371584699454,0.40651223
1976.4398907103825,0.40415755
1976.4426229508197,0.36139554
1976.4453551912568,0.3497783
1976.448087431694,0.3542232
1976.450819672131,0.34816945
1976.4535519125684,0.32832965
1976.4562841530055,0.3050191
1976.4590163934427,0.28044125
1976.4617486338798,0.26695776
1976.464480874317,0.26848638
1976.467213114754,0.26368135
1976.4699453551912,0.25760207
1976.4726775956285,0.26439807
1976.4754098360656,0.26922
1976.4781420765028,0.2945481
1976.48087431694,0.31153804
1976.483606557377,0.31245968
1976.4863387978141,0.3091186
1976.4890710382513,0.285275
1976.4918032786886,0.2713507
1976.4945355191257,0.2513244
1976.4972677595629,0.2294158
1976.5,0.20528376
1976.5027322404371,0.1865593
1976.5054644808743,0.1768595
1976.5081967213114,0.17141837
1976.5109289617487,0.16419776
1976.5136612021859,0.17904487
1976.516393442623,0.18472265
1976.51912568306,0.1935034
1976.5218579234972,0.20987074
1976.5245901639344,0.24152784
1976.5273224043715,0.2758458
1976.5300546448088,0.2753309
1976.532786885246,0.2767586
1976.535519125683,0.28704098
1976.5382513661202,0.2948512
1976.5409836065573,0.30193636
1976.5437158469945,0.30313495
1976.5464480874316,0.29661086
1976.549180327869,0.2969957
1976.551912568306,0.29114744
1976.5546448087432,0.27303633
1976.5573770491803,0.2609857
1976.5601092896175,0.26077175
1976.5628415300546,0.29645565
1976.5655737704917,0.33756357
1976.568306010929,0.34834632
1976.5710382513662,0.34973666
1976.5737704918033,0.34652743
1976.5765027322404,0.33977792
1976.5792349726776,0.33363557
1976.5819672131147,0.30463228
1976.5846994535518,0.27159402
1976.5874316939892,0.24385573
1976.5901639344263,0.21789283
1976.5928961748634,0.19432566
1976.5956284153006,0.17783897
1976.5983606557377,0.1721357
1976.6010928961748,0.16268416
1976.603825136612,0.15362541
1976.6065573770493,0.14466979
1976.6092896174864,0.13602032
1976.6120218579235,0.12810595
1976.6147540983607,0.12292325
1976.6174863387978,0.123461716
1976.620218579235,0.131982
1976.622950819672,0.1457716
1976.6256830601094,0.14521441
1976.6284153005465,0.1393045
1976.6311475409836,0.13432033
1976.6338797814208,0.12796445
1976.636612021858,0.12818293
1976.639344262295,0.1370847
1976.6420765027322,0.14562958
1976.6448087431695,0.1485886
1976.6475409836066,0.14261167
1976.6502732240438,0.13261361
1976.6530054644809,0.1296002
1976.655737704918,0.13189135
1976.6584699453551,0.13747099
1976.6612021857923,0.14604256
1976.6639344262296,0.17570323
1976.6666666666667,0.18127912
1976.6693989071039,0.18331107
1976.672131147541,0.18331273
1976.6748633879781,0.17301288
1976.6775956284152,0.16299993
1976.6803278688524,0.15572195
1976.6830601092897,0.1476448
1976.6857923497269,0.14046031
1976.688524590164,0.1331907
1976.691256830601,0.12703182
1976.6939890710382,0.12757681
1976.6967213114754,0.12422531
1976.6994535519125,0.11959539
1976.7021857923498,0.11557787
1976.704918032787,0.11249616
1976.707650273224,0.11191233
1976.7103825136612,0.10874647
1976.7131147540983,0.10728429
1976.7158469945355,0.10419614
1976.7185792349726,0.10184831
1976.72131147541,0.09700907
1976.724043715847,0.091307804
1976.7267759562842,0.09232676
1976.7295081967213,0.10080073
1976.7322404371585,0.11054424
1976.7349726775956,0.11956961
1976.7377049180327,0.13155556
1976.74043715847,0.1500223
1976.7431693989072,0.15253457
1976.7459016393443,0.14958894
1976.7486338797814,0.14173031
1976.7513661202186,0.132637
1976.7540983606557,0.124085344
1976.7568306010928,0.11852953
1976.75956284153,0.10964996
1976.7622950819673,0.1007987
1976.7650273224044,0.094249696
1976.7677595628415,0.08850665
1976.7704918032787,0.08238393
1976.7732240437158,0.07813322
1976.775956284153,0.07561431
1976.77868852459,0.07413212
1976.7814207650274,0.07567372
1976.7841530054645,0.0748787
1976.7868852459017,0.078119814
1976.7896174863388,0.07647086
1976.792349726776,0.06791465
1976.795081967213,0.06446633
1976.7978142076502,0.06614101
1976.8005464480875,0.06640036
1976.8032786885246,0.068633534
1976.8060109289618,0.07532417
1976.808743169399,0.07489717
1976.811475409836,0.07082854
1976.8142076502731,0.070508055
1976.8169398907103,0.07632107
1976.8196721311476,0.08130654
1976.8224043715848,0.07860034
1976.8251366120219,0.07104557
1976.827868852459,0.07809023
1976.8306010928961,0.09087101
1976.8333333333333,0.08424616
1976.8360655737704,0.0775461
1976.8387978142077,0.09100075
1976.8415300546449,0.11096076
1976.844262295082,0.1154533
1976.8469945355191,0.11014997
1976.8497267759562,0.1089069
1976.8524590163934,0.13031672
1976.8551912568305,0.15624078
1976.8579234972678,0.14529274
1976.860655737705,0.14283673
1976.863387978142,0.1564895
1976.8661202185792,0.18353987
1976.8688524590164,0.1942416
1976.8715846994535,0.18442671
1976.8743169398906,0.19381687
1976.877049180328,0.21551831
1976.879781420765,0.21792266
1976.8825136612022,0.21708138
1976.8852459016393,0.23204689
1976.8879781420765,0.23509474
1976.8907103825136,0.22166438
1976.8934426229507,0.21706061
1976.896174863388,0.22185546
1976.8989071038252,0.23692693
1976.9016393442623,0.24349034
1976.9043715846994,0.22044903
1976.9071038251366,0.20875339
1976.9098360655737,0.23273925
1976.9125683060108,0.26006177
1976.9153005464482,0.22472902
1976.9180327868853,0.19591428
1976.9207650273224,0.21272077
1976.9234972677596,0.22185373
1976.9262295081967,0.21726795
1976.9289617486338,0.21881306
1976.931693989071,0.22069365
1976.9344262295083,0.22962338
1976.9371584699454,0.23120512
1976.9398907103825,0.23167713
1976.9426229508197,0.2259849
1976.9453551912568,0.23534623
1976.948087431694,0.24627337
1976.950819672131,0.24553894
1976.9535519125684,0.24254495
1976.9562841530055,0.2509371
1976.9590163934427,0.2591143
1976.9617486338798,0.25758356
1976.964480874317,0.25720254
1976.967213114754,0.25109744
1976.9699453551912,0.24081898
1976.9726775956285,0.24193856
1976.9754098360656,0.2622336
1976.9781420765028,0.26788464
1976.98087431694,0.2520918
1976.983606557377,0.23962922
1976.9863387978141,0.23347552
1976.9890710382513,0.23428708
1976.9918032786886,0.23475118
1976.9945355191257,0.22680725
1976.9972677595629,0.2108834
1977.0,0.20079824
1977.0027397260274,0.1977322
1977.0054794520547,0.19353972
1977.0082191780823,0.1940753
1977.0109589041097,0.198504
1977.013698630137,0.20175588
1977.0164383561644,0.19863886
1977.0191780821917,0.18780147
1977.021917808219,0.18824565
1977.0246575342467,0.19140469
1977.027397260274,0.18782544
1977.0301369863014,0.1822701
1977.0328767123287,0.17912783
1977.035616438356,0.1760511
1977.0383561643835,0.17469302
1977.041095890411,0.17774996
1977.0438356164384,0.1743919
1977.0465753424658,0.16648006
1977.0493150684931,0.1718807
1977.0520547945205,0.16486439
1977.054794520548,0.15845637
1977.0575342465754,0.1586735
1977.0602739726028,0.15827286
1977.0630136986301,0.1502485
1977.0657534246575,0.1472511
1977.0684931506848,0.14739323
1977.0712328767124,0.1451698
1977.0739726027398,0.14421447
1977.0767123287671,0.14415605
1977.0794520547945,0.14131881
1977.0821917808219,0.13407984
1977.0849315068492,0.13070543
1977.0876712328768,0.13388896
1977.0904109589042,0.13375303
1977.0931506849315,0.12974507
1977.0958904109589,0.12469607
1977.0986301369862,0.12243881
1977.1013698630136,0.120363794
1977.1041095890412,0.1142412
1977.1068493150685,0.10894056
1977.109589041096,0.10576814
1977.1123287671232,0.09971521
1977.1150684931506,0.09353104
1977.1178082191782,0.0920411
1977.1205479452055,0.09002182
1977.123287671233,0.086457565
1977.1260273972603,0.083148904
1977.1287671232876,0.08039698
1977.131506849315,0.0782327
1977.1342465753426,0.078265816
1977.13698630137,0.0809171
1977.1397260273973,0.078749724
1977.1424657534246,0.07614041
1977.145205479452,0.078019306
1977.1479452054793,0.07736054
1977.150684931507,0.07448648
1977.1534246575343,0.072562344
1977.1561643835616,0.072349586
1977.158904109589,0.07089516
1977.1616438356164,0.06913792
1977.164383561644,0.067687
1977.1671232876713,0.066947274
1977.1698630136987,0.065599546
1977.172602739726,0.06366818
1977.1753424657534,0.06277296
1977.1780821917807,0.062476758
1977.1808219178083,0.05965266
1977.1835616438357,0.05797684
1977.186301369863,0.058476985
1977.1890410958904,0.058541432
1977.1917808219177,0.05717334
1977.194520547945,0.055191103
1977.1972602739727,0.05445771
1977.2,0.05493049
1977.2027397260274,0.05448863
1977.2054794520548,0.054019563
1977.2082191780821,0.053344145
1977.2109589041097,0.052213024
1977.213698630137,0.051122002
1977.2164383561644,0.051149204
1977.2191780821918,0.050921243
1977.2219178082191,0.04992487
1977.2246575342465,0.0493897
1977.227397260274,0.049202505
1977.2301369863014,0.048448663
1977.2328767123288,0.04734556
1977.2356164383561,0.047048237
1977.2383561643835,0.04724531
1977.2410958904109,0.04711366
1977.2438356164384,0.04687019
1977.2465753424658,0.046148743
1977.2493150684932,0.045840226
1977.2520547945205,0.046062376
1977.2547945205479,0.045579657
1977.2575342465752,0.04540317
1977.2602739726028,0.045116056
1977.2630136986302,0.04475896
1977.2657534246575,0.044615332
1977.268493150685,0.044443384
1977.2712328767122,0.043563552
1977.2739726027398,0.04283179
1977.2767123287672,0.042487327
1977.2794520547945,0.04254706
1977.282191780822,0.04214144
1977.2849315068493,0.041876864
1977.2876712328766,0.041715547
1977.2904109589042,0.041374993
1977.2931506849316,0.04102637
1977.295890410959,0.041087598
1977.2986301369863,0.040656853
1977.3013698630136,0.040068462
1977.304109589041,0.039355595
1977.3068493150686,0.0390071
1977.309589041096,0.038585138
1977.3123287671233,0.03811854
1977.3150684931506,0.03786268
1977.317808219178,0.03762391
1977.3205479452056,0.037047513
1977.323287671233,0.036700845
1977.3260273972603,0.03657463
1977.3287671232877,0.03611922
1977.331506849315,0.035577666
1977.3342465753424,0.035323717
1977.33698630137,0.035059527
1977.3397260273973,0.03445447
1977.3424657534247,0.034205593
1977.345205479452,0.034003038
1977.3479452054794,0.033565845
1977.3506849315067,0.033208434
1977.3534246575343,0.033020493
1977.3561643835617,0.032807313
1977.358904109589,0.03253681
1977.3616438356164,0.032143388
1977.3643835616438,0.031842735
1977.3671232876711,0.031900443
1977.3698630136987,0.031741336
1977.372602739726,0.031518735
1977.3753424657534,0.031494427
1977.3780821917808,0.031267826
1977.3808219178081,0.030864233
1977.3835616438357,0.030583182
1977.386301369863,0.030606203
1977.3890410958904,0.030802304
1977.3917808219178,0.030741528
1977.3945205479451,0.030326055
1977.3972602739725,0.030415684
1977.4,0.030909508
1977.4027397260274,0.03104426
1977.4054794520548,0.030506695
1977.4082191780822,0.030392582
1977.4109589041095,0.030521996
1977.4136986301369,0.030739358
1977.4164383561645,0.031162815
1977.4191780821918,0.03203582
1977.4219178082192,0.03298576
1977.4246575342465,0.033479568
1977.427397260274,0.03432446
1977.4301369863015,0.034553956
1977.4328767123288,0.034262452
1977.4356164383562,0.0343168
1977.4383561643835,0.03415284
1977.441095890411,0.033770453
1977.4438356164383,0.034062438
1977.4465753424658,0.035515476
1977.4493150684932,0.03707573
1977.4520547945206,0.03784281
1977.454794520548,0.038269944
1977.4575342465753,0.038696315
1977.4602739726026,0.039034095
1977.4630136986302,0.038953453
1977.4657534246576,0.038933884
1977.468493150685,0.040883426
1977.4712328767123,0.043784063
1977.4739726027397,0.04682079
1977.4767123287672,0.048043802
1977.4794520547946,0.047973182
1977.482191780822,0.047398776
1977.4849315068493,0.047871318
1977.4876712328767,0.049301658
1977.490410958904,0.053509366
1977.4931506849316,0.059136868
1977.495890410959,0.06179273
1977.4986301369863,0.0598491
1977.5013698630137,0.058669034
1977.504109589041,0.0626492
1977.5068493150684,0.06783061
1977.509589041096,0.06659856
1977.5123287671233,0.06439971
1977.5150684931507,0.06494874
1977.517808219178,0.065336116
1977.5205479452054,0.063669845
1977.5232876712328,0.06314611
1977.5260273972603,0.06806569
1977.5287671232877,0.07149687
1977.531506849315,0.071311496
1977.5342465753424,0.06870964
1977.5369863013698,0.06586904
1977.5397260273974,0.06542599
1977.5424657534247,0.067018315
1977.545205479452,0.06816653
1977.5479452054794,0.06957649
1977.5506849315068,0.069969125
1977.5534246575342,0.07100847
1977.5561643835617,0.07068254
1977.558904109589,0.06848189
1977.5616438356165,0.06631804
1977.5643835616438,0.066358365
1977.5671232876712,0.068414554
1977.5698630136985,0.07032693
1977.572602739726,0.07209066
1977.5753424657535,0.071893
1977.5780821917808,0.07239894
1977.5808219178082,0.076641835
1977.5835616438355,0.08784111
1977.5863013698631,0.09319617
1977.5890410958905,0.09745908
1977.5917808219178,0.09995341
1977.5945205479452,0.098535545
1977.5972602739726,0.10238409
1977.6,0.113482825
1977.6027397260275,0.117380686
1977.6054794520549,0.12366581
1977.6082191780822,0.13966246
1977.6109589041096,0.1550115
1977.613698630137,0.16564865
1977.6164383561643,0.170423
1977.6191780821919,0.16942553
1977.6219178082192,0.16694957
1977.6246575342466,0.16319719
1977.627397260274,0.15678182
1977.6301369863013,0.14633296
1977.6328767123289,0.13724945
1977.6356164383562,0.13636914
1977.6383561643836,0.1473906
1977.641095890411,0.17035757
1977.6438356164383,0.19914228
1977.6465753424657,0.21235137
1977.6493150684933,0.20280392
1977.6520547945206,0.19901112
1977.654794520548,0.19943431
1977.6575342465753,0.19804429
1977.6602739726027,0.20078336
1977.66301369863,0.20924184
1977.6657534246576,0.23493831
1977.668493150685,0.2896717
1977.6712328767123,0.3537853
1977.6739726027397,0.3770935
1977.676712328767,0.36395583
1977.6794520547944,0.37232772
1977.682191780822,0.4143538
1977.6849315068494,0.45706907
1977.6876712328767,0.4683222
1977.690410958904,0.49673524
1977.6931506849314,0.5410629
1977.695890410959,0.5707204
1977.6986301369864,0.5832282
1977.7013698630137,0.62080157
1977.704109589041,0.6794762
1977.7068493150684,0.70706725
1977.7095890410958,0.7117668
1977.7123287671234,0.734905
1977.7150684931507,0.7417593
1977.717808219178,0.7262055
1977.7205479452055,0.7547543
1977.7232876712328,0.7875405
1977.7260273972602,0.809193
1977.7287671232878,0.85128397
1977.731506849315,0.9428031
1977.7342465753425,0.98728734
1977.7369863013698,0.95847416
1977.7397260273972,0.95191234
1977.7424657534248,0.99448717
1977.7452054794521,1.0253187
1977.7479452054795,1.0310074
1977.7506849315068,1.0108025
1977.7534246575342,1.0042673
1977.7561643835616,0.96128863
1977.7589041095891,0.9417189
1977.7616438356165,0.95775115
1977.7643835616439,0.9889465
1977.7671232876712,1.0177962
1977.7698630136986,1.0166883
1977.772602739726,0.99104184
1977.7753424657535,0.97339815
1977.7780821917809,0.9957487
1977.7808219178082,1.022889
1977.7835616438356,0.9750012
1977.786301369863,0.90521324
1977.7890410958903,0.86462194
1977.7917808219179,0.8279806
1977.7945205479452,0.8020773
1977.7972602739726,0.78274894
1977.8,0.7628958
1977.8027397260273,0.76614636
1977.805479452055,0.7890324
1977.8082191780823,0.83168024
1977.8109589041096,0.84390086
1977.813698630137,0.8713552
1977.8164383561643,0.9117279
1977.8191780821917,0.91416603
1977.8219178082193,0.9059101
1977.8246575342466,0.8924558
1977.827397260274,0.871899
1977.8301369863013,0.8526775
1977.8328767123287,0.81780535
1977.835616438356,0.7746489
1977.8383561643836,0.75561327
1977.841095890411,0.7365228
1977.8438356164384,0.69777894
1977.8465753424657,0.67222816
1977.849315068493,0.65096766
1977.8520547945207,0.5982046
1977.854794520548,0.5502384
1977.8575342465754,0.5267543
1977.8602739726027,0.5051356
1977.86301369863,0.46337104
1977.8657534246574,0.43075967
1977.868493150685,0.4140571
1977.8712328767124,0.38674927
1977.8739726027397,0.35293144
1977.876712328767,0.32145274
1977.8794520547945,0.2996885
1977.8821917808218,0.26826182
1977.8849315068494,0.24120909
1977.8876712328768,0.22856905
1977.890410958904,0.2106712
1977.8931506849315,0.19279148
1977.8958904109588,0.1807128
1977.8986301369864,0.16931038
1977.9013698630138,0.16234116
1977.9041095890411,0.15118107
1977.9068493150685,0.14164
1977.9095890410958,0.13284864
1977.9123287671232,0.12802868
1977.9150684931508,0.12240069
1977.9178082191781,0.11586175
1977.9205479452055,0.10991734
1977.9232876712329,0.10558288
1977.9260273972602,0.10113636
1977.9287671232876,0.09601017
1977.9315068493152,0.09119897
1977.9342465753425,0.08493375
1977.9369863013699,0.08001362
1977.9397260273972,0.07783358
1977.9424657534246,0.07451328
1977.945205479452,0.071588874
1977.9479452054795,0.06910196
1977.9506849315069,0.0674332
1977.9534246575342,0.064871475
1977.9561643835616,0.06253554
1977.958904109589,0.061300125
1977.9616438356165,0.05974277
1977.964383561644,0.058109388
1977.9671232876713,0.05674818
1977.9698630136986,0.055683557
1977.972602739726,0.054998823
1977.9753424657533,0.054087725
1977.978082191781,0.053400207
1977.9808219178083,0.05291045
1977.9835616438356,0.05225006
1977.986301369863,0.05193778
1977.9890410958903,0.051792175
1977.9917808219177,0.05153676
1977.9945205479453,0.05135
1977.9972602739726,0.051097598
1978.0,0.051114358
1978.0027397260274,0.051254272
1978.0054794520547,0.050931897
1978.0082191780823,0.050865855
1978.0109589041097,0.051078387
1978.013698630137,0.050813068
1978.0164383561644,0.05059979
1978.0191780821917,0.050219983
1978.021917808219,0.04966578
1978.0246575342467,0.05024995
1978.027397260274,0.050277732
1978.0301369863014,0.049113307
1978.0328767123287,0.04814481
1978.035616438356,0.04828404
1978.0383561643835,0.048163507
1978.041095890411,0.04733008
1978.0438356164384,0.04702153
1978.0465753424658,0.04746394
1978.0493150684931,0.0473733
1978.0520547945205,0.04667777
1978.054794520548,0.046380986
1978.0575342465754,0.046737418
1978.0602739726028,0.04729661
1978.0630136986301,0.046967104
1978.0657534246575,0.046015423
1978.0684931506848,0.045676775
1978.0712328767124,0.045938186
1978.0739726027398,0.046133075
1978.0767123287671,0.04577379
1978.0794520547945,0.04516347
1978.0821917808219,0.045217704
1978.0849315068492,0.044914264
1978.0876712328768,0.045090552
1978.0904109589042,0.044965826
1978.0931506849315,0.044445094
1978.0958904109589,0.044134196
1978.0986301369862,0.044858523
1978.1013698630136,0.04566997
1978.1041095890412,0.04453179
1978.1068493150685,0.04342002
1978.109589041096,0.043176062
1978.1123287671232,0.043291427
1978.1150684931506,0.043653972
1978.1178082191782,0.04394928
1978.1205479452055,0.043457557
1978.123287671233,0.043119058
1978.1260273972603,0.04323655
1978.1287671232876,0.04344115
1978.131506849315,0.04395266
1978.1342465753426,0.04369275
1978.13698630137,0.042994585
1978.1397260273973,0.04223252
1978.1424657534246,0.042282417
1978.145205479452,0.04278434
1978.1479452054793,0.04246586
1978.150684931507,0.04222199
1978.1534246575343,0.041835792
1978.1561643835616,0.041538626
1978.158904109589,0.041598324
1978.1616438356164,0.042049065
1978.164383561644,0.042180493
1978.1671232876713,0.041606914
1978.1698630136987,0.04113896
1978.172602739726,0.041446313
1978.1753424657534,0.04170521
1978.1780821917807,0.041268487
1978.1808219178083,0.040745854
1978.1835616438357,0.041332357
1978.186301369863,0.0412428
1978.1890410958904,0.040233705
1978.1917808219177,0.039294217
1978.194520547945,0.03942855
1978.1972602739727,0.040113654
1978.2,0.039893795
1978.2027397260274,0.03924379
1978.2054794520548,0.039301794
1978.2082191780821,0.039755534
1978.2109589041097,0.03953527
1978.213698630137,0.039225493
1978.2164383561644,0.038978547
1978.2191780821918,0.039197892
1978.2219178082191,0.03960452
1978.2246575342465,0.039280575
1978.227397260274,0.039427064
1978.2301369863014,0.039701797
1978.2328767123288,0.039673198
1978.2356164383561,0.03926527
1978.2383561643835,0.039127655
1978.2410958904109,0.039006077
1978.2438356164384,0.038734667
1978.2465753424658,0.03871888
1978.2493150684932,0.03884773
1978.2520547945205,0.03865853
1978.2547945205479,0.03901054
1978.2575342465752,0.03878309
1978.2602739726028,0.03835096
1978.2630136986302,0.038332302
1978.2657534246575,0.03856372
1978.268493150685,0.038277894
1978.2712328767122,0.038165227
1978.2739726027398,0.038212985
1978.2767123287672,0.038418967
1978.2794520547945,0.038440973
1978.282191780822,0.03822382
1978.2849315068493,0.038199272
1978.2876712328766,0.03839536
1978.2904109589042,0.038305845
1978.2931506849316,0.038183216
1978.295890410959,0.038106244
1978.2986301369863,0.03825807
1978.3013698630136,0.038560957
1978.304109589041,0.038437076
1978.3068493150686,0.03846184
1978.309589041096,0.03850542
1978.3123287671233,0.038441032
1978.3150684931506,0.03835535
1978.317808219178,0.038286638
1978.3205479452056,0.03825702
1978.323287671233,0.03802017
1978.3260273972603,0.03799962
1978.3287671232877,0.037880994
1978.331506849315,0.03774456
1978.3342465753424,0.03763285
1978.33698630137,0.037569914
1978.3397260273973,0.037175093
