# year, N3_n
1978.3424657534247,0.036943123
1978.345205479452,0.03697084
1978.3479452054794,0.036844905
1978.3506849315067,0.03653291
1978.3534246575343,0.036140244
1978.3561643835617,0.035878997
1978.358904109589,0.03579646
1978.3616438356164,0.035671465
1978.3643835616438,0.035430122
1978.3671232876711,0.035162862
1978.3698630136987,0.035004392
1978.372602739726,0.034892913
1978.3753424657534,0.03479172
1978.3780821917808,0.034700222
1978.3808219178081,0.034500204
1978.3835616438357,0.034246244
1978.386301369863,0.034028307
1978.3890410958904,0.033938743
1978.3917808219178,0.033874482
1978.3945205479451,0.033787906
1978.3972602739725,0.03354872
1978.4,0.03336609
1978.4027397260274,0.033289943
1978.4054794520548,0.033262815
1978.4082191780822,0.033334333
1978.4109589041095,0.033624433
1978.4136986301369,0.03431495
1978.4164383561645,0.03512376
1978.4191780821918,0.03579396
1978.4219178082192,0.036659874
1978.4246575342465,0.03741675
1978.427397260274,0.037838485
1978.4301369863015,0.037896838
1978.4328767123288,0.037306316
1978.4356164383562,0.0369244
1978.4383561643835,0.037695397
1978.441095890411,0.03933067
1978.4438356164383,0.040012095
1978.4465753424658,0.039425083
1978.4493150684932,0.040486988
1978.4520547945206,0.04302727
1978.454794520548,0.044982478
1978.4575342465753,0.04447042
1978.4602739726026,0.042997807
1978.4630136986302,0.042569
1978.4657534246576,0.042227298
1978.468493150685,0.04223845
1978.4712328767123,0.043985855
1978.4739726027397,0.050280925
1978.4767123287672,0.06111478
1978.4794520547946,0.06668019
1978.482191780822,0.06980212
1978.4849315068493,0.07524599
1978.4876712328767,0.079463914
1978.490410958904,0.07641987
1978.4931506849316,0.073803596
1978.495890410959,0.0724516
1978.4986301369863,0.07140752
1978.5013698630137,0.0703018
1978.504109589041,0.06947004
1978.5068493150684,0.06956226
1978.509589041096,0.06880183
1978.5123287671233,0.068225995
1978.5150684931507,0.07072983
1978.517808219178,0.078297116
1978.5205479452054,0.09289576
1978.5232876712328,0.10452394
1978.5260273972603,0.10383648
1978.5287671232877,0.09597282
1978.531506849315,0.08958134
1978.5342465753424,0.087291785
1978.5369863013698,0.08416833
1978.5397260273974,0.07882886
1978.5424657534247,0.07548415
1978.545205479452,0.08090841
1978.5479452054794,0.09307597
1978.5506849315068,0.09808226
1978.5534246575342,0.093487196
1978.5561643835617,0.09073319
1978.558904109589,0.09973902
1978.5616438356165,0.11894974
1978.5643835616438,0.13696498
1978.5671232876712,0.13919756
1978.5698630136985,0.13930978
1978.572602739726,0.14656016
1978.5753424657535,0.15145867
1978.5780821917808,0.15263203
1978.5808219178082,0.16266276
1978.5835616438355,0.1648463
1978.5863013698631,0.1576252
1978.5890410958905,0.15434788
1978.5917808219178,0.16383174
1978.5945205479452,0.17064744
