# year, thetao_con
2046.772602739726,25.092537
2046.7753424657535,25.090508
2046.7780821917809,25.265814
2046.7808219178082,25.253563
2046.7835616438356,25.220728
2046.786301369863,25.209627
2046.7890410958903,25.264051
2046.7917808219179,25.302847
2046.7945205479452,25.286648
2046.7972602739726,25.24249
2046.8,25.247965
2046.8027397260273,25.232271
2046.805479452055,25.279335
2046.8082191780823,25.277779
2046.8109589041096,25.27451
2046.813698630137,25.297066
2046.8164383561643,25.343996
2046.8191780821917,25.38222
2046.8219178082193,25.414728
2046.8246575342466,25.40579
2046.827397260274,25.428482
2046.8301369863013,25.45833
2046.8328767123287,25.453745
2046.835616438356,25.46769
2046.8383561643836,25.539919
2046.841095890411,25.526651
2046.8438356164384,25.53318
2046.8465753424657,25.54554
2046.849315068493,25.546965
2046.8520547945207,25.549143
2046.854794520548,25.555616
2046.8575342465754,25.62697
2046.8602739726027,25.679937
2046.86301369863,25.683897
2046.8657534246574,25.696224
2046.868493150685,25.737717
2046.8712328767124,25.795223
2046.8739726027397,25.760729
2046.876712328767,25.75619
2046.8794520547945,25.806107
2046.8821917808218,25.838228
2046.8849315068494,25.870888
2046.8876712328768,25.867163
2046.890410958904,25.953987
2046.8931506849315,25.954634
2046.8958904109588,25.990444
2046.8986301369864,26.023384
2046.9013698630138,25.990795
2046.9041095890411,26.060465
2046.9068493150685,26.163973
2046.9095890410958,26.16012
2046.9123287671232,26.18583
2046.9150684931508,26.292377
2046.9178082191781,26.319433
2046.9205479452055,26.39012
2046.9232876712329,26.477074
2046.9260273972602,26.50419
2046.9287671232876,26.492485
2046.9315068493152,26.508053
2046.9342465753425,26.59543
2046.9369863013699,26.656477
2046.9397260273972,26.662195
2046.9424657534246,26.677273
2046.945205479452,26.663044
2046.9479452054795,26.643253
2046.9506849315069,26.732958
2046.9534246575342,26.89545
2046.9561643835616,26.994934
2046.958904109589,26.930439
2046.9616438356165,26.924511
2046.964383561644,26.93781
2046.9671232876713,27.010855
2046.9698630136986,27.03795
2046.972602739726,27.160414
2046.9753424657533,27.151985
2046.978082191781,27.12814
2046.9808219178083,27.129852
2046.9835616438356,27.131289
2046.986301369863,27.184845
2046.9890410958903,27.185453
2046.9917808219177,27.261606
2046.9945205479453,27.268759
2046.9972602739726,27.325024
2047.0,27.28031
2047.0027397260274,27.329857
2047.0054794520547,27.3039
2047.0082191780823,27.339571
2047.0109589041097,27.404366
2047.013698630137,27.466496
2047.0164383561644,27.549051
2047.0191780821917,27.527727
2047.021917808219,27.551975
2047.0246575342467,27.566372
2047.027397260274,27.699194
2047.0301369863014,27.803265
2047.0328767123287,27.858723
2047.035616438356,27.843071
2047.0383561643835,27.801933
2047.041095890411,27.864079
2047.0438356164384,27.84856
2047.0465753424658,27.955084
2047.0493150684931,27.974163
2047.0520547945205,27.991762
2047.054794520548,27.999975
2047.0575342465754,28.117092
2047.0602739726028,28.12641
2047.0630136986301,28.138514
2047.0657534246575,28.190983
2047.0684931506848,28.317427
2047.0712328767124,28.266476
2047.0739726027398,28.366547
2047.0767123287671,28.403954
2047.0794520547945,28.466145
2047.0821917808219,28.530382
2047.0849315068492,28.53373
2047.0876712328768,28.623844
2047.0904109589042,28.784676
2047.0931506849315,29.057133
2047.0958904109589,29.348526
2047.0986301369862,29.485628
2047.1013698630136,29.535217
2047.1041095890412,29.39815
2047.1068493150685,29.218542
2047.109589041096,29.24064
2047.1123287671232,29.359808
2047.1150684931506,29.327232
2047.1178082191782,29.46186
2047.1205479452055,29.500645
2047.123287671233,29.424353
2047.1260273972603,29.31436
2047.1287671232876,29.31939
2047.131506849315,29.184086
2047.1342465753426,29.439852
2047.13698630137,29.56074
2047.1397260273973,29.58289
2047.1424657534246,29.55162
2047.145205479452,29.577839
2047.1479452054793,29.703856
2047.150684931507,29.761137
2047.1534246575343,29.628908
2047.1561643835616,29.554474
2047.158904109589,29.514027
2047.1616438356164,29.42273
2047.164383561644,29.355276
2047.1671232876713,29.404501
2047.1698630136987,29.498024
2047.172602739726,29.461185
2047.1753424657534,29.507135
2047.1780821917807,29.521225
2047.1808219178083,29.443316
2047.1835616438357,29.582994
2047.186301369863,29.595037
2047.1890410958904,29.823942
2047.1917808219177,29.739637
2047.194520547945,29.698454
2047.1972602739727,29.659292
2047.2,29.544533
2047.2027397260274,29.541624
2047.2054794520548,29.577686
2047.2082191780821,29.572046
2047.2109589041097,29.643908
2047.213698630137,29.573431
2047.2164383561644,29.579084
2047.2191780821918,29.492067
2047.2219178082191,29.766539
2047.2246575342465,29.757637
2047.227397260274,29.6816
2047.2301369863014,29.504263
2047.2328767123288,29.71103
2047.2356164383561,29.505741
2047.2383561643835,29.487915
2047.2410958904109,29.3913
2047.2438356164384,29.231739
2047.2465753424658,29.28917
2047.2493150684932,29.359894
2047.2520547945205,29.28593
2047.2547945205479,29.500986
2047.2575342465752,29.472794
2047.2602739726028,29.611526
2047.2630136986302,29.760612
2047.2657534246575,29.79876
2047.268493150685,29.805262
2047.2712328767122,29.795588
2047.2739726027398,29.724287
2047.2767123287672,29.654251
2047.2794520547945,29.779913
2047.282191780822,29.804995
2047.2849315068493,29.588104
2047.2876712328766,29.517868
2047.2904109589042,29.552525
2047.2931506849316,29.365662
2047.295890410959,29.333172
2047.2986301369863,29.227665
2047.3013698630136,29.207418
2047.304109589041,29.250477
2047.3068493150686,29.123291
2047.309589041096,28.997644
2047.3123287671233,28.984093
2047.3150684931506,29.148573
2047.317808219178,28.995613
2047.3205479452056,28.893147
2047.323287671233,28.8722
2047.3260273972603,28.945642
2047.3287671232877,28.961172
2047.331506849315,28.85148
2047.3342465753424,28.769716
2047.33698630137,28.733122
2047.3397260273973,28.747496
2047.3424657534247,28.692533
2047.345205479452,28.651997
2047.3479452054794,28.638132
2047.3506849315067,28.553543
2047.3534246575343,28.44602
2047.3561643835617,28.3084
2047.358904109589,28.224932
2047.3616438356164,28.152271
2047.3643835616438,28.088865
2047.3671232876711,28.056522
2047.3698630136987,28.026268
2047.372602739726,27.995632
2047.3753424657534,27.907145
2047.3780821917808,27.931631
2047.3808219178081,27.84767
2047.3835616438357,27.758688
2047.386301369863,27.716673
2047.3890410958904,27.64231
2047.3917808219178,27.622576
2047.3945205479451,27.583286
2047.3972602739725,27.55852
2047.4,27.614183
2047.4027397260274,27.60167
2047.4054794520548,27.552223
2047.4082191780822,27.537775
2047.4109589041095,27.514126
2047.4136986301369,27.46797
2047.4164383561645,27.436796
2047.4191780821918,27.42304
2047.4219178082192,27.350325
2047.4246575342465,27.308939
2047.427397260274,27.271292
2047.4301369863015,27.22898
2047.4328767123288,27.171568
2047.4356164383562,27.100487
2047.4383561643835,27.041746
2047.441095890411,26.996923
2047.4438356164383,26.950169
2047.4465753424658,26.910227
2047.4493150684932,26.874807
2047.4520547945206,26.840612
2047.454794520548,26.818314
2047.4575342465753,26.81936
2047.4602739726026,26.797176
2047.4630136986302,26.764978
2047.4657534246576,26.746788
2047.468493150685,26.739052
2047.4712328767123,26.74989
2047.4739726027397,26.746626
2047.4767123287672,26.714897
2047.4794520547946,26.65225
2047.482191780822,26.61673
2047.4849315068493,26.580153
2047.4876712328767,26.52533
2047.490410958904,26.487602
2047.4931506849316,26.464079
2047.495890410959,26.42207
2047.4986301369863,26.38839
2047.5013698630137,26.34035
2047.504109589041,26.30273
2047.5068493150684,26.28826
2047.509589041096,26.261248
2047.5123287671233,26.22149
2047.5150684931507,26.20867
2047.517808219178,26.174274
2047.5205479452054,26.139236
2047.5232876712328,26.125086
2047.5260273972603,26.101866
2047.5287671232877,26.047781
2047.531506849315,25.992336
2047.5342465753424,25.95756
2047.5369863013698,25.92643
2047.5397260273974,25.89701
2047.5424657534247,25.864452
2047.545205479452,25.845844
2047.5479452054794,25.836405
2047.5506849315068,25.827469
2047.5534246575342,25.8233
2047.5561643835617,25.828415
2047.558904109589,25.848078
2047.5616438356165,25.862484
2047.5643835616438,25.841509
2047.5671232876712,25.805725
2047.5698630136985,25.772564
2047.572602739726,25.758572
2047.5753424657535,25.711012
2047.5780821917808,25.68371
2047.5808219178082,25.657867
2047.5835616438355,25.636965
2047.5863013698631,25.616747
2047.5890410958905,25.593266
2047.5917808219178,25.56481
2047.5945205479452,25.542301
