# year, O3_c_anom
1977.2383561643835,-10.2578125
1977.2410958904109,-12.9104
1977.2438356164384,-10.274414
1977.2465753424658,-8.602295
1977.2493150684932,-7.5371094
1977.2520547945205,-8.6604
1977.2547945205479,-9.68457
1977.2575342465752,-9.658691
1977.2602739726028,-11.655762
1977.2630136986302,-13.44165
1977.2657534246575,-9.804932
1977.268493150685,-9.422852
1977.2712328767122,-8.581543
1977.2739726027398,-8.009033
1977.2767123287672,-9.676025
1977.2794520547945,-15.45874
1977.282191780822,-12.49585
1977.2849315068493,-15.147705
1977.2876712328766,-10.717285
1977.2904109589042,-12.380371
1977.2931506849316,-13.929932
1977.295890410959,-12.488281
1977.2986301369863,-12.51001
1977.3013698630136,-12.448486
1977.304109589041,-10.911377
1977.3068493150686,-12.459717
1977.309589041096,-11.439697
1977.3123287671233,-10.834473
1977.3150684931506,-12.420898
1977.317808219178,-14.55835
1977.3205479452056,-14.3479
1977.323287671233,-15.755127
1977.3260273972603,-17.708252
1977.3287671232877,-18.685547
1977.331506849315,-19.690674
1977.3342465753424,-25.724121
1977.33698630137,-24.851807
1977.3397260273973,-21.116943
1977.3424657534247,-23.933838
1977.345205479452,-25.085938
1977.3479452054794,-24.16919
1977.3506849315067,-23.629883
1977.3534246575343,-24.153809
1977.3561643835617,-26.523193
1977.358904109589,-25.918457
1977.3616438356164,-25.730469
1977.3643835616438,-24.354736
1977.3671232876711,-24.341553
1977.3698630136987,-24.295166
1977.372602739726,-24.565674
1977.3753424657534,-25.46753
1977.3780821917808,-26.420166
1977.3808219178081,-25.60913
1977.3835616438357,-26.056152
1977.386301369863,-28.110596
1977.3890410958904,-29.371582
1977.3917808219178,-27.705566
1977.3945205479451,-26.922852
1977.3972602739725,-26.839355
1977.4,-27.907715
1977.4027397260274,-27.40503
1977.4054794520548,-26.192627
1977.4082191780822,-27.989502
1977.4109589041095,-28.475586
1977.4136986301369,-28.003662
1977.4164383561645,-28.381592
1977.4191780821918,-29.043701
1977.4219178082192,-28.531982
1977.4246575342465,-28.728516
1977.427397260274,-30.63916
1977.4301369863015,-31.336914
1977.4328767123288,-31.95581
1977.4356164383562,-32.89258
1977.4383561643835,-33.924072
1977.441095890411,-32.99707
1977.4438356164383,-33.456543
1977.4465753424658,-34.191162
1977.4493150684932,-34.637695
1977.4520547945206,-34.9458
1977.454794520548,-35.122314
1977.4575342465753,-35.843994
1977.4602739726026,-36.721436
1977.4630136986302,-36.932373
1977.4657534246576,-36.91992
1977.468493150685,-36.73706
1977.4712328767123,-37.08911
1977.4739726027397,-37.609863
1977.4767123287672,-38.455444
1977.4794520547946,-38.50061
1977.482191780822,-38.33203
1977.4849315068493,-38.006104
1977.4876712328767,-37.434814
1977.490410958904,-37.36084
1977.4931506849316,-38.13208
1977.495890410959,-38.333984
1977.4986301369863,-37.95044
1977.5013698630137,-37.680664
1977.504109589041,-38.260498
1977.5068493150684,-38.9823
1977.509589041096,-38.804688
1977.5123287671233,-38.82617
1977.5150684931507,-39.260742
1977.517808219178,-39.336548
1977.5205479452054,-38.663086
1977.5232876712328,-37.901123
1977.5260273972603,-37.821533
1977.5287671232877,-38.152588
1977.531506849315,-38.32373
1977.5342465753424,-38.464355
1977.5369863013698,-38.17505
1977.5397260273974,-38.066895
1977.5424657534247,-38.325195
1977.545205479452,-38.330322
1977.5479452054794,-38.432373
1977.5506849315068,-38.67871
1977.5534246575342,-38.50049
1977.5561643835617,-38.655518
1977.558904109589,-38.650146
1977.5616438356165,-38.626465
1977.5643835616438,-38.499023
1977.5671232876712,-38.311035
1977.5698630136985,-38.290527
1977.572602739726,-37.94165
1977.5753424657535,-37.77954
1977.5780821917808,-37.781006
1977.5808219178082,-37.49121
1977.5835616438355,-36.986572
1977.5863013698631,-36.721436
1977.5890410958905,-36.63257
1977.5917808219178,-36.345947
1977.5945205479452,-35.955566
1977.5972602739726,-35.707275
1977.6,-35.363525
1977.6027397260275,-35.247314
1977.6054794520549,-35.063477
1977.6082191780822,-34.712402
1977.6109589041096,-34.68042
1977.613698630137,-34.566162
1977.6164383561643,-34.584473
1977.6191780821919,-34.740723
1977.6219178082192,-34.888428
1977.6246575342466,-34.773193
1977.627397260274,-34.619385
1977.6301369863013,-34.860107
1977.6328767123289,-34.851562
1977.6356164383562,-34.21704
1977.6383561643836,-33.73706
1977.641095890411,-33.54077
1977.6438356164383,-33.19751
1977.6465753424657,-33.04883
1977.6493150684933,-33.667236
1977.6520547945206,-33.894287
1977.654794520548,-33.878662
1977.6575342465753,-34.250732
1977.6602739726027,-34.28125
1977.66301369863,-33.962402
1977.6657534246576,-33.38965
1977.668493150685,-32.41504
1977.6712328767123,-31.788574
1977.6739726027397,-31.723389
1977.676712328767,-31.505615
1977.6794520547944,-31.134766
1977.682191780822,-30.884277
1977.6849315068494,-30.06665
1977.6876712328767,-29.509033
1977.690410958904,-29.466797
1977.6931506849314,-28.988037
1977.695890410959,-28.211426
1977.6986301369864,-27.449707
1977.7013698630137,-26.643555
1977.704109589041,-25.714355
1977.7068493150684,-24.827637
1977.7095890410958,-24.741943
1977.7123287671234,-24.719238
1977.7150684931507,-24.378662
1977.717808219178,-24.318604
1977.7205479452055,-23.97998
1977.7232876712328,-23.618652
1977.7260273972602,-23.175781
1977.7287671232878,-22.736084
1977.731506849315,-21.97705
1977.7342465753425,-21.46875
1977.7369863013698,-21.467773
1977.7397260273972,-21.543213
1977.7424657534248,-21.189209
1977.7452054794521,-20.801025
1977.7479452054795,-20.534668
1977.7506849315068,-20.957031
1977.7534246575342,-20.969727
1977.7561643835616,-21.590088
1977.7589041095891,-21.790527
1977.7616438356165,-21.55371
1977.7643835616439,-21.066162
1977.7671232876712,-20.686035
1977.7698630136986,-20.757568
1977.772602739726,-20.779053
1977.7753424657535,-20.516602
1977.7780821917809,-20.256592
1977.7808219178082,-19.824951
1977.7835616438356,-20.251709
1977.786301369863,-21.214355
1977.7890410958903,-21.840088
1977.7917808219179,-22.108887
1977.7945205479452,-22.266602
1977.7972602739726,-22.3125
1977.8,-22.319824
1977.8027397260273,-22.049805
1977.805479452055,-21.551758
1977.8082191780823,-20.621338
1977.8109589041096,-20.144287
1977.813698630137,-19.730469
1977.8164383561643,-19.03955
1977.8191780821917,-18.787598
1977.8219178082193,-19.349121
1977.8246575342466,-20.036865
1977.827397260274,-20.641602
1977.8301369863013,-21.10791
1977.8328767123287,-22.099854
1977.835616438356,-23.27246
1977.8383561643836,-23.683105
1977.841095890411,-24.305908
1977.8438356164384,-25.44873
1977.8465753424657,-25.753662
1977.849315068493,-27.004395
1977.8520547945207,-29.065674
1977.854794520548,-29.010498
1977.8575342465754,-29.168457
1977.8602739726027,-30.401855
1977.86301369863,-31.490234
1977.8657534246574,-31.9729
1977.868493150685,-33.332764
1977.8712328767124,-34.731445
1977.8739726027397,-35.06299
1977.876712328767,-35.996826
1977.8794520547945,-37.0791
1977.8821917808218,-38.569824
1977.8849315068494,-39.059082
1977.8876712328768,-38.35083
1977.890410958904,-38.75293
1977.8931506849315,-39.440918
1977.8958904109588,-39.808838
1977.8986301369864,-40.76172
1977.9013698630138,-40.495605
1977.9041095890411,-40.570312
1977.9068493150685,-40.244873
1977.9095890410958,-40.124268
1977.9123287671232,-39.953857
1977.9150684931508,-40.257324
1977.9178082191781,-41.154053
1977.9205479452055,-41.25293
1977.9232876712329,-40.583008
1977.9260273972602,-40.449707
1977.9287671232876,-40.657104
1977.9315068493152,-42.26587
1977.9342465753425,-42.62097
1977.9369863013699,-42.22278
1977.9397260273972,-42.125366
1977.9424657534246,-42.65027
1977.945205479452,-43.296265
1977.9479452054795,-42.568604
1977.9506849315069,-41.8407
1977.9534246575342,-41.561768
1977.9561643835616,-41.293823
1977.958904109589,-41.016968
1977.9616438356165,-40.904175
1977.964383561644,-40.198364
1977.9671232876713,-38.95862
1977.9698630136986,-39.40222
1977.972602739726,-39.702637
1977.9753424657533,-38.61084
1977.978082191781,-37.558228
1977.9808219178083,-38.07007
1977.9835616438356,-38.533936
1977.986301369863,-37.32556
1977.9890410958903,-37.201782
1977.9917808219177,-37.45569
1977.9945205479453,-36.397217
1977.9972602739726,-36.171997
1978.0,-36.93567
1978.0027397260274,-36.469116
1978.0054794520547,-36.20105
1978.0082191780823,-35.56482
1978.0109589041097,-36.235962
1978.013698630137,-36.259033
1978.0164383561644,-35.361206
1978.0191780821917,-35.391724
1978.021917808219,-34.445312
1978.0246575342467,-33.065063
1978.027397260274,-32.58667
1978.0301369863014,-31.74585
1978.0328767123287,-30.41272
1978.035616438356,-30.885498
1978.0383561643835,-31.758179
1978.041095890411,-30.156616
1978.0438356164384,-28.589111
1978.0465753424658,-29.931763
1978.0493150684931,-30.38684
1978.0520547945205,-27.932617
1978.054794520548,-28.397217
1978.0575342465754,-31.251953
1978.0602739726028,-30.651611
1978.0630136986301,-29.92566
1978.0657534246575,-29.279663
1978.0684931506848,-27.662598
1978.0712328767124,-28.59497
1978.0739726027398,-29.439331
1978.0767123287671,-27.877197
1978.0794520547945,-27.120117
1978.0821917808219,-29.394043
1978.0849315068492,-28.030762
1978.0876712328768,-32.144653
1978.0904109589042,-33.14087
1978.0931506849315,-29.79065
1978.0958904109589,-26.167236
1978.0986301369862,-29.602661
1978.1013698630136,-31.437256
1978.1041095890412,-25.875732
1978.1068493150685,-24.644287
1978.109589041096,-26.178955
1978.1123287671232,-25.056885
1978.1150684931506,-25.08667
1978.1178082191782,-27.270264
1978.1205479452055,-26.055664
1978.123287671233,-27.927002
1978.1260273972603,-26.587402
1978.1287671232876,-24.5708
1978.131506849315,-25.043213
1978.1342465753426,-25.301514
1978.13698630137,-23.314941
1978.1397260273973,-21.992676
1978.1424657534246,-24.638672
1978.145205479452,-29.96875
1978.1479452054793,-24.611328
1978.150684931507,-24.198975
1978.1534246575343,-25.381104
1978.1561643835616,-23.413574
1978.158904109589,-22.70996
1978.1616438356164,-24.060547
1978.164383561644,-24.30957
1978.1671232876713,-22.460938
1978.1698630136987,-22.716797
1978.172602739726,-24.084473
1978.1753424657534,-23.536133
1978.1780821917807,-23.346191
1978.1808219178083,-23.415771
1978.1835616438357,-24.76538
1978.186301369863,-26.747314
1978.1890410958904,-21.53711
1978.1917808219177,-17.85791
1978.194520547945,-20.738037
1978.1972602739727,-21.716553
1978.2,-17.53003
1978.2027397260274,-17.540771
1978.2054794520548,-18.623291
1978.2082191780821,-18.22876
1978.2109589041097,-16.700195
1978.213698630137,-15.727295
1978.2164383561644,-16.766846
1978.2191780821918,-22.29248
1978.2219178082191,-23.407227
1978.2246575342465,-18.17627
1978.227397260274,-18.720459
1978.2301369863014,-20.050293
1978.2328767123288,-19.26123
1978.2356164383561,-19.57959
1978.2383561643835,-21.605957
1978.2410958904109,-19.340576
1978.2438356164384,-17.957764
1978.2465753424658,-23.25
1978.2493150684932,-21.128662
1978.2520547945205,-16.790771
1978.2547945205479,-18.329834
1978.2575342465752,-19.185059
1978.2602739726028,-16.35669
1978.2630136986302,-18.402832
1978.2657534246575,-19.029785
1978.268493150685,-18.66626
1978.2712328767122,-19.749512
1978.2739726027398,-23.437012
1978.2767123287672,-22.1333
1978.2794520547945,-20.747314
1978.282191780822,-21.0708
1978.2849315068493,-21.935059
1978.2876712328766,-22.299316
1978.2904109589042,-22.346191
1978.2931506849316,-24.345459
1978.295890410959,-26.146484
1978.2986301369863,-26.44336
1978.3013698630136,-27.541504
1978.304109589041,-26.924316
1978.3068493150686,-26.748047
1978.309589041096,-26.81372
1978.3123287671233,-26.806396
1978.3150684931506,-25.859375
1978.317808219178,-25.926758
1978.3205479452056,-25.828613
1978.323287671233,-26.918213
1978.3260273972603,-26.954346
1978.3287671232877,-28.618408
1978.331506849315,-28.310303
1978.3342465753424,-30.024658
1978.33698630137,-29.408203
1978.3397260273973,-27.924072
1978.3424657534247,-27.60962
1978.345205479452,-29.065918
1978.3479452054794,-29.335938
1978.3506849315067,-28.246826
1978.3534246575343,-26.960938
1978.3561643835617,-25.807617
1978.358904109589,-25.804443
1978.3616438356164,-25.932617
1978.3643835616438,-25.820312
1978.3671232876711,-26.287842
1978.3698630136987,-27.967773
1978.372602739726,-28.75293
1978.3753424657534,-30.461914
1978.3780821917808,-30.222412
1978.3808219178081,-29.634277
1978.3835616438357,-30.46045
1978.386301369863,-30.340088
1978.3890410958904,-29.756592
1978.3917808219178,-28.06543
1978.3945205479451,-28.107178
1978.3972602739725,-27.799316
1978.4,-27.193604
1978.4027397260274,-27.946533
1978.4054794520548,-27.054932
1978.4082191780822,-26.433105
1978.4109589041095,-25.40918
1978.4136986301369,-24.443848
1978.4164383561645,-23.916016
1978.4191780821918,-22.911133
1978.4219178082192,-21.657227
1978.4246575342465,-20.715332
1978.427397260274,-21.21045
1978.4301369863015,-21.423828
1978.4328767123288,-21.27295
1978.4356164383562,-20.509033
1978.4383561643835,-19.760498
1978.441095890411,-19.958252
1978.4438356164383,-19.815918
1978.4465753424658,-18.901123
1978.4493150684932,-18.069092
1978.4520547945206,-17.942871
1978.454794520548,-17.937744
1978.4575342465753,-17.729736
1978.4602739726026,-17.060303
1978.4630136986302,-16.779541
1978.4657534246576,-16.730469
1978.468493150685,-15.878662
1978.4712328767123,-14.278809
1978.4739726027397,-13.789551
1978.4767123287672,-14.356201
1978.4794520547946,-14.403076
1978.482191780822,-14.725586
1978.4849315068493,-15.422363
1978.4876712328767,-15.668457
1978.490410958904,-15.611816
1978.4931506849316,-15.666016
1978.495890410959,-15.741943
1978.4986301369863,-15.884766
1978.5013698630137,-15.8498535
1978.504109589041,-15.793945
1978.5068493150684,-15.972168
1978.509589041096,-16.066162
1978.5123287671233,-16.244629
1978.5150684931507,-16.331787
1978.517808219178,-16.495361
1978.5205479452054,-16.745361
1978.5232876712328,-16.872803
1978.5260273972603,-17.347168
1978.5287671232877,-17.519775
1978.531506849315,-17.309082
1978.5342465753424,-17.477295
1978.5369863013698,-17.769043
1978.5397260273974,-17.760986
1978.5424657534247,-17.478516
1978.545205479452,-17.642578
1978.5479452054794,-17.871094
1978.5506849315068,-18.131592
1978.5534246575342,-17.71167
1978.5561643835617,-16.802246
1978.558904109589,-16.673096
1978.5616438356165,-17.519531
1978.5643835616438,-17.026123
1978.5671232876712,-16.667725
1978.5698630136985,-17.173096
1978.572602739726,-17.43457
1978.5753424657535,-17.01123
1978.5780821917808,-16.932373
1978.5808219178082,-17.156738
1978.5835616438355,-17.327637
1978.5863013698631,-16.843018
1978.5890410958905,-17.283447
1978.5917808219178,-17.248047
1978.5945205479452,-16.54541
1978.5972602739726,-16.585938
1978.6,-16.814697
1978.6027397260275,-16.18335
1978.6054794520549,-15.767578
1978.6082191780822,-15.852539
1978.6109589041096,-15.890137
1978.613698630137,-15.609619
1978.6164383561643,-15.602783
1978.6191780821919,-15.745117
1978.6219178082192,-15.684814
1978.6246575342466,-16.045898
