# year, O3_TA_anom
1984.4726775956285,-6.175537
1984.4754098360656,-5.9470215
1984.4781420765028,-5.584961
1984.48087431694,-5.8273926
1984.483606557377,-5.890625
1984.4863387978141,-5.35376
1984.4890710382513,-4.884033
1984.4918032786886,-4.538086
1984.4945355191257,-3.970459
1984.4972677595629,-3.503662
1984.5,-2.8112793
1984.5027322404371,-2.1462402
1984.5054644808743,-1.6826172
1984.5081967213114,-1.0075684
1984.5109289617487,-0.38256836
1984.5136612021859,0.044921875
1984.516393442623,0.5144043
1984.51912568306,1.0422363
1984.5218579234972,1.2663574
1984.5245901639344,1.4089355
1984.5273224043715,1.6806641
1984.5300546448088,2.0646973
1984.532786885246,2.4387207
1984.535519125683,2.7487793
1984.5382513661202,2.7229004
1984.5409836065573,3.0793457
1984.5437158469945,4.293213
1984.5464480874316,5.158203
1984.549180327869,5.772217
1984.551912568306,6.0959473
1984.5546448087432,6.258789
1984.5573770491803,6.7402344
1984.5601092896175,6.8305664
1984.5628415300546,7.0424805
1984.5655737704917,7.6398926
1984.568306010929,7.8723145
1984.5710382513662,8.15625
1984.5737704918033,8.350098
1984.5765027322404,8.35376
1984.5792349726776,8.55249
1984.5819672131147,8.561035
1984.5846994535518,8.581055
1984.5874316939892,8.518311
1984.5901639344263,8.513428
1984.5928961748634,8.496826
1984.5956284153006,8.640137
1984.5983606557377,8.643066
1984.6010928961748,8.654785
1984.603825136612,8.767822
1984.6065573770493,8.667969
1984.6092896174864,8.658691
1984.6120218579235,8.721924
1984.6147540983607,8.715332
1984.6174863387978,8.862061
1984.620218579235,8.892334
1984.622950819672,8.957031
1984.6256830601094,9.145996
1984.6284153005465,9.103516
1984.6311475409836,9.171631
1984.6338797814208,9.253174
1984.636612021858,9.40625
1984.639344262295,9.418701
1984.6420765027322,9.560547
1984.6448087431695,9.834961
1984.6475409836066,10.013428
1984.6502732240438,9.9921875
1984.6530054644809,10.010498
1984.655737704918,10.11499
1984.6584699453551,10.296387
1984.6612021857923,10.300293
1984.6639344262296,10.47168
1984.6666666666667,10.558594
1984.6693989071039,10.670654
1984.672131147541,10.726074
1984.6748633879781,10.752441
1984.6775956284152,10.911621
1984.6803278688524,10.811768
1984.6830601092897,10.696045
1984.6857923497269,10.914551
1984.688524590164,11.033203
1984.691256830601,11.113281
1984.6939890710382,11.196045
1984.6967213114754,11.166016
1984.6994535519125,11.175537
1984.7021857923498,11.141357
1984.704918032787,11.111816
1984.707650273224,11.155273
1984.7103825136612,11.1015625
1984.7131147540983,10.976318
1984.7158469945355,10.918701
1984.7185792349726,10.887695
1984.72131147541,10.791016
1984.724043715847,10.750244
1984.7267759562842,10.7229
1984.7295081967213,10.63208
1984.7322404371585,10.4921875
1984.7349726775956,10.3967285
1984.7377049180327,10.4375
1984.74043715847,10.393799
1984.7431693989072,10.322998
1984.7459016393443,10.219971
1984.7486338797814,11.15918
1984.7513661202186,11.111328
1984.7540983606557,11.127197
1984.7568306010928,11.156982
1984.75956284153,11.12085
1984.7622950819673,11.090576
1984.7650273224044,11.025635
1984.7677595628415,11.049072
1984.7704918032787,11.071289
1984.7732240437158,11.161621
1984.775956284153,11.377441
1984.77868852459,11.379639
1984.7814207650274,11.221924
1984.7841530054645,11.140137
1984.7868852459017,11.009766
