# year, vo
1976.8879781420765,-0.05991634
1976.8907103825136,-0.018874468
1976.8934426229507,0.010906187
1976.896174863388,-0.060424153
1976.8989071038252,-0.06643887
1976.9016393442623,0.035317484
1976.9043715846994,0.028312966
1976.9071038251366,-0.09089389
1976.9098360655737,-0.09587317
1976.9125683060108,0.016282942
1976.9153005464482,0.09245424
1976.9180327868853,-0.06249134
1976.9207650273224,-0.09894102
1976.9234972677596,0.012825695
1976.9262295081967,-0.05966203
1976.9289617486338,-0.06479556
1976.931693989071,-0.058813866
1976.9344262295083,-0.07792302
1976.9371584699454,-0.059485473
1976.9398907103825,0.001382155
1976.9426229508197,-0.026729573
1976.9453551912568,-0.07865008
1976.948087431694,-0.03496261
1976.950819672131,0.026581502
1976.9535519125684,-0.06981483
1976.9562841530055,-0.077773266
1976.9590163934427,-0.0076930095
1976.9617486338798,-0.053754695
1976.964480874317,-0.030750046
1976.967213114754,0.03265075
1976.9699453551912,-0.0030513527
1976.9726775956285,-0.049015276
1976.9754098360656,-0.066107534
1976.9781420765028,0.0064689135
1976.98087431694,0.01702803
1976.983606557377,-0.0042909742
1976.9863387978141,-0.020288005
1976.9890710382513,-0.07951078
1976.9918032786886,-0.028922485
1976.9945355191257,0.046248637
1976.9972677595629,-0.05041849
1977.0,-0.0653867
1977.0027397260274,0.004904318
1977.0054794520547,-0.0830844
1977.0082191780823,-0.13867675
1977.0109589041097,-0.10824115
1977.013698630137,-0.0802697
1977.0164383561644,-0.08683746
1977.0191780821917,-0.00598276
1977.021917808219,-0.037793502
1977.0246575342467,-0.055502884
1977.027397260274,-0.079801574
1977.0301369863014,-0.14091149
1977.0328767123287,-0.12397054
1977.035616438356,-0.0536606
1977.0383561643835,-0.033709724
1977.041095890411,0.023330282
1977.0438356164384,-0.057562504
1977.0465753424658,-0.18412222
1977.0493150684931,-0.014913935
1977.0520547945205,-0.04248417
1977.054794520548,-0.10071046
1977.0575342465754,0.031653672
1977.0602739726028,0.0165999
1977.0630136986301,-0.07290121
1977.0657534246575,-0.06724061
1977.0684931506848,-0.06576034
1977.0712328767124,0.047659926
1977.0739726027398,-0.034534425
1977.0767123287671,-0.17667602
1977.0794520547945,-0.01748447
1977.0821917808219,0.099307224
1977.0849315068492,-0.070339024
1977.0876712328768,-0.13088287
1977.0904109589042,-0.1297935
1977.0931506849315,-0.083212264
1977.0958904109589,0.04081798
1977.0986301369862,-0.04669501
1977.1013698630136,-0.017805813
1977.1041095890412,-0.008644229
1977.1068493150685,-0.07394498
1977.109589041096,0.048420627
1977.1123287671232,0.16285801
1977.1150684931506,0.031140298
1977.1178082191782,0.016568944
1977.1205479452055,0.025905058
1977.123287671233,-0.029146247
1977.1260273972603,0.053360585
1977.1287671232876,0.094770126
1977.131506849315,-0.0496841
1977.1342465753426,-0.28572637
1977.13698630137,-0.09040424
1977.1397260273973,0.24002816
1977.1424657534246,-0.022145603
1977.145205479452,-0.066399574
1977.1479452054793,0.09153318
1977.150684931507,-0.015258425
1977.1534246575343,-0.010621052
1977.1561643835616,0.06621754
1977.158904109589,-0.12242632
1977.1616438356164,0.00029639958
1977.164383561644,-0.045764975
1977.1671232876713,0.030120399
1977.1698630136987,0.13713938
1977.172602739726,-0.03790616
1977.1753424657534,-0.003727547
1977.1780821917807,0.14183912
1977.1808219178083,0.15900283
1977.1835616438357,-0.031450696
1977.186301369863,-0.15376776
1977.1890410958904,-0.030007727
1977.1917808219177,0.112141274
1977.194520547945,0.08019426
1977.1972602739727,-0.037785787
1977.2,-0.012688505
1977.2027397260274,-0.012658871
1977.2054794520548,-0.1260936
1977.2082191780821,-0.033845175
1977.2109589041097,0.04453357
1977.213698630137,-0.10756851
1977.2164383561644,-0.14929637
1977.2191780821918,0.15277027
1977.2219178082191,0.047811817
1977.2246575342465,-0.11434482
1977.227397260274,0.009868161
1977.2301369863014,-0.07061609
1977.2328767123288,-0.07791546
1977.2356164383561,-0.082862556
1977.2383561643835,-0.1108111
1977.2410958904109,-0.02357089
1977.2438356164384,0.09179423
1977.2465753424658,-0.03631872
1977.2493150684932,-0.04066179
1977.2520547945205,-0.039139014
1977.2547945205479,-0.0629931
1977.2575342465752,0.0020018332
1977.2602739726028,0.02376696
1977.2630136986302,-0.08211972
1977.2657534246575,-0.020804798
1977.268493150685,0.061161973
1977.2712328767122,-0.007513538
1977.2739726027398,-0.09531205
1977.2767123287672,-0.10131883
1977.2794520547945,-0.119363055
1977.282191780822,-0.0077944137
1977.2849315068493,0.034490246
1977.2876712328766,0.019985888
1977.2904109589042,0.037571065
1977.2931506849316,-0.026847653
1977.295890410959,-0.03283269
1977.2986301369863,0.0036627026
1977.3013698630136,-0.039838813
1977.304109589041,-0.124540605
1977.3068493150686,-0.09460228
1977.309589041096,-0.033796027
1977.3123287671233,-0.06997627
1977.3150684931506,-0.14847308
1977.317808219178,-0.070884824
1977.3205479452056,-0.05679519
1977.323287671233,-0.109584026
1977.3260273972603,-0.1567313
1977.3287671232877,-0.03731949
1977.331506849315,-0.11600582
1977.3342465753424,-0.13345593
1977.33698630137,0.024176542
1977.3397260273973,-0.024939653
1977.3424657534247,-0.17424248
1977.345205479452,-0.11044686
1977.3479452054794,-0.06581744
1977.3506849315067,-0.106464885
1977.3534246575343,-0.16672197
1977.3561643835617,-0.15849124
1977.358904109589,-0.059707258
1977.3616438356164,-0.06419618
1977.3643835616438,-0.12498384
1977.3671232876711,-0.12890163
1977.3698630136987,-0.07088566
1977.372602739726,-0.06865961
1977.3753424657534,-0.14587404
1977.3780821917808,-0.087552644
1977.3808219178081,0.012005035
1977.3835616438357,-0.074915856
1977.386301369863,-0.15640216
1977.3890410958904,-0.16321133
1977.3917808219178,-0.031530537
1977.3945205479451,0.019892395
1977.3972602739725,-0.20512818
1977.4,-0.25868303
1977.4027397260274,-0.02599874
1977.4054794520548,-0.0064100497
1977.4082191780822,-0.14848386
1977.4109589041095,-0.105463535
1977.4136986301369,-0.05469448
1977.4164383561645,-0.15975738
1977.4191780821918,-0.21092708
1977.4219178082192,-0.1619095
1977.4246575342465,-0.16908975
1977.427397260274,-0.1160278
1977.4301369863015,-0.025694372
1977.4328767123288,-0.048516944
1977.4356164383562,-0.068314984
1977.4383561643835,-0.02314877
1977.441095890411,-0.007310965
1977.4438356164383,-0.1470923
1977.4465753424658,-0.21742481
1977.4493150684932,-0.09450884
1977.4520547945206,-0.0639043
1977.454794520548,-0.11182714
1977.4575342465753,-0.16015393
1977.4602739726026,-0.102454916
1977.4630136986302,-0.014016373
1977.4657534246576,-0.10987165
1977.468493150685,-0.19049288
1977.4712328767123,-0.17600444
1977.4739726027397,-0.15667896
1977.4767123287672,-0.07936309
1977.4794520547946,-0.031668276
1977.482191780822,-0.06652492
1977.4849315068493,-0.074151784
1977.4876712328767,-0.08644231
1977.490410958904,-0.17429778
1977.4931506849316,-0.18166865
1977.495890410959,-0.057085283
1977.4986301369863,0.015413511
1977.5013698630137,-0.086204425
1977.504109589041,-0.18980563
1977.5068493150684,-0.07565029
1977.509589041096,-0.0074446537
1977.5123287671233,-0.05995343
1977.5150684931507,-0.08015803
1977.517808219178,-0.011177236
1977.5205479452054,0.022258246
1977.5232876712328,-0.10081085
1977.5260273972603,-0.15743011
1977.5287671232877,-0.087420374
1977.531506849315,-0.03975264
1977.5342465753424,0.020818556
1977.5369863013698,-0.010708995
1977.5397260273974,-0.09588782
1977.5424657534247,-0.06838055
1977.545205479452,-0.068606585
1977.5479452054794,-0.06535458
1977.5506849315068,-0.059443273
1977.5534246575342,-0.087403074
1977.5561643835617,-0.038295444
1977.558904109589,-0.00078819384
1977.5616438356165,-0.015542769
1977.5643835616438,-0.012864233
1977.5671232876712,-0.058125533
1977.5698630136985,-0.021913713
1977.572602739726,-0.014284617
1977.5753424657535,-0.057714425
1977.5780821917808,-0.01454684
1977.5808219178082,-0.052093264
1977.5835616438355,-0.09601853
1977.5863013698631,-0.06835772
1977.5890410958905,-0.047233745
1977.5917808219178,-0.0184146
1977.5945205479452,-0.036116835
1977.5972602739726,-0.058868498
1977.6,-0.058071848
1977.6027397260275,-0.07030639
1977.6054794520549,-0.06538983
1977.6082191780822,-0.109064475
1977.6109589041096,-0.09584847
1977.613698630137,-0.033833522
1977.6164383561643,-0.035039872
1977.6191780821919,-0.041830897
1977.6219178082192,-0.021733707
1977.6246575342466,0.013556415
1977.627397260274,0.032438282
1977.6301369863013,0.02659636
1977.6328767123289,0.040746473
1977.6356164383562,0.02000126
1977.6383561643836,-0.05584846
1977.641095890411,-0.0872043
1977.6438356164383,-0.016135262
1977.6465753424657,-0.016615512
1977.6493150684933,-0.02876852
1977.6520547945206,0.026983188
1977.654794520548,-0.00043104214
1977.6575342465753,0.008553862
1977.6602739726027,0.02548786
1977.66301369863,-0.016951408
1977.6657534246576,-0.040422723
1977.668493150685,-0.08145241
1977.6712328767123,-0.069901004
1977.6739726027397,0.009483912
1977.676712328767,0.039507084
1977.6794520547944,-0.051423367
1977.682191780822,-0.05588074
1977.6849315068494,0.010018972
1977.6876712328767,-0.0129517075
1977.690410958904,-0.05785301
1977.6931506849314,-0.046083763
1977.695890410959,0.036334377
1977.6986301369864,-0.006158273
1977.7013698630137,-0.09746082
1977.704109589041,-0.048462067
1977.7068493150684,0.01311768
1977.7095890410958,-0.06386422
1977.7123287671234,-0.02617687
1977.7150684931507,0.043586735
1977.717808219178,0.014522364
1977.7205479452055,-0.036177557
1977.7232876712328,-0.0029129116
1977.7260273972602,-0.020216694
1977.7287671232878,-0.09159141
1977.731506849315,-0.1008881
1977.7342465753425,-0.0067773084
1977.7369863013698,0.034787305
1977.7397260273972,-0.03228281
1977.7424657534248,-0.062778026
1977.7452054794521,0.0034503224
1977.7479452054795,-0.016107658
1977.7506849315068,-0.0072218725
1977.7534246575342,0.004142211
1977.7561643835616,-0.018696247
1977.7589041095891,-0.0025531265
1977.7616438356165,-0.030839292
1977.7643835616439,-0.031539943
1977.7671232876712,-0.039355185
1977.7698630136986,-0.008353867
1977.772602739726,0.03938292
1977.7753424657535,-0.015467812
1977.7780821917809,-0.0573187
1977.7808219178082,-0.03117221
1977.7835616438356,-0.006714313
1977.786301369863,0.012790671
1977.7890410958903,-0.011052622
1977.7917808219179,-0.014317271
1977.7945205479452,-0.014508007
1977.7972602739726,-0.008172884
1977.8,0.015177826
1977.8027397260273,-0.077574745
1977.805479452055,-0.06924045
1977.8082191780823,-0.028570132
1977.8109589041096,-0.085096985
1977.813698630137,-0.07657101
1977.8164383561643,-0.02385012
1977.8191780821917,-0.054615162
1977.8219178082193,-0.06399653
1977.8246575342466,-0.06990029
1977.827397260274,-0.049780123
1977.8301369863013,-0.04573913
1977.8328767123287,-0.05047289
1977.835616438356,-0.026369918
1977.8383561643836,-0.055057235
1977.841095890411,-0.10481039
1977.8438356164384,-0.056540746
1977.8465753424657,-0.06610626
1977.849315068493,-0.12596442
1977.8520547945207,-0.008741906
1977.854794520548,0.0031654653
1977.8575342465754,-0.07332944
1977.8602739726027,-0.057871334
1977.86301369863,-0.011490136
1977.8657534246574,-0.071949586
1977.868493150685,-0.096119925
1977.8712328767124,-0.046408966
1977.8739726027397,-0.010909831
1977.876712328767,-0.067273796
1977.8794520547945,-0.06762992
1977.8821917808218,-0.04918166
1977.8849315068494,-0.009497073
1977.8876712328768,-0.04668042
1977.890410958904,-0.0478978
1977.8931506849315,-0.023219656
1977.8958904109588,-0.08284202
1977.8986301369864,-0.069171816
1977.9013698630138,-0.023305543
1977.9041095890411,-0.0026396392
1977.9068493150685,-0.030559048
1977.9095890410958,-0.05250676
1977.9123287671232,-0.038866226
1977.9150684931508,-0.08143547
1977.9178082191781,-0.07204198
1977.9205479452055,-0.03505627
1977.9232876712329,-0.06766329
1977.9260273972602,-0.05014218
1977.9287671232876,-0.08760768
1977.9315068493152,-0.09937874
1977.9342465753425,-0.039785895
1977.9369863013699,-0.04393477
1977.9397260273972,-0.049191713
1977.9424657534246,-0.10391029
1977.945205479452,-0.058288276
1977.9479452054795,0.037967518
1977.9506849315069,-0.019815816
1977.9534246575342,-0.043885574
1977.9561643835616,-0.03217276
1977.958904109589,-0.029343426
1977.9616438356165,0.00077209546
1977.964383561644,0.016281383
1977.9671232876713,-0.01393853
1977.9698630136986,-0.09519451
1977.972602739726,-0.026490549
1977.9753424657533,0.021900725
1977.978082191781,-0.0586209
1977.9808219178083,-0.099789634
1977.9835616438356,-0.027854176
1977.986301369863,-0.0049877465
1977.9890410958903,-0.10215113
1977.9917808219177,-0.06767992
1977.9945205479453,-0.017963009
1977.9972602739726,-0.070741296
1978.0,-0.085945144
1978.0027397260274,-0.069548085
1978.0054794520547,0.017776309
1978.0082191780823,-0.029159307
1978.0109589041097,-0.10238076
1978.013698630137,0.0013319278
1978.0164383561644,0.024272226
1978.0191780821917,-0.005215222
1978.021917808219,0.01884626
1978.0246575342467,0.0074070543
1978.027397260274,-0.0048772795
1978.0301369863014,0.014592648
1978.0328767123287,-0.0036580083
1978.035616438356,-0.096493766
1978.0383561643835,-0.051720656
1978.041095890411,0.038903546
1978.0438356164384,-0.13073875
1978.0465753424658,-0.17049254
1978.0493150684931,0.11573377
1978.0520547945205,0.037355974
1978.054794520548,-0.15851013
1978.0575342465754,-0.07141843
1978.0602739726028,0.036574688
1978.0630136986301,0.010058097
1978.0657534246575,-0.0035037724
1978.0684931506848,-0.01571416
1978.0712328767124,-0.103248924
1978.0739726027398,-0.08028715
1978.0767123287671,0.11497499
1978.0794520547945,-0.049535412
1978.0821917808219,-0.101065375
1978.0849315068492,0.029491736
1978.0876712328768,-0.08978791
1978.0904109589042,-0.05313553
1978.0931506849315,0.052140806
1978.0958904109589,-0.1087602
1978.0986301369862,-0.19512749
1978.1013698630136,0.017309336
1978.1041095890412,0.1682186
1978.1068493150685,-0.095868066
1978.109589041096,-0.15018652
1978.1123287671232,-0.06544486
1978.1150684931506,-0.13224345
1978.1178082191782,-0.02795394
1978.1205479452055,0.023862142
1978.123287671233,-0.10781006
1978.1260273972603,0.037370827
1978.1287671232876,0.05236519
1978.131506849315,-0.13465431
1978.1342465753426,-0.04277432
1978.13698630137,0.07363709
1978.1397260273973,-0.019626515
1978.1424657534246,-0.0990609
1978.145205479452,-0.0502711
1978.1479452054793,0.050539277
1978.150684931507,-0.0031416786
1978.1534246575343,-0.056239367
1978.1561643835616,0.00043007577
1978.158904109589,-0.097947955
1978.1616438356164,-0.13956885
1978.164383561644,0.04666764
1978.1671232876713,0.035213023
1978.1698630136987,-0.044604186
1978.172602739726,-0.21412326
1978.1753424657534,-0.028368296
1978.1780821917807,0.1826108
1978.1808219178083,-0.074255675
1978.1835616438357,-0.1547805
1978.186301369863,-0.022886474
1978.1890410958904,0.16545117
1978.1917808219177,0.027632123
1978.194520547945,-0.33556846
1978.1972602739727,-0.031991195
1978.2,0.22794627
1978.2027397260274,-0.047196925
1978.2054794520548,-0.15650183
1978.2082191780821,-0.08774784
1978.2109589041097,0.034502394
1978.213698630137,0.028858334
1978.2164383561644,-0.05764622
1978.2191780821918,-0.17355047
1978.2219178082191,-0.025186956
1978.2246575342465,0.043592285
1978.227397260274,-0.083014734
1978.2301369863014,-0.05220824
1978.2328767123288,-0.0028264
1978.2356164383561,0.0010868507
1978.2383561643835,-0.09044451
1978.2410958904109,-0.039947893
1978.2438356164384,-0.07351778
1978.2465753424658,-0.21004082
1978.2493150684932,0.081759185
1978.2520547945205,0.14859667
1978.2547945205479,-0.15967062
1978.2575342465752,-0.066890754
1978.2602739726028,-0.032487232
1978.2630136986302,-0.2441238
1978.2657534246575,-0.061271623
1978.268493150685,0.03505204
1978.2712328767122,-0.14930484
1978.2739726027398,-0.14688432
1978.2767123287672,-0.10387753
1978.2794520547945,0.04839971
1978.282191780822,0.018293243
1978.2849315068493,-0.14876428
1978.2876712328766,-0.18400311
1978.2904109589042,-0.040586
1978.2931506849316,-0.10998372
1978.295890410959,-0.053699695
1978.2986301369863,-0.015393419
1978.3013698630136,-0.10446436
1978.304109589041,0.0017302013
1978.3068493150686,-0.029194364
1978.309589041096,-0.06988373
1978.3123287671233,-0.014377
1978.3150684931506,-0.04671104
1978.317808219178,-0.031073347
1978.3205479452056,-0.058658652
1978.323287671233,-0.11615472
1978.3260273972603,-0.0654116
1978.3287671232877,-0.095576525
1978.331506849315,-0.09562973
1978.3342465753424,-0.13579886
1978.33698630137,-0.05071739
1978.3397260273973,0.027167056
1978.3424657534247,-0.19621283
1978.345205479452,-0.121441275
1978.3479452054794,-0.01667431
1978.3506849315067,-0.018873373
1978.3534246575343,-0.04626478
1978.3561643835617,-0.10608451
1978.358904109589,-0.09672582
1978.3616438356164,-0.055374607
1978.3643835616438,-0.035199247
1978.3671232876711,-0.13946791
1978.3698630136987,-0.1431564
1978.372602739726,-0.09969337
1978.3753424657534,-0.10469005
1978.3780821917808,-0.078606494
1978.3808219178081,-0.043518238
1978.3835616438357,-0.04573749
1978.386301369863,-0.1101577
1978.3890410958904,-0.1855813
1978.3917808219178,-0.14088927
1978.3945205479451,-0.20166275
1978.3972602739725,-0.13257475
1978.4,-0.079241745
1978.4027397260274,-0.17060566
1978.4054794520548,-0.1004983
1978.4082191780822,-0.16044384
1978.4109589041095,-0.20984659
1978.4136986301369,-0.14004986
1978.4164383561645,-0.17274602
1978.4191780821918,-0.16263087
1978.4219178082192,-0.15520534
1978.4246575342465,-0.12622535
1978.427397260274,-0.07241198
1978.4301369863015,-0.06212111
1978.4328767123288,-0.013404179
1978.4356164383562,-0.086161345
1978.4383561643835,-0.20407256
1978.441095890411,-0.095680945
1978.4438356164383,-0.09834095
1978.4465753424658,-0.14097512
1978.4493150684932,-0.16529478
1978.4520547945206,-0.1806494
1978.454794520548,-0.09787941
1978.4575342465753,0.031813327
