# year, uo_anom
1976.3169398907103,0.047924403
1976.3196721311476,0.095999844
1976.3224043715848,-0.06519686
1976.3251366120219,-0.11661819
1976.327868852459,0.024075039
1976.3306010928961,0.032785244
1976.3333333333333,-0.12364872
1976.3360655737704,-0.04844016
1976.3387978142077,0.050465636
1976.3415300546449,-0.0046927594
1976.344262295082,-0.068266936
1976.3469945355191,-0.1179077
1976.3497267759562,-0.10802473
1976.3524590163934,-0.020190068
1976.3551912568305,0.083976544
1976.3579234972678,0.0063719675
1976.360655737705,-0.116253525
1976.363387978142,-0.045808025
1976.3661202185792,0.017993435
1976.3688524590164,-0.10128956
1976.3715846994535,-0.07413397
1976.3743169398906,-0.09092518
1976.377049180328,-0.05174935
1976.379781420765,-0.058125086
1976.3825136612022,-0.07554642
1976.3852459016393,0.023030333
1976.3879781420765,0.0033324733
1976.3907103825136,-0.054328054
1976.3934426229507,0.0072029345
1976.396174863388,0.031907663
1976.3989071038252,-0.016937673
1976.4016393442623,-0.01478707
1976.4043715846994,0.011220694
1976.4071038251366,-0.017839588
1976.4098360655737,0.0047932044
1976.4125683060108,-0.013536796
1976.4153005464482,0.007647328
1976.4180327868853,0.08037128
1976.4207650273224,-0.06686902
1976.4234972677596,-0.13005647
1976.4262295081967,0.005169779
1976.4289617486338,-0.06432851
1976.431693989071,-0.062018044
1976.4344262295083,0.022252247
1976.4371584699454,-0.04746613
1976.4398907103825,-0.11361692
1976.4426229508197,-0.0027873665
1976.4453551912568,0.071398735
1976.448087431694,-0.049413428
1976.450819672131,-0.115317516
1976.4535519125684,-0.017538875
1976.4562841530055,0.0024769604
1976.4590163934427,-0.024888933
1976.4617486338798,-0.040255144
1976.464480874317,-0.045059063
1976.467213114754,-0.029848889
1976.4699453551912,-0.010747738
1976.4726775956285,0.02556365
1976.4754098360656,0.011974685
1976.4781420765028,-0.012894556
1976.48087431694,-0.04677978
1976.483606557377,-0.035967857
1976.4863387978141,-0.0023088679
1976.4890710382513,0.03445829
1976.4918032786886,0.05374666
1976.4945355191257,-0.027419694
1976.4972677595629,-0.074808426
1976.5,0.0030317977
1976.5027322404371,-0.012170322
1976.5054644808743,-0.093800545
1976.5081967213114,-0.09922808
1976.5109289617487,-0.03320925
1976.5136612021859,0.031419
1976.516393442623,-0.008101046
1976.51912568306,-0.05592385
1976.5218579234972,-0.08320423
1976.5245901639344,-0.05858794
1976.5273224043715,0.008204073
1976.5300546448088,-0.015403636
1976.532786885246,-0.034721375
1976.535519125683,-0.024935618
1976.5382513661202,-0.03331787
1976.5409836065573,0.018572114
1976.5437158469945,0.011117063
1976.5464480874316,-0.07645803
1976.549180327869,-0.05131433
1976.551912568306,0.033913434
1976.5546448087432,0.010504179
1976.5573770491803,-0.028306425
1976.5601092896175,-0.061579704
1976.5628415300546,-0.052386217
1976.5655737704917,-0.010644138
1976.568306010929,-0.009826928
1976.5710382513662,-0.022108532
1976.5737704918033,0.031485118
1976.5765027322404,-0.014927216
1976.5792349726776,-0.045706637
1976.5819672131147,0.017739125
1976.5846994535518,-0.012364313
1976.5874316939892,-0.017557561
1976.5901639344263,0.020166889
1976.5928961748634,-0.007357642
1976.5956284153006,-0.045654893
1976.5983606557377,0.019499384
1976.6010928961748,0.041455433
1976.603825136612,-0.023469463
1976.6065573770493,-0.02937349
1976.6092896174864,-0.005563818
1976.6120218579235,-0.0031947866
1976.6147540983607,0.015247405
1976.6174863387978,-0.046341076
1976.620218579235,-0.06662257
1976.622950819672,-0.002454646
1976.6256830601094,0.03442748
1976.6284153005465,0.019288644
1976.6311475409836,-0.021777786
1976.6338797814208,-0.0060528666
1976.636612021858,-0.030626222
1976.639344262295,-0.03313078
1976.6420765027322,0.020623475
1976.6448087431695,0.08000575
1976.6475409836066,0.04348755
1976.6502732240438,0.0095593855
1976.6530054644809,-0.028011099
1976.655737704918,-0.008603379
1976.6584699453551,0.027707957
1976.6612021857923,-0.025013804
1976.6639344262296,-0.041950643
1976.6666666666667,-0.030156046
1976.6693989071039,-0.005932525
1976.672131147541,0.06349762
1976.6748633879781,0.017547771
1976.6775956284152,-0.03811653
1976.6803278688524,0.03141073
1976.6830601092897,0.0145017505
1976.6857923497269,0.00043307245
1976.688524590164,0.0109827295
1976.691256830601,-0.010941312
1976.6939890710382,-0.012577072
1976.6967213114754,-0.00493595
1976.6994535519125,-0.0132204145
1976.7021857923498,0.01927802
1976.704918032787,0.015529409
1976.707650273224,-0.0055167526
1976.7103825136612,-0.0072855204
1976.7131147540983,-0.0071760714
1976.7158469945355,-0.009966895
1976.7185792349726,-0.0017284006
1976.72131147541,0.030643284
1976.724043715847,-0.007823661
1976.7267759562842,-0.04029873
1976.7295081967213,0.020254388
1976.7322404371585,-0.001608789
1976.7349726775956,-0.052530825
1976.7377049180327,0.0016992539
1976.74043715847,0.020108044
1976.7431693989072,-0.019216016
1976.7459016393443,0.040473618
1976.7486338797814,0.046807364
1976.7513661202186,-0.03292285
1976.7540983606557,-0.0429655
1976.7568306010928,0.031692557
1976.75956284153,0.042806655
1976.7622950819673,-0.012328923
1976.7650273224044,0.010215834
1976.7677595628415,0.03353092
1976.7704918032787,-0.0532602
1976.7732240437158,-0.042409375
1976.775956284153,0.043128684
1976.77868852459,-0.03401807
1976.7814207650274,-0.0034988075
1976.7841530054645,0.079530865
1976.7868852459017,0.05465579
1976.7896174863388,-7.453561e-05
1976.792349726776,0.033036806
1976.795081967213,0.007872827
1976.7978142076502,-0.07112078
1976.8005464480875,0.02760394
1976.8032786885246,0.06858751
1976.8060109289618,-0.033176124
1976.808743169399,0.03510979
1976.811475409836,0.065128565
1976.8142076502731,-0.05870205
1976.8169398907103,0.019854322
1976.8196721311476,0.09133486
1976.8224043715848,-0.0026637986
1976.8251366120219,-0.010490343
1976.827868852459,0.04415717
1976.8306010928961,0.010907844
1976.8333333333333,0.023899026
1976.8360655737704,-0.0022524595
1976.8387978142077,-0.011881992
1976.8415300546449,0.035751946
1976.844262295082,-0.012346998
1976.8469945355191,-0.049611673
1976.8497267759562,0.04589525
1976.8524590163934,0.008290768
1976.8551912568305,0.003317684
1976.8579234972678,-0.012904488
1976.860655737705,-0.07703771
1976.863387978142,-0.0072354525
1976.8661202185792,0.13078849
1976.8688524590164,0.0023662075
1976.8715846994535,-0.11334126
1976.8743169398906,0.04552425
1976.877049180328,-0.011779152
1976.879781420765,-0.044815734
1976.8825136612022,0.08439922
1976.8852459016393,0.019112468
1976.8879781420765,-0.0020094886
1976.8907103825136,0.035999008
1976.8934426229507,-0.015245765
1976.896174863388,-0.003660202
1976.8989071038252,0.08284472
1976.9016393442623,0.07001043
1976.9043715846994,-0.033017293
1976.9071038251366,-0.031978697
1976.9098360655737,0.07751275
1976.9125683060108,0.1259078
1976.9153005464482,0.0016264543
1976.9180327868853,-0.03046088
1976.9207650273224,0.09141163
1976.9234972677596,0.021555774
1976.9262295081967,-0.05538985
1976.9289617486338,0.018960983
1976.931693989071,-0.001085639
1976.9344262295083,0.0016049743
1976.9371584699454,0.022914432
1976.9398907103825,0.017549954
1976.9426229508197,-0.028502122
1976.9453551912568,0.002102144
1976.948087431694,0.07394378
1976.950819672131,0.042531706
1976.9535519125684,-0.027256839
1976.9562841530055,0.052234616
1976.9590163934427,0.03185369
1976.9617486338798,0.00189697
1976.964480874317,0.05992535
1976.967213114754,0.038581893
1976.9699453551912,-0.016726457
1976.9726775956285,-0.0032391846
1976.9754098360656,0.062375207
1976.9781420765028,0.06351129
1976.98087431694,0.01158455
1976.983606557377,-0.00660567
1976.9863387978141,0.016987547
1976.9890710382513,0.0668718
1976.9918032786886,0.09781479
1976.9945355191257,0.0032211244
1976.9972677595629,-0.011374034
1977.0,0.08431112
1977.0027397260274,0.04364206
1977.0054794520547,-0.013892315
1977.0082191780823,0.0019262657
1977.0109589041097,0.024100475
1977.013698630137,0.02764697
1977.0164383561644,0.10950278
1977.0191780821917,0.109210104
1977.021917808219,0.013993219
1977.0246575342467,0.0100648925
1977.027397260274,0.019419327
1977.0301369863014,0.035567705
1977.0328767123287,0.09521165
1977.035616438356,0.1195292
1977.0383561643835,0.088945754
1977.041095890411,0.020052113
1977.0438356164384,-0.09421929
1977.0465753424658,0.017827865
1977.0493150684931,0.1325175
1977.0520547945205,0.05176834
1977.054794520548,0.086382054
1977.0575342465754,0.09310864
1977.0602739726028,0.0020014048
1977.0630136986301,-0.0044926405
1977.0657534246575,0.053333335
1977.0684931506848,0.13023123
1977.0712328767124,0.12861872
1977.0739726027398,-0.03267939
1977.0767123287671,0.04170657
1977.0794520547945,0.18616776
1977.0821917808219,-0.00827463
1977.0849315068492,-0.063602135
1977.0876712328768,0.012005042
1977.0904109589042,0.03822831
1977.0931506849315,0.10966611
1977.0958904109589,0.030589128
1977.0986301369862,0.025648888
1977.1013698630136,0.0655155
1977.1041095890412,0.014660643
1977.1068493150685,0.14582944
1977.109589041096,0.24908452
1977.1123287671232,0.061539784
1977.1150684931506,-0.043079298
1977.1178082191782,0.07593192
1977.1205479452055,0.15526022
1977.123287671233,0.20734283
1977.1260273972603,0.13490063
1977.1287671232876,-0.071368076
1977.131506849315,-0.18410712
1977.1342465753426,0.004987061
1977.13698630137,0.2845078
1977.1397260273973,0.093668915
1977.1424657534246,0.011164211
1977.145205479452,0.21053168
1977.1479452054793,0.0010675532
1977.150684931507,-0.010284953
1977.1534246575343,0.17276418
1977.1561643835616,0.054542013
1977.158904109589,0.009546462
1977.1616438356164,0.030084522
1977.164383561644,-0.032626078
1977.1671232876713,0.13340347
1977.1698630136987,0.078449816
1977.172602739726,0.1233109
1977.1753424657534,0.2086235
1977.1780821917807,0.12819424
1977.1808219178083,0.054844633
1977.1835616438357,-0.036557592
1977.186301369863,0.05697558
1977.1890410958904,0.22506759
1977.1917808219177,0.1389119
1977.194520547945,-0.012978226
1977.1972602739727,-0.060433313
1977.2,0.07443851
1977.2027397260274,0.07446515
1977.2054794520548,0.14729673
1977.2082191780821,0.12728314
1977.2109589041097,-0.07757865
1977.213698630137,-0.101034686
1977.2164383561644,0.20500132
1977.2191780821918,0.24826518
1977.2219178082191,-0.044073258
1977.2246575342465,0.010420784
1977.227397260274,0.0075090313
1977.2301369863014,-0.05909002
1977.2328767123288,-0.0047522746
1977.2356164383561,-0.006169241
1977.2383561643835,0.11342662
1977.2410958904109,0.18072015
1977.2438356164384,0.02023821
1977.2465753424658,-0.04095675
1977.2493150684932,0.02597354
1977.2520547945205,0.05548174
1977.2547945205479,0.10871634
1977.2575342465752,0.088001825
1977.2602739726028,0.054538645
1977.2630136986302,0.07526456
1977.2657534246575,0.17411281
1977.268493150685,0.043116435
1977.2712328767122,-0.037016556
1977.2739726027398,-0.014453348
1977.2767123287672,-0.006104313
1977.2794520547945,0.06997479
1977.282191780822,0.11263019
1977.2849315068493,0.09511714
1977.2876712328766,0.050130922
1977.2904109589042,0.054198943
1977.2931506849316,0.023297567
1977.295890410959,0.10947562
1977.2986301369863,0.07942481
1977.3013698630136,-0.022776369
1977.304109589041,-0.0048131794
1977.3068493150686,0.064544946
1977.309589041096,-0.008974936
1977.3123287671233,-0.057409957
1977.3150684931506,0.02424486
1977.317808219178,0.07856202
1977.3205479452056,-0.008925237
1977.323287671233,0.000463143
1977.3260273972603,0.07596768
1977.3287671232877,0.08452492
1977.331506849315,-0.021092687
1977.3342465753424,0.110691845
1977.33698630137,0.09987963
1977.3397260273973,-0.064223915
1977.3424657534247,0.008568399
1977.345205479452,0.07642742
1977.3479452054794,0.02167514
1977.3506849315067,-0.031598844
1977.3534246575343,-0.014657192
1977.3561643835617,0.03462003
1977.358904109589,0.059513878
1977.3616438356164,0.011798009
1977.3643835616438,-0.023080118
1977.3671232876711,0.01117444
1977.3698630136987,0.028638672
1977.372602739726,0.007229477
1977.3753424657534,0.056440998
1977.3780821917808,0.093839034
1977.3808219178081,0.033950314
1977.3835616438357,-0.02845361
1977.386301369863,0.017375693
1977.3890410958904,0.11148378
1977.3917808219178,0.122254945
1977.3945205479451,-0.05196681
1977.3972602739725,-0.120292045
1977.4,0.10572822
1977.4027397260274,0.15429842
1977.4054794520548,-0.0017530248
1977.4082191780822,0.034611076
1977.4109589041095,0.102295406
1977.4136986301369,0.0205995
1977.4164383561645,-0.015211165
1977.4191780821918,0.052284453
1977.4219178082192,0.025260374
1977.4246575342465,0.008166041
1977.427397260274,0.10376205
1977.4301369863015,0.086029366
1977.4328767123288,0.06979991
1977.4356164383562,0.085677706
1977.4383561643835,0.07161327
1977.441095890411,0.035507143
1977.4438356164383,-0.005896762
1977.4465753424658,0.082494795
1977.4493150684932,0.09474337
1977.4520547945206,0.032823324
1977.454794520548,-0.0027272105
1977.4575342465753,0.02865374
1977.4602739726026,0.11336643
1977.4630136986302,0.056333613
1977.4657534246576,-0.05162838
1977.468493150685,-0.027844384
1977.4712328767123,0.026962236
1977.4739726027397,0.057110775
1977.4767123287672,0.12386061
1977.4794520547946,0.07624614
1977.482191780822,0.036611013
1977.4849315068493,0.02842804
1977.4876712328767,-0.03637883
1977.490410958904,-0.035629272
1977.4931506849316,0.094846636
1977.495890410959,0.10508071
1977.4986301369863,0.035506256
1977.5013698630137,-0.035893075
1977.504109589041,0.041028537
1977.5068493150684,0.12587024
1977.509589041096,0.04716509
1977.5123287671233,0.04677561
1977.5150684931507,0.07974134
1977.517808219178,0.07565449
1977.5205479452054,0.0069757923
1977.5232876712328,-0.046743363
1977.5260273972603,0.02990565
1977.5287671232877,0.075524114
1977.531506849315,0.08125019
1977.5342465753424,0.08406362
1977.5369863013698,0.012908593
1977.5397260273974,0.046164986
1977.5424657534247,0.08665654
1977.545205479452,0.042210374
1977.5479452054794,0.07096489
1977.5506849315068,0.070276886
1977.5534246575342,0.044256803
1977.5561643835617,0.08850569
1977.558904109589,0.06718064
1977.5616438356165,0.060502514
1977.5643835616438,0.03699734
1977.5671232876712,0.029806033
1977.5698630136985,0.07629829
1977.572602739726,0.03226024
1977.5753424657535,0.03945765
1977.5780821917808,0.038747497
1977.5808219178082,0.01232899
1977.5835616438355,0.041634776
1977.5863013698631,0.03436484
1977.5890410958905,0.053518176
1977.5917808219178,0.05841386
1977.5945205479452,0.029389739
1977.5972602739726,0.0052966923
1977.6,0.003310427
1977.6027397260275,0.022090115
1977.6054794520549,0.02267301
1977.6082191780822,0.01595331
1977.6109589041096,0.057257872
1977.613698630137,0.036343336
1977.6164383561643,0.029055335
1977.6191780821919,0.05547803
1977.6219178082192,0.06499726
1977.6246575342466,0.039653216
1977.627397260274,0.01745151
1977.6301369863013,0.042785108
1977.6328767123289,0.039578483
1977.6356164383562,-0.016606376
1977.6383561643836,-0.053167194
1977.641095890411,0.035936452
1977.6438356164383,0.043304257
1977.6465753424657,-0.010806769
1977.6493150684933,0.05280727
1977.6520547945206,0.034268014
1977.654794520548,-0.0016627982
1977.6575342465753,0.03478332
1977.6602739726027,0.011673152
1977.66301369863,-0.0015974045
1977.6657534246576,-0.0028846413
1977.668493150685,-0.0059949607
1977.6712328767123,0.030166514
1977.6739726027397,0.061490826
1977.676712328767,0.0040749907
1977.6794520547944,-0.03236583
1977.682191780822,0.052392878
1977.6849315068494,0.045386486
1977.6876712328767,-0.012400344
1977.690410958904,0.007696748
1977.6931506849314,0.04908683
1977.695890410959,0.019278072
1977.6986301369864,-0.056462348
1977.7013698630137,-0.010617852
1977.704109589041,0.06918831
1977.7068493150684,0.020065062
1977.7095890410958,0.024644189
1977.7123287671234,0.08195537
1977.7150684931507,0.046203084
1977.717808219178,-0.003944099
1977.7205479452055,0.014292479
1977.7232876712328,0.025761768
1977.7260273972602,-0.033296034
1977.7287671232878,-0.033891037
1977.731506849315,0.040985696
1977.7342465753425,0.07220768
1977.7369863013698,0.013686106
1977.7397260273972,-0.008391097
1977.7424657534248,0.020024009
1977.7452054794521,0.042247787
1977.7479452054795,0.018236935
1977.7506849315068,0.061558038
1977.7534246575342,0.03792131
1977.7561643835616,0.01887191
1977.7589041095891,-0.009103045
1977.7616438356165,0.005136475
1977.7643835616439,0.04702548
1977.7671232876712,0.030876212
1977.7698630136986,0.054311927
1977.772602739726,0.022763178
1977.7753424657535,-0.027454749
1977.7780821917809,0.009457558
1977.7808219178082,0.054625496
1977.7835616438356,0.053667568
1977.786301369863,0.018834434
1977.7890410958903,0.015589893
1977.7917808219179,-0.0025124773
1977.7945205479452,0.026617192
1977.7972602739726,0.047491513
1977.8,-0.00540863
1977.8027397260273,-0.03275214
1977.805479452055,0.0071271583
1977.8082191780823,-0.034235522
1977.8109589041096,-0.017092422
1977.813698630137,0.054176226
1977.8164383561643,0.021908313
1977.8191780821917,-0.013203733
1977.8219178082193,0.012672521
1977.8246575342466,0.019524314
1977.827397260274,0.0102951005
1977.8301369863013,0.0017924085
1977.8328767123287,0.018496722
1977.835616438356,0.034429006
1977.8383561643836,-0.01800339
1977.841095890411,-0.019884579
1977.8438356164384,0.021692395
1977.8465753424657,-0.030204177
1977.849315068493,0.03679107
1977.8520547945207,0.07905233
1977.854794520548,-0.028804556
1977.8575342465754,-0.007883921
1977.8602739726027,0.046026647
1977.86301369863,-0.008603528
1977.8657534246574,-0.05983658
1977.868493150685,0.013721913
1977.8712328767124,0.060262673
1977.8739726027397,-0.021103837
1977.876712328767,-0.03027571
1977.8794520547945,0.008192144
1977.8821917808218,0.015380144
1977.8849315068494,0.0067538396
1977.8876712328768,-0.015432663
1977.890410958904,0.015764311
1977.8931506849315,0.002959907
1977.8958904109588,-0.021079823
1977.8986301369864,0.0023726597
1977.9013698630138,-0.005411312
1977.9041095890411,0.0002097413
1977.9068493150685,-0.032559246
1977.9095890410958,-0.008266553
1977.9123287671232,-0.03946223
1977.9150684931508,-0.034851536
1977.9178082191781,0.0072035864
1977.9205479452055,-0.019061483
1977.9232876712329,-0.02803956
1977.9260273972602,-0.030802757
1977.9287671232876,-0.04962845
1977.9315068493152,0.035468727
1977.9342465753425,0.022931516
1977.9369863013699,-0.036077797
1977.9397260273972,-0.037333444
1977.9424657534246,-0.006510198
1977.945205479452,0.051915027
1977.9479452054795,-0.014649734
1977.9506849315069,-0.053005025
1977.9534246575342,-0.0029791892
1977.9561643835616,0.0123326555
1977.958904109589,0.03913688
1977.9616438356165,0.012443885
1977.964383561644,-0.031520337
1977.9671232876713,-0.052086174
1977.9698630136986,0.020145811
1977.972602739726,0.07116013
1977.9753424657533,-0.023001306
1977.978082191781,-0.07573425
1977.9808219178083,-0.0042128786
1977.9835616438356,0.031894326
1977.986301369863,-0.04634309
1977.9890410958903,-0.012241393
1977.9917808219177,0.01976975
1977.9945205479453,-0.02310329
1977.9972602739726,-0.037969597
1978.0,-0.024625622
1978.0027397260274,0.010484554
1978.0054794520547,-0.011305325
1978.0082191780823,-0.09781268
1978.0109589041097,0.0332174
1978.013698630137,0.063888
1978.0164383561644,-0.01270885
1978.0191780821917,-0.00361605
1978.021917808219,0.019759282
1978.0246575342467,0.03408647
1978.027397260274,0.05573021
1978.0301369863014,-0.041704804
1978.0328767123287,-0.08808068
1978.035616438356,0.04091978
1978.0383561643835,0.13099104
1978.041095890411,-0.09137651
1978.0438356164384,-0.14217457
1978.0465753424658,0.11971392
1978.0493150684931,0.10481988
1978.0520547945205,-0.1260866
1978.054794520548,-0.09513571
1978.0575342465754,0.07392054
1978.0602739726028,0.05689462
1978.0630136986301,0.0036975853
1978.0657534246575,-0.0153849125
1978.0684931506848,-0.02589482
1978.0712328767124,0.042862747
1978.0739726027398,0.14084496
1978.0767123287671,-0.023508979
1978.0794520547945,-0.11271616
1978.0821917808219,0.086004354
1978.0849315068492,0.0071732253
1978.0876712328768,-0.0772278
1978.0904109589042,0.07608552
1978.0931506849315,-0.09392875
1978.0958904109589,-0.16976261
1978.0986301369862,0.047477774
1978.1013698630136,0.20154627
1978.1041095890412,-0.09386479
1978.1068493150685,-0.17911115
1978.109589041096,-0.020079538
1978.1123287671232,-0.05018169
1978.1150684931506,-0.036093708
1978.1178082191782,0.05681591
1978.1205479452055,0.00055135787
1978.123287671233,0.022754837
1978.1260273972603,0.08274968
1978.1287671232876,-0.04823351
1978.131506849315,0.06995144
1978.1342465753426,0.1574339
1978.13698630137,-0.051852677
1978.1397260273973,-0.11469039
1978.1424657534246,0.046453536
1978.145205479452,0.10825896
1978.1479452054793,0.033012416
1978.150684931507,-0.04294979
1978.1534246575343,-0.0059989914
1978.1561643835616,-0.016066909
1978.158904109589,-0.039106525
1978.1616438356164,0.10827567
1978.164383561644,0.04935877
1978.1671232876713,-0.106404595
1978.1698630136987,-0.11398921
1978.172602739726,0.10882662
1978.1753424657534,0.23059584
1978.1780821917807,-0.10431143
1978.1808219178083,-0.11379541
1978.1835616438357,0.1409569
1978.186301369863,0.13280766
1978.1890410958904,-0.0023654643
1978.1917808219177,-0.24423404
1978.194520547945,-0.03048819
1978.1972602739727,0.2790131
1978.2,-0.055523954
1978.2027397260274,-0.13676175
1978.2054794520548,0.027202394
1978.2082191780821,0.058805153
1978.2109589041097,0.00028139053
1978.213698630137,-0.035515316
1978.2164383561644,-0.052556075
1978.2191780821918,0.023094757
1978.2219178082191,0.119216934
1978.2246575342465,-0.0893065
1978.227397260274,-0.0628959
1978.2301369863014,0.04786474
1978.2328767123288,0.02307989
1978.2356164383561,-0.024592035
1978.2383561643835,-0.0019008294
1978.2410958904109,0.0074832905
1978.2438356164384,-0.15494564
1978.2465753424658,-0.0013454696
1978.2493150684932,0.20971344
1978.2520547945205,-0.118869565
1978.2547945205479,-0.08348291
1978.2575342465752,0.052533343
1978.2602739726028,-0.097901285
1978.2630136986302,-0.0013612919
1978.2657534246575,0.13372153
1978.268493150685,-0.080918185
1978.2712328767122,-0.09328115
1978.2739726027398,0.026984502
1978.2767123287672,0.12048887
1978.2794520547945,0.043700833
1978.282191780822,-0.10400376
1978.2849315068493,-0.08277269
1978.2876712328766,0.07716127
1978.2904109589042,0.054947034
1978.2931506849316,-0.047414478
1978.295890410959,0.02641911
1978.2986301369863,-0.07218026
1978.3013698630136,0.010797961
1978.304109589041,0.07618227
1978.3068493150686,0.012362525
1978.309589041096,0.02468764
1978.3123287671233,-0.013311159
1978.3150684931506,0.003556978
1978.317808219178,0.029248534
1978.3205479452056,-0.018274859
1978.323287671233,0.020224478
1978.3260273972603,0.008690525
1978.3287671232877,-0.021140117
1978.331506849315,0.0300849
1978.3342465753424,0.0067192316
1978.33698630137,0.08872078
1978.3397260273973,-0.10213025
1978.3424657534247,-0.06382307
1978.345205479452,0.12238513
1978.3479452054794,0.05982246
1978.3506849315067,0.011299767
1978.3534246575343,-0.019094884
1978.3561643835617,-0.038969584
1978.358904109589,0.023201238
1978.3616438356164,0.074781924
1978.3643835616438,0.012380213
1978.3671232876711,-0.061978392
1978.3698630136987,0.02788369
1978.372602739726,0.07648668
1978.3753424657534,0.024922363
1978.3780821917808,0.027424656
1978.3808219178081,0.012340974
1978.3835616438357,-0.008259103
1978.386301369863,-0.053013362
1978.3890410958904,-0.019920446
1978.3917808219178,-0.077670135
1978.3945205479451,-0.039097242
1978.3972602739725,0.08561838
1978.4,-0.041519403
1978.4027397260274,-0.009187289
1978.4054794520548,0.019591011
1978.4082191780822,-0.108149186
1978.4109589041095,-0.050711013
1978.4136986301369,-0.046811953
1978.4164383561645,-0.03831938
1978.4191780821918,-0.017377898
1978.4219178082192,-0.020107836
1978.4246575342465,0.018536698
1978.427397260274,0.029273476
1978.4301369863015,0.044324964
1978.4328767123288,0.0405837
1978.4356164383562,-0.10131863
1978.4383561643835,-0.025069654
1978.441095890411,0.08958066
1978.4438356164383,0.012907609
1978.4465753424658,-0.038792744
1978.4493150684932,-0.04790116
1978.4520547945206,0.0005273521
1978.454794520548,0.07683827
1978.4575342465753,0.028492361
1978.4602739726026,-0.052748896
1978.4630136986302,0.00601092
1978.4657534246576,0.06530827
1978.468493150685,-0.11171762
1978.4712328767123,-0.15994969
1978.4739726027397,0.002250947
1978.4767123287672,0.05837319
1978.4794520547946,-0.058391377
1978.482191780822,-0.012057908
1978.4849315068493,0.06270402
1978.4876712328767,0.025388569
1978.490410958904,-0.01384294
1978.4931506849316,0.024551637
1978.495890410959,0.006481044
1978.4986301369863,-0.012664832
1978.5013698630137,0.008706465
1978.504109589041,0.010516621
