# year, uo
1976.1803278688524,-0.1946566
1976.1830601092897,-0.15102084
1976.1857923497269,0.028969465
1976.188524590164,0.12890711
1976.191256830601,-0.057424244
1976.1939890710382,-0.15077001
1976.1967213114754,-0.07224252
1976.1994535519125,-0.06012362
1976.2021857923498,0.12621783
1976.204918032787,0.06253213
1976.207650273224,-0.16540253
1976.2103825136612,-0.082587555
1976.2131147540983,-0.06876066
1976.2158469945355,-0.08741987
1976.2185792349726,-0.015272778
1976.22131147541,-0.005008622
1976.224043715847,0.09584465
1976.2267759562842,0.05772236
1976.2295081967213,-0.20073034
1976.2322404371585,-0.07154405
1976.2349726775956,0.012121814
1976.2377049180327,-0.08192735
1976.24043715847,-0.04641393
1976.2431693989072,0.027073223
1976.2459016393443,-0.022625843
1976.2486338797814,-0.0132286325
1976.2513661202186,-0.0074256808
1976.2540983606557,0.020980641
1976.2568306010928,0.046154268
1976.25956284153,-0.11056839
1976.2622950819673,-0.10481526
1976.2650273224044,-0.021333816
1976.2677595628415,-0.05016272
1976.2704918032787,-0.014403401
1976.2732240437158,-0.071904406
1976.275956284153,-0.10784061
1976.27868852459,-0.058546104
1976.2814207650274,0.048668478
1976.2841530054645,-0.06380038
1976.2868852459017,-0.13987993
1976.2896174863388,-0.043199107
1976.292349726776,-0.03566795
1976.295081967213,0.09725391
1976.2978142076502,-0.1747242
1976.3005464480875,-0.22779164
1976.3032786885246,0.103851065
1976.3060109289618,-0.036426947
1976.308743169399,-0.13743179
1976.311475409836,-0.05382585
1976.3142076502731,-0.14548805
1976.3169398907103,-0.011366911
1976.3196721311476,0.03958623
1976.3224043715848,-0.10932339
1976.3251366120219,-0.18097621
1976.327868852459,-0.045407467
1976.3306010928961,-0.027548416
1976.3333333333333,-0.18544099
1976.3360655737704,-0.11590554
1976.3387978142077,0.01031501
1976.3415300546449,-0.06681128
1976.344262295082,-0.14308408
1976.3469945355191,-0.19410981
1976.3497267759562,-0.1779142
1976.3524590163934,-0.09677821
1976.3551912568305,-0.0047909697
1976.3579234972678,-0.05257292
1976.360655737705,-0.17114381
1976.363387978142,-0.14196667
1976.3661202185792,-0.08031992
1976.3688524590164,-0.1625422
1976.3715846994535,-0.1357985
1976.3743169398906,-0.20693062
1976.377049180328,-0.14807439
1976.379781420765,-0.10541818
1976.3825136612022,-0.13717377
1976.3852459016393,-0.073477544
1976.3879781420765,-0.09614059
1976.3907103825136,-0.13786767
1976.3934426229507,-0.055894654
1976.396174863388,-0.056453086
1976.3989071038252,-0.11168701
1976.4016393442623,-0.09552712
1976.4043715846994,-0.055135593
1976.4071038251366,-0.113398254
1976.4098360655737,-0.101094015
1976.4125683060108,-0.093185596
1976.4153005464482,-0.08183635
1976.4180327868853,-0.026154317
1976.4207650273224,-0.15774433
1976.4234972677596,-0.19916782
1976.4262295081967,-0.051104963
1976.4289617486338,-0.14130856
1976.431693989071,-0.14765698
1976.4344262295083,-0.08005518
1976.4371584699454,-0.13427888
1976.4398907103825,-0.176229
1976.4426229508197,-0.11284595
1976.4453551912568,-0.058099777
1976.448087431694,-0.13932823
1976.450819672131,-0.1921381
1976.4535519125684,-0.10108047
1976.4562841530055,-0.075491264
1976.4590163934427,-0.101694256
1976.4617486338798,-0.1239192
1976.464480874317,-0.14870065
1976.467213114754,-0.13096453
1976.4699453551912,-0.10145007
1976.4726775956285,-0.0786934
1976.4754098360656,-0.08814257
1976.4781420765028,-0.11528191
1976.48087431694,-0.15638192
1976.483606557377,-0.12236249
1976.4863387978141,-0.09878393
1976.4890710382513,-0.055120442
1976.4918032786886,-0.03815834
1976.4945355191257,-0.12603661
1976.4972677595629,-0.15566051
1976.5,-0.0906635
1976.5027322404371,-0.12630527
1976.5054644808743,-0.17904994
1976.5081967213114,-0.17691058
1976.5109289617487,-0.12554085
1976.5136612021859,-0.08710519
1976.516393442623,-0.110469416
1976.51912568306,-0.124655925
1976.5218579234972,-0.18517882
1976.5245901639344,-0.16969046
1976.5273224043715,-0.07592152
1976.5300546448088,-0.09958017
1976.532786885246,-0.116238266
1976.535519125683,-0.110251
1976.5382513661202,-0.13414757
1976.5409836065573,-0.0877728
1976.5437158469945,-0.0931914
1976.5464480874316,-0.16565539
1976.549180327869,-0.15303184
1976.551912568306,-0.08843716
1976.5546448087432,-0.07333981
1976.5573770491803,-0.108155794
1976.5601092896175,-0.16536738
1976.5628415300546,-0.15337004
1976.5655737704917,-0.11218277
1976.568306010929,-0.11313195
1976.5710382513662,-0.12527443
1976.5737704918033,-0.07057727
1976.5765027322404,-0.10476457
1976.5792349726776,-0.13181733
1976.5819672131147,-0.10111002
1976.5846994535518,-0.12500182
1976.5874316939892,-0.10794161
1976.5901639344263,-0.08375522
1976.5928961748634,-0.12352342
1976.5956284153006,-0.16632749
1976.5983606557377,-0.072831675
1976.6010928961748,-0.05878152
1976.603825136612,-0.1456356
1976.6065573770493,-0.14468962
1976.6092896174864,-0.12392414
1976.6120218579235,-0.114234425
1976.6147540983607,-0.101785436
1976.6174863387978,-0.16455925
1976.620218579235,-0.19223748
1976.622950819672,-0.12657115
1976.6256830601094,-0.06356496
1976.6284153005465,-0.071737885
1976.6311475409836,-0.14409447
1976.6338797814208,-0.14940868
1976.636612021858,-0.1671411
1976.639344262295,-0.16025542
1976.6420765027322,-0.11731212
1976.6448087431695,-0.04264066
1976.6475409836066,-0.06661339
1976.6502732240438,-0.12169067
1976.6530054644809,-0.16194995
1976.655737704918,-0.124412775
1976.6584699453551,-0.08159275
1976.6612021857923,-0.15024126
1976.6639344262296,-0.17345893
1976.6666666666667,-0.17287354
1976.6693989071039,-0.1512609
1976.672131147541,-0.057806082
1976.6748633879781,-0.11146508
1976.6775956284152,-0.17984723
1976.6803278688524,-0.101063125
1976.6830601092897,-0.11421013
1976.6857923497269,-0.12915842
1976.688524590164,-0.11981397
1976.691256830601,-0.15439536
1976.6939890710382,-0.14258519
1976.6967213114754,-0.11327629
1976.6994535519125,-0.13166377
1976.7021857923498,-0.11507715
1976.704918032787,-0.11338514
1976.707650273224,-0.14291894
1976.7103825136612,-0.146444
1976.7131147540983,-0.13823989
1976.7158469945355,-0.14867844
1976.7185792349726,-0.13849945
1976.72131147541,-0.09978905
1976.724043715847,-0.14727706
1976.7267759562842,-0.17678295
1976.7295081967213,-0.10483199
1976.7322404371585,-0.12443993
1976.7349726775956,-0.17506729
1976.7377049180327,-0.13161145
1976.74043715847,-0.11984895
1976.7431693989072,-0.1511891
1976.7459016393443,-0.087677546
1976.7486338797814,-0.081037074
1976.7513661202186,-0.1668681
1976.7540983606557,-0.18595538
1976.7568306010928,-0.089026324
1976.75956284153,-0.06268602
1976.7622950819673,-0.14232928
1976.7650273224044,-0.14004202
1976.7677595628415,-0.093350515
1976.7704918032787,-0.16788861
1976.7732240437158,-0.19071952
1976.775956284153,-0.10287318
1976.77868852459,-0.16170257
1976.7814207650274,-0.13874866
1976.7841530054645,-0.052154396
1976.7868852459017,-0.08545877
1976.7896174863388,-0.14495541
1976.792349726776,-0.08599303
1976.795081967213,-0.11860237
1976.7978142076502,-0.20116702
1976.8005464480875,-0.105970144
1976.8032786885246,-0.0734158
1976.8060109289618,-0.14099513
1976.808743169399,-0.07164708
1976.811475409836,-0.061905805
1976.8142076502731,-0.19718322
1976.8169398907103,-0.104348525
1976.8196721311476,-0.016453346
1976.8224043715848,-0.11809715
1976.8251366120219,-0.13609476
1976.827868852459,-0.07966136
1976.8306010928961,-0.10712644
1976.8333333333333,-0.09731719
1976.8360655737704,-0.14635001
1976.8387978142077,-0.13785625
1976.8415300546449,-0.05621148
1976.844262295082,-0.1316986
1976.8469945355191,-0.18198995
1976.8497267759562,-0.082716614
1976.8524590163934,-0.12710093
1976.8551912568305,-0.112410724
1976.8579234972678,-0.1155542
1976.860655737705,-0.20555253
1976.863387978142,-0.13514669
1976.8661202185792,0.03180332
1976.8688524590164,-0.12046117
1976.8715846994535,-0.24685119
1976.8743169398906,-0.054955024
1976.877049180328,-0.12519054
1976.879781420765,-0.17648067
1976.8825136612022,-0.03480545
1976.8852459016393,-0.110299215
1976.8879781420765,-0.11976987
1976.8907103825136,-0.07033427
1976.8934426229507,-0.13573213
1976.896174863388,-0.13027439
1976.8989071038252,-0.031669375
1976.9016393442623,-0.03460391
1976.9043715846994,-0.14511764
1976.9071038251366,-0.15372917
1976.9098360655737,-0.03735756
1976.9125683060108,0.016627423
1976.9153005464482,-0.116022624
1976.9180327868853,-0.16071679
1976.9207650273224,-0.02831346
1976.9234972677596,-0.083206706
1976.9262295081967,-0.16555054
1976.9289617486338,-0.1127772
1976.931693989071,-0.13780025
1976.9344262295083,-0.105146155
1976.9371584699454,-0.0676269
1976.9398907103825,-0.105601124
1976.9426229508197,-0.15800878
1976.9453551912568,-0.09973275
1976.948087431694,-0.04302932
1976.950819672131,-0.099285476
1976.9535519125684,-0.14637426
1976.9562841530055,-0.043914575
1976.9590163934427,-0.07241851
1976.9617486338798,-0.11331688
1976.964480874317,-0.047292974
1976.967213114754,-0.08213174
1976.9699453551912,-0.1363642
1976.9726775956285,-0.121667296
1976.9754098360656,-0.0597387
1976.9781420765028,-0.030446516
1976.98087431694,-0.08158733
1976.983606557377,-0.10982548
1976.9863387978141,-0.10885824
1976.9890710382513,-0.06449526
1976.9918032786886,0.00087631046
1976.9945355191257,-0.09321373
1976.9972677595629,-0.12035215
1977.0,-0.008151964
1977.0027397260274,-0.04554165
1977.0054794520547,-0.115015216
1977.0082191780823,-0.107175075
1977.0109589041097,-0.0696001
1977.013698630137,-0.046035852
1977.0164383561644,0.023475235
1977.0191780821917,0.0045737918
1977.021917808219,-0.06645576
1977.0246575342467,-0.06474679
1977.027397260274,-0.08056407
1977.0301369863014,-0.032766085
1977.0328767123287,0.04285088
1977.035616438356,0.026881699
1977.0383561643835,-0.028025784
1977.041095890411,-0.07075138
1977.0438356164384,-0.18151873
1977.0465753424658,-0.044476293
1977.0493150684931,0.04149673
1977.0520547945205,-0.07947054
1977.054794520548,0.014331177
1977.0575342465754,0.01619872
1977.0602739726028,-0.09359981
1977.0630136986301,-0.069611475
1977.0657534246575,-0.015852531
1977.0684931506848,0.051801484
1977.0712328767124,0.042154025
1977.0739726027398,-0.08944595
1977.0767123287671,0.012692023
1977.0794520547945,0.123294674
1977.0821917808219,-0.08548479
1977.0849315068492,-0.14293776
1977.0876712328768,-0.05816898
1977.0904109589042,-0.041493125
1977.0931506849315,0.024917759
1977.0958904109589,-0.02512343
1977.0986301369862,-0.046876077
1977.1013698630136,0.0013379763
1977.1041095890412,-0.024705684
1977.1068493150685,0.07823331
1977.109589041096,0.18465579
1977.1123287671232,0.0063067996
1977.1150684931506,-0.08349969
1977.1178082191782,0.030233067
1977.1205479452055,0.060106385
1977.123287671233,0.1416649
1977.1260273972603,0.12499857
1977.1287671232876,-0.09958979
1977.131506849315,-0.2457025
1977.1342465753426,-0.08049564
1977.13698630137,0.25617206
1977.1397260273973,0.051620845
1977.1424657534246,-0.084118366
1977.145205479452,0.13975191
1977.1479452054793,-0.0020750645
1977.150684931507,-0.05316907
1977.1534246575343,0.10601222
1977.1561643835616,-0.006462423
1977.158904109589,-0.05505878
1977.1616438356164,-0.009295454
1977.164383561644,-0.063736
1977.1671232876713,0.1228143
1977.1698630136987,0.030356236
1977.172602739726,0.05435849
1977.1753424657534,0.21972573
1977.1780821917807,0.15820557
1977.1808219178083,-0.037462436
1977.1835616438357,-0.097606786
1977.186301369863,0.08610219
1977.1890410958904,0.20106353
1977.1917808219177,0.051540323
1977.194520547945,-0.056705248
1977.1972602739727,-0.039488383
1977.2,0.07723859
1977.2027397260274,0.009575519
1977.2054794520548,0.07065617
1977.2082191780821,0.12186255
1977.2109589041097,-0.07723606
1977.213698630137,-0.1223843
1977.2164383561644,0.15724932
1977.2191780821918,0.1947965
1977.2219178082191,-0.06894633
1977.2246575342465,0.020871425
1977.227397260274,-0.008419341
1977.2301369863014,-0.1127991
1977.2328767123288,-0.049108405
1977.2356164383561,-0.04879168
1977.2383561643835,0.060815483
1977.2410958904109,0.14273931
1977.2438356164384,0.023506705
1977.2465753424658,-0.051663376
1977.2493150684932,0.013260555
1977.2520547945205,0.028764803
1977.2547945205479,0.06401556
1977.2575342465752,0.07373709
1977.2602739726028,0.0065855896
1977.2630136986302,0.021759875
1977.2657534246575,0.15976728
1977.268493150685,0.025601294
1977.2712328767122,-0.08250025
1977.2739726027398,-0.07560224
1977.2767123287672,-0.052350346
1977.2794520547945,0.07480712
1977.282191780822,0.09462426
1977.2849315068493,0.04121983
1977.2876712328766,0.0019918855
1977.2904109589042,0.030969309
1977.2931506849316,0.00012088605
1977.295890410959,0.075155884
1977.2986301369863,0.024534306
1977.3013698630136,-0.04086659
1977.304109589041,-0.049914427
1977.3068493150686,-0.014203661
1977.309589041096,-0.046990838
1977.3123287671233,-0.092667066
1977.3150684931506,-0.035046455
1977.317808219178,0.022148404
1977.3205479452056,-0.05305177
1977.323287671233,-0.063894875
1977.3260273972603,0.0064851716
1977.3287671232877,0.024191264
1977.331506849315,-0.08288495
1977.3342465753424,0.04322647
1977.33698630137,0.059729002
1977.3397260273973,-0.12634243
1977.3424657534247,-0.066248745
1977.345205479452,0.0002253113
1977.3479452054794,-0.04821433
1977.3506849315067,-0.10818698
1977.3534246575343,-0.103424706
1977.3561643835617,-0.024324855
1977.358904109589,0.0046235933
1977.3616438356164,-0.08436064
1977.3643835616438,-0.12139347
1977.3671232876711,-0.05007819
1977.3698630136987,-0.033025857
1977.372602739726,-0.108775966
1977.3753424657534,-0.039884042
1977.3780821917808,0.046545934
1977.3808219178081,-0.027677037
1977.3835616438357,-0.12496149
1977.386301369863,-0.082097374
1977.3890410958904,0.027944159
1977.3917808219178,0.059157357
1977.3945205479451,-0.14032756
1977.3972602739725,-0.21504138
1977.4,0.024988165
1977.4027397260274,0.08794213
1977.4054794520548,-0.09731169
1977.4082191780822,-0.07127614
1977.4109589041095,0.022646606
1977.4136986301369,-0.06888418
1977.4164383561645,-0.121736765
1977.4191780821918,-0.03859086
1977.4219178082192,-0.043850966
1977.4246575342465,-0.0481087
1977.427397260274,0.026782
1977.4301369863015,0.00039043158
1977.4328767123288,-0.032507516
1977.4356164383562,-0.0011350446
1977.4383561643835,0.009001184
1977.441095890411,-0.07455144
1977.4438356164383,-0.13539527
1977.4465753424658,-0.007420003
1977.4493150684932,0.01792278
1977.4520547945206,-0.05071827
1977.454794520548,-0.080695435
1977.4575342465753,-0.048151582
1977.4602739726026,0.029702382
1977.4630136986302,-0.04730798
1977.4657534246576,-0.15274402
1977.468493150685,-0.11854672
1977.4712328767123,-0.07729481
1977.4739726027397,-0.043006476
1977.4767123287672,0.02147326
1977.4794520547946,-0.033355996
1977.482191780822,-0.049783617
1977.4849315068493,-0.068047024
1977.4876712328767,-0.12595756
1977.490410958904,-0.12753427
1977.4931506849316,-0.0037702813
1977.495890410959,0.024228629
1977.4986301369863,-0.058189042
1977.5013698630137,-0.15002802
1977.504109589041,-0.044220857
1977.5068493150684,0.048187736
1977.509589041096,-0.045166515
1977.5123287671233,-0.071748585
1977.5150684931507,-0.022627035
1977.517808219178,0.0069224187
1977.5205479452054,-0.09499879
1977.5232876712328,-0.15784588
1977.5260273972603,-0.054219943
1977.5287671232877,-0.008652418
1977.531506849315,-0.00026670413
1977.5342465753424,-0.0012517635
1977.5369863013698,-0.087921105
1977.5397260273974,-0.06017993
1977.5424657534247,-0.01765192
1977.545205479452,-0.046986986
1977.5479452054794,-0.030752623
1977.5506849315068,-0.052073706
1977.5534246575342,-0.03958719
1977.5561643835617,0.008656323
1977.558904109589,-0.036607035
1977.5616438356165,-0.040481307
1977.5643835616438,-0.064541295
1977.5671232876712,-0.07349899
1977.5698630136985,-0.026867611
1977.572602739726,-0.06980215
1977.5753424657535,-0.05037971
1977.5780821917808,-0.04736319
1977.5808219178082,-0.10652015
1977.5835616438355,-0.07100273
1977.5863013698631,-0.056019213
1977.5890410958905,-0.05040393
1977.5917808219178,-0.05775192
1977.5945205479452,-0.09128286
1977.5972602739726,-0.08703437
1977.6,-0.096926525
1977.6027397260275,-0.10007603
1977.6054794520549,-0.09264312
1977.6082191780822,-0.102407016
1977.6109589041096,-0.053781766
1977.613698630137,-0.080689505
1977.6164383561643,-0.089162834
1977.6191780821919,-0.07013688
1977.6219178082192,-0.05911924
1977.6246575342466,-0.058339227
1977.627397260274,-0.07357502
1977.6301369863013,-0.07953157
1977.6328767123289,-0.103777334
1977.6356164383562,-0.15312125
1977.6383561643836,-0.18029183
1977.641095890411,-0.10199914
1977.6438356164383,-0.07934216
1977.6465753424657,-0.12090771
1977.6493150684933,-0.07844278
1977.6520547945206,-0.099670835
1977.654794520548,-0.117472194
1977.6575342465753,-0.07451739
1977.6602739726027,-0.1135543
1977.66301369863,-0.1331057
1977.6657534246576,-0.14560214
1977.668493150685,-0.15132333
1977.6712328767123,-0.091137186
1977.6739726027397,-0.06752203
1977.676712328767,-0.1376557
1977.6794520547944,-0.16483968
1977.682191780822,-0.076319
1977.6849315068494,-0.08420501
1977.6876712328767,-0.14319704
1977.690410958904,-0.1357573
1977.6931506849314,-0.080921285
1977.695890410959,-0.089062266
1977.6986301369864,-0.1749057
1977.7013698630137,-0.14497302
1977.704109589041,-0.05972624
1977.7068493150684,-0.11733713
1977.7095890410958,-0.114514284
1977.7123287671234,-0.049108446
1977.7150684931507,-0.09250846
1977.717808219178,-0.14071515
1977.7205479452055,-0.11613986
1977.7232876712328,-0.11369163
1977.7260273972602,-0.16978025
1977.7287671232878,-0.15897742
1977.731506849315,-0.08184545
1977.7342465753425,-0.050328784
1977.7369863013698,-0.1196246
1977.7397260273972,-0.1483481
1977.7424657534248,-0.11194908
1977.7452054794521,-0.08590338
1977.7479452054795,-0.1096075
1977.7506849315068,-0.07238722
1977.7534246575342,-0.105068564
1977.7561643835616,-0.10184697
1977.7589041095891,-0.11459572
1977.7616438356165,-0.12486388
1977.7643835616439,-0.10323238
1977.7671232876712,-0.09600522
1977.7698630136986,-0.060316484
1977.772602739726,-0.12554696
1977.7753424657535,-0.17345661
1977.7780821917809,-0.118226945
1977.7808219178082,-0.08062436
1977.7835616438356,-0.07801769
1977.786301369863,-0.121280126
1977.7890410958903,-0.12929098
1977.7917808219179,-0.12154231
1977.7945205479452,-0.09985801
1977.7972602739726,-0.08255472
1977.8,-0.13898271
1977.8027397260273,-0.17475545
1977.805479452055,-0.10069185
1977.8082191780823,-0.14099239
1977.8109589041096,-0.14412679
1977.813698630137,-0.08430494
1977.8164383561643,-0.102294534
1977.8191780821917,-0.12099194
1977.8219178082193,-0.10276083
1977.8246575342466,-0.10608011
1977.827397260274,-0.11352343
1977.8301369863013,-0.11624187
1977.8328767123287,-0.10271949
1977.835616438356,-0.109668545
1977.8383561643836,-0.14397764
1977.841095890411,-0.111848004
1977.8438356164384,-0.0976592
1977.8465753424657,-0.16258246
1977.849315068493,-0.09182079
1977.8520547945207,-0.05633937
1977.854794520548,-0.14453296
1977.8575342465754,-0.11053363
1977.8602739726027,-0.08248818
1977.86301369863,-0.13651477
1977.8657534246574,-0.15882175
1977.868493150685,-0.10910547
1977.8712328767124,-0.07324726
1977.8739726027397,-0.12158311
1977.876712328767,-0.1436871
1977.8794520547945,-0.12347279
1977.8821917808218,-0.103824526
1977.8849315068494,-0.12265784
1977.8876712328768,-0.13319305
1977.890410958904,-0.09056897
1977.8931506849315,-0.11752646
1977.8958904109588,-0.147694
1977.8986301369864,-0.11214144
1977.9013698630138,-0.11002565
1977.9041095890411,-0.11189061
1977.9068493150685,-0.15430972
1977.9095890410958,-0.12313686
1977.9123287671232,-0.1487426
1977.9150684931508,-0.15250061
1977.9178082191781,-0.12305232
1977.9205479452055,-0.13878657
1977.9232876712329,-0.13280204
1977.9260273972602,-0.14096345
1977.9287671232876,-0.18136664
1977.9315068493152,-0.10124588
1977.9342465753425,-0.08381961
1977.9369863013699,-0.12661913
1977.9397260273972,-0.16048452
1977.9424657534246,-0.13601686
1977.945205479452,-0.049919866
1977.9479452054795,-0.13162284
1977.9506849315069,-0.1948222
1977.9534246575342,-0.122096606
1977.9561643835616,-0.083816536
1977.958904109589,-0.06513532
1977.9616438356165,-0.10276996
1977.964383561644,-0.13873866
1977.9671232876713,-0.17279981
1977.9698630136986,-0.09949194
1977.972602739726,-0.04726798
1977.9753424657533,-0.14511521
1977.978082191781,-0.16969205
1977.9808219178083,-0.09738476
1977.9835616438356,-0.07132548
1977.986301369863,-0.17218888
1977.9890410958903,-0.14360845
1977.9917808219177,-0.07716873
1977.9945205479453,-0.11953814
1977.9972602739726,-0.14694771
1978.0,-0.117088705
1978.0027397260274,-0.07869916
1978.0054794520547,-0.112428226
1978.0082191780823,-0.20691402
1978.0109589041097,-0.060483173
1978.013698630137,-0.009794828
1978.0164383561644,-0.09873639
1978.0191780821917,-0.10825236
1978.021917808219,-0.060689695
1978.0246575342467,-0.040725213
1978.027397260274,-0.044253185
1978.0301369863014,-0.11003859
1978.0328767123287,-0.14044145
1978.035616438356,-0.051727727
1978.0383561643835,0.0140194995
1978.041095890411,-0.18218
1978.0438356164384,-0.22947402
1978.0465753424658,0.05740976
1978.0493150684931,0.01379911
1978.0520547945205,-0.25732547
1978.054794520548,-0.16718659
1978.0575342465754,-0.0029893839
1978.0602739726028,-0.038706597
1978.0630136986301,-0.06142125
1978.0657534246575,-0.08457078
1978.0684931506848,-0.104324564
1978.0712328767124,-0.04360194
1978.0739726027398,0.0840784
1978.0767123287671,-0.052523527
1978.0794520547945,-0.17558925
1978.0821917808219,0.008794199
1978.0849315068492,-0.072162405
1978.0876712328768,-0.14740182
1978.0904109589042,-0.003635916
1978.0931506849315,-0.1786771
1978.0958904109589,-0.22547516
1978.0986301369862,-0.025047189
1978.1013698630136,0.13736874
1978.1041095890412,-0.13323112
1978.1068493150685,-0.24670729
1978.109589041096,-0.08450827
1978.1123287671232,-0.10541467
1978.1150684931506,-0.0765141
1978.1178082191782,0.011117052
1978.1205479452055,-0.09460247
1978.123287671233,-0.04292309
1978.1260273972603,0.07284762
1978.1287671232876,-0.07645522
1978.131506849315,0.008356049
1978.1342465753426,0.071951196
1978.13698630137,-0.08018843
1978.1397260273973,-0.15673846
1978.1424657534246,-0.04882904
1978.145205479452,0.0374792
1978.1479452054793,0.029869799
1978.150684931507,-0.08583391
1978.1534246575343,-0.07275095
1978.1561643835616,-0.07707135
1978.158904109589,-0.10371177
1978.1616438356164,0.06889569
1978.164383561644,0.018248852
1978.1671232876713,-0.11699376
1978.1698630136987,-0.16208279
1978.172602739726,0.039874215
1978.1753424657534,0.24169807
1978.1780821917807,-0.0743001
1978.1808219178083,-0.20610248
1978.1835616438357,0.0799077
1978.186301369863,0.16193427
1978.1890410958904,-0.026369527
1978.1917808219177,-0.3316056
1978.194520547945,-0.07421521
1978.1972602739727,0.29995802
1978.2,-0.05272388
1978.2027397260274,-0.2016514
1978.2054794520548,-0.049438152
1978.2082191780821,0.05338457
1978.2109589041097,0.0006239846
1978.213698630137,-0.05686493
1978.2164383561644,-0.100308076
1978.2191780821918,-0.030373925
1978.2219178082191,0.094343856
1978.2246575342465,-0.078855865
1978.227397260274,-0.078824274
1978.2301369863014,-0.005844342
1978.2328767123288,-0.02127624
1978.2356164383561,-0.067214474
1978.2383561643835,-0.054511964
1978.2410958904109,-0.030497542
1978.2438356164384,-0.15167715
1978.2465753424658,-0.0120520955
1978.2493150684932,0.19700046
1978.2520547945205,-0.1455865
1978.2547945205479,-0.1281837
1978.2575342465752,0.03826861
1978.2602739726028,-0.14585434
1978.2630136986302,-0.054865975
1978.2657534246575,0.11937601
1978.268493150685,-0.09843333
1978.2712328767122,-0.13876484
1978.2739726027398,-0.03416439
1978.2767123287672,0.07424284
1978.2794520547945,0.048533168
1978.282191780822,-0.12200969
1978.2849315068493,-0.13667
1978.2876712328766,0.029022234
1978.2904109589042,0.0317174
1978.2931506849316,-0.07059116
1978.295890410959,-0.0079006255
1978.2986301369863,-0.12707077
1978.3013698630136,-0.0072922613
1978.304109589041,0.031081023
1978.3068493150686,-0.06638608
1978.309589041096,-0.013328262
1978.3123287671233,-0.048568267
1978.3150684931506,-0.055734336
1978.317808219178,-0.02716508
1978.3205479452056,-0.06240139
1978.323287671233,-0.04413354
1978.3260273972603,-0.06079198
1978.3287671232877,-0.081473775
1978.331506849315,-0.031707365
1978.3342465753424,-0.06074615
1978.33698630137,0.04857016
1978.3397260273973,-0.16424876
1978.3424657534247,-0.13864021
1978.345205479452,0.04618302
1978.3479452054794,-0.010067012
1978.3506849315067,-0.06528837
1978.3534246575343,-0.1078624
1978.3561643835617,-0.09791447
1978.358904109589,-0.031689048
1978.3616438356164,-0.021376722
1978.3643835616438,-0.08593314
1978.3671232876711,-0.12323102
1978.3698630136987,-0.03378084
1978.372602739726,-0.039518766
1978.3753424657534,-0.07140268
1978.3780821917808,-0.01986844
1978.3808219178081,-0.049286377
1978.3835616438357,-0.10476698
1978.386301369863,-0.15248643
1978.3890410958904,-0.103460066
1978.3917808219178,-0.14076772
1978.3945205479451,-0.12745799
1978.3972602739725,-0.009130961
1978.4,-0.12225945
1978.4027397260274,-0.075543575
1978.4054794520548,-0.075967655
1978.4082191780822,-0.2140364
1978.4109589041095,-0.13035981
1978.4136986301369,-0.13629563
1978.4164383561645,-0.14484498
1978.4191780821918,-0.10825321
1978.4219178082192,-0.089219175
1978.4246575342465,-0.037738044
1978.427397260274,-0.047706578
1978.4301369863015,-0.04131397
1978.4328767123288,-0.061723724
1978.4356164383562,-0.18813138
1978.4383561643835,-0.08768173
1978.441095890411,-0.020477919
1978.4438356164383,-0.1165909
1978.4465753424658,-0.12870754
1978.4493150684932,-0.12472175
