# year, Ztot_c_result_anom
2050.956164383562,-6.634285
2051.041095890411,-4.1616297
2051.1205479452055,-2.7034655
2051.202739726027,-1.4404967
2051.2849315068493,-0.8514613
2051.3698630136987,-0.7496238
2051.4520547945203,-1.65943
2051.53698630137,-3.7534227
2051.621917808219,-5.9764094
2051.7041095890413,-4.527937
2051.7890410958903,-6.711481
2051.8712328767124,-8.31654
2051.956164383562,-6.791887
2052.0409836065573,-4.5097637
2052.122950819672,-3.1591315
2052.2049180327867,-1.8943354
2052.2868852459014,-1.0275924
2052.3715846994537,-0.9105515
2052.4535519125684,-2.013904
2052.53825136612,-4.327016
2052.622950819672,-7.1853743
2052.7049180327867,-9.50087
2052.789617486339,-12.054285
2052.8715846994537,-11.9065895
2052.9562841530055,-8.509429
2053.041095890411,-5.313532
2053.1205479452055,-3.4732325
2053.202739726027,-2.0320647
2053.2849315068493,-1.1358528
2053.3698630136987,-1.0371588
2053.4520547945203,-1.9513661
2053.53698630137,-3.9313986
2053.621917808219,-6.5543194
2053.7041095890413,-6.438723
2053.7890410958903,-9.95104
2053.8712328767124,-10.40933
2053.956164383562,-7.51507
2054.041095890411,-4.5550637
2054.1205479452055,-2.8776283
2054.202739726027,-1.7578752
2054.2849315068493,-1.0440296
2054.3698630136987,-0.95603824
2054.4520547945203,-1.9801247
2054.53698630137,-3.9397879
2054.621917808219,-6.636695
2054.7041095890413,-8.904936
2054.7890410958903,-9.385808
2054.8712328767124,-8.999281
2054.956164383562,-7.4142933
2055.041095890411,-4.8363657
2055.1205479452055,-3.3444176
2055.202739726027,-2.0285287
2055.2849315068493,-1.1370562
2055.3698630136987,-1.0128765
2055.4520547945203,-2.160605
2055.53698630137,-4.078179
2055.621917808219,-4.8063607
2055.7041095890413,-6.1453376
2055.7890410958903,-9.654348
2055.8712328767124,-9.973948
2055.956164383562,-7.47911
2056.0409836065573,-4.9570723
2056.122950819672,-3.3315358
2056.2049180327867,-1.9060247
2056.2868852459014,-1.0722231
2056.3715846994537,-1.0253155
2056.4535519125684,-2.1727514
2056.53825136612,-4.3552766
2056.622950819672,-7.400096
2056.7049180327867,-8.742124
2056.789617486339,-8.921778
2056.8715846994537,-7.434186
2056.9562841530055,-5.86184
2057.041095890411,-3.9702678
2057.1205479452055,-2.6931136
2057.202739726027,-1.6187704
2057.2849315068493,-1.013516
2057.3698630136987,-0.9790776
2057.4520547945203,-2.1583421
2057.53698630137,-4.3181787
2057.621917808219,-7.5338993
2057.7041095890413,-7.379375
2057.7890410958903,-10.588413
2057.8712328767124,-10.7302265
2057.956164383562,-7.257463
2058.041095890411,-4.783041
2058.1205479452055,-3.3277578
2058.202739726027,-1.9435668
2058.2849315068493,-0.9270619
2058.3698630136987,-0.86049336
2058.4520547945203,-1.7357042
2058.53698630137,-3.2686896
2058.621917808219,-4.2573824
2058.7041095890413,-6.0034904
2058.7890410958903,-6.300392
2058.8712328767124,-7.192773
2058.956164383562,-5.8152323
2059.041095890411,-3.7774634
2059.1205479452055,-2.5563965
2059.202739726027,-1.3379737
2059.2849315068493,-0.6584185
2059.3698630136987,-0.6082174
2059.4520547945203,-1.8082345
2059.53698630137,-4.011574
2059.621917808219,-6.4581404
2059.7041095890413,-9.418351
2059.7890410958903,-10.935595
2059.8712328767124,-10.651236
2059.956164383562,-7.784519
2060.0409836065573,-5.2791247
2060.122950819672,-3.4810178
2060.2049180327867,-1.9316068
2060.2868852459014,-0.9779177
2060.3715846994537,-0.85787904
2060.4535519125684,-1.7806003
2060.53825136612,-3.8268137
2060.622950819672,-7.381181
2060.7049180327867,-8.326231
2060.789617486339,-11.304417
2060.8715846994537,-11.309057
2060.9562841530055,-8.494495
2061.041095890411,-5.4377046
2061.1205479452055,-3.5989428
2061.202739726027,-2.1145363
2061.2849315068493,-1.1377997
2061.3698630136987,-1.0320679
2061.4520547945203,-2.2577312
2061.53698630137,-4.517596
2061.621917808219,-7.970538
2061.7041095890413,-10.03905
2061.7890410958903,-11.52476
2061.8712328767124,-10.314793
2061.956164383562,-7.8477507
2062.041095890411,-5.1948347
2062.1205479452055,-3.5846548
2062.202739726027,-2.1419604
2062.2849315068493,-1.1271138
2062.3698630136987,-0.85657644
2062.4520547945203,-2.0971847
2062.53698630137,-4.340781
2062.621917808219,-7.558326
2062.7041095890413,-8.437165
2062.7890410958903,-10.09737
2062.8712328767124,-10.804778
2062.956164383562,-8.362456
2063.041095890411,-5.6084156
2063.1205479452055,-3.7409134
2063.202739726027,-2.1997497
2063.2849315068493,-1.1804836
2063.3698630136987,-1.0540887
2063.4520547945203,-2.245411
2063.53698630137,-4.5171175
2063.621917808219,-7.8343
2063.7041095890413,-11.2047415
2063.7890410958903,-11.564344
2063.8712328767124,-8.842693
2063.956164383562,-6.1072993
2064.0409836065573,-4.251802
2064.122950819672,-2.792032
2064.2049180327867,-1.6843948
2064.2868852459014,-0.9685552
2064.3715846994537,-0.8114607
2064.4535519125684,-1.8716015
2064.53825136612,-4.0143847
2064.622950819672,-6.8748436
2064.7049180327867,-8.452679
2064.789617486339,-9.230347
2064.8715846994537,-10.456058
2064.9562841530055,-7.9697447
2065.041095890411,-5.173729
2065.1205479452055,-3.359283
2065.202739726027,-1.9352447
2065.2849315068493,-1.0844588
2065.3698630136987,-1.0165778
2065.4520547945203,-2.109169
2065.53698630137,-4.3044515
2065.621917808219,-7.9972415
2065.7041095890413,-10.553257
2065.7890410958903,-10.666346
2065.8712328767124,-10.7721405
2065.956164383562,-8.455437
2066.041095890411,-5.6513376
2066.1205479452055,-3.8658695
2066.202739726027,-2.2119243
2066.2849315068493,-1.1726154
2066.3698630136987,-1.007964
2066.4520547945203,-2.1803112
2066.53698630137,-4.3346324
2066.621917808219,-7.504437
2066.7041095890413,-10.158269
2066.7890410958903,-10.625719
2066.8712328767124,-10.110334
2066.956164383562,-7.2588925
2067.041095890411,-4.7025986
2067.1205479452055,-2.9976473
2067.202739726027,-1.6844597
2067.2849315068493,-0.916703
2067.3698630136987,-0.8891394
2067.4520547945203,-2.0668209
2067.53698630137,-4.219427
2067.621917808219,-7.368484
2067.7041095890413,-7.685256
2067.7890410958903,-10.028652
2067.8712328767124,-9.323257
2067.956164383562,-7.755736
2068.0409836065573,-5.351653
2068.122950819672,-3.633762
2068.2049180327867,-2.115378
2068.2868852459014,-1.1256789
2068.3715846994537,-0.97038263
2068.4535519125684,-2.1284215
2068.53825136612,-4.26895
2068.622950819672,-6.8919153
2068.7049180327867,-10.712416
2068.789617486339,-12.75184
2068.8715846994537,-11.588022
2068.9562841530055,-8.212189
2069.041095890411,-5.3918304
2069.1205479452055,-3.527914
2069.202739726027,-2.096903
2069.2849315068493,-1.0952605
2069.3698630136987,-0.9694425
2069.4520547945203,-2.032457
2069.53698630137,-4.0529814
2069.621917808219,-6.0987625
2069.7041095890413,-6.947587
2069.7890410958903,-8.738892
2069.8712328767124,-10.820621
2069.956164383562,-8.259799
2070.041095890411,-5.2815084
2070.1205479452055,-3.5043354
2070.202739726027,-2.080484
2070.2849315068493,-1.0992409
2070.3698630136987,-0.9643946
2070.4520547945203,-2.171283
2070.53698630137,-4.4537916
2070.621917808219,-8.138387
2070.7041095890413,-10.195463
2070.7890410958903,-11.6859
2070.8712328767124,-10.222407
2070.956164383562,-7.677889
