# year, Ptot_Chl_result
2009.704109589041,0.2647857
2009.7890410958903,0.19995746
2009.8712328767124,0.13758548
2009.9561643835616,0.08234848
2010.041095890411,0.02910177
2010.1205479452055,0.014289033
2010.2027397260274,0.012922534
2010.2849315068493,0.014370342
2010.3698630136987,0.022233844
2010.4520547945206,0.042851795
2010.5369863013698,0.12597856
2010.6219178082192,0.21075824
2010.704109589041,0.23548204
2010.7890410958903,0.21921742
2010.8712328767124,0.11603203
2010.9561643835616,0.042318527
2011.041095890411,0.021820152
2011.1205479452055,0.015533037
2011.2027397260274,0.012760195
2011.2849315068493,0.015626779
2011.3698630136987,0.019577472
2011.4520547945206,0.04303614
2011.5369863013698,0.100524426
2011.6219178082192,0.1728199
2011.704109589041,0.21914141
2011.7890410958903,0.16942486
2011.8712328767124,0.07272837
2011.9561643835616,0.02808232
2012.0409836065573,0.016119786
2012.122950819672,0.010856883
2012.204918032787,0.00888465
2012.2868852459017,0.013601193
2012.3715846994535,0.025416432
2012.4535519125684,0.03985994
2012.5382513661202,0.07513483
2012.622950819672,0.10321618
2012.704918032787,0.17182912
2012.7896174863388,0.17170443
2012.8715846994535,0.09129435
2012.9562841530055,0.039519068
2013.041095890411,0.021232475
2013.1205479452055,0.011718383
2013.2027397260274,0.01144826
2013.2849315068493,0.014912229
2013.3698630136987,0.019750942
2013.4520547945206,0.027004058
2013.5369863013698,0.08645501
2013.6219178082192,0.09806147
2013.704109589041,0.105102815
2013.7890410958903,0.1249056
2013.8712328767124,0.103553906
2013.9561643835616,0.04717587
2014.041095890411,0.026028413
2014.1205479452055,0.016578127
2014.2027397260274,0.012716063
2014.2849315068493,0.017566843
2014.3698630136987,0.02880992
2014.4520547945206,0.033946183
2014.5369863013698,0.059968222
2014.6219178082192,0.106765434
2014.704109589041,0.13403662
2014.7890410958903,0.22853099
2014.8712328767124,0.18118478
2014.9561643835616,0.096776955
2015.041095890411,0.04618096
2015.1205479452055,0.024695335
2015.2027397260274,0.015883889
2015.2849315068493,0.013851974
2015.3698630136987,0.019959925
2015.4520547945206,0.034770265
2015.5369863013698,0.07046183
2015.6219178082192,0.10365105
2015.704109589041,0.16743164
2015.7890410958903,0.13317917
2015.8712328767124,0.084744126
2015.9561643835616,0.04711224
2016.0409836065573,0.023528526
2016.122950819672,0.016938616
2016.204918032787,0.0152048115
2016.2868852459017,0.01682367
2016.3715846994535,0.02444711
2016.4535519125684,0.034459468
2016.5382513661202,0.06500028
2016.622950819672,0.13672015
2016.704918032787,0.15742561
2016.7896174863388,0.15466449
2016.8715846994535,0.10141457
2016.9562841530055,0.046481796
2017.041095890411,0.027505374
2017.1205479452055,0.019203605
2017.2027397260274,0.012244983
2017.2849315068493,0.012889088
2017.3698630136987,0.02471772
2017.4520547945206,0.047009647
2017.5369863013698,0.116237596
2017.6219178082192,0.20223959
2017.704109589041,0.22226645
2017.7890410958903,0.20135106
2017.8712328767124,0.0874244
2017.9561643835616,0.043202545
2018.041095890411,0.021656806
2018.1205479452055,0.0137942815
2018.2027397260274,0.010754929
2018.2849315068493,0.015782025
2018.3698630136987,0.023037307
2018.4520547945206,0.035726268
2018.5369863013698,0.097701244
2018.6219178082192,0.13834709
2018.704109589041,0.22516574
2018.7890410958903,0.19448629
2018.8712328767124,0.056117024
2018.9561643835616,0.024746146
2019.041095890411,0.017365605
2019.1205479452055,0.010852453
2019.2027397260274,0.009778399
2019.2849315068493,0.013269098
2019.3698630136987,0.020798745
2019.4520547945206,0.0420758
2019.5369863013698,0.069277264
2019.6219178082192,0.078361854
2019.704109589041,0.108250104
2019.7890410958903,0.103183195
2019.8712328767124,0.06696226
2019.9561643835616,0.040286608
2020.0409836065573,0.023806995
2020.122950819672,0.016299045
2020.204918032787,0.013082527
2020.2868852459017,0.017865887
2020.3715846994535,0.023886701
2020.4535519125684,0.03626294
2020.5382513661202,0.08070352
2020.622950819672,0.1629666
2020.704918032787,0.2125629
2020.7896174863388,0.19151144
2020.8715846994535,0.09937167
2020.9562841530055,0.048989706
2021.041095890411,0.02499095
2021.1205479452055,0.015518729
2021.2027397260274,0.01302046
2021.2849315068493,0.016826982
2021.3698630136987,0.02591781
2021.4520547945206,0.02785223
2021.5369863013698,0.03578933
2021.6219178082192,0.05393831
2021.704109589041,0.117755026
2021.7890410958903,0.16173384
2021.8712328767124,0.07876405
2021.9561643835616,0.041679718
2022.041095890411,0.022878062
2022.1205479452055,0.013792982
2022.2027397260274,0.011438174
2022.2849315068493,0.011654473
2022.3698630136987,0.020549929
2022.4520547945206,0.036002263
2022.5369863013698,0.056072418
2022.6219178082192,0.0896184
2022.704109589041,0.16191684
2022.7890410958903,0.20721397
2022.8712328767124,0.1367022
2022.9561643835616,0.052834395
2023.041095890411,0.03339161
2023.1205479452055,0.017756645
2023.2027397260274,0.012805751
2023.2849315068493,0.0128806215
2023.3698630136987,0.02238531
2023.4520547945206,0.034955706
2023.5369863013698,0.08044557
2023.6219178082192,0.16732366
2023.704109589041,0.2272886
2023.7890410958903,0.1586604
2023.8712328767124,0.06475436
2023.9561643835616,0.030869542
2024.0409836065573,0.021983752
2024.122950819672,0.0147389155
2024.204918032787,0.012446844
2024.2868852459017,0.01763636
2024.3715846994535,0.02717263
2024.4535519125684,0.043630447
2024.5382513661202,0.09124924
2024.622950819672,0.14586514
2024.704918032787,0.14868352
2024.7896174863388,0.1326199
2024.8715846994535,0.061537817
2024.9562841530055,0.030299637
2025.041095890411,0.01736731
2025.1205479452055,0.012767524
2025.2027397260274,0.010264764
2025.2849315068493,0.013874538
2025.3698630136987,0.024659708
2025.4520547945206,0.027405797
2025.5369863013698,0.051351126
2025.6219178082192,0.116913386
2025.704109589041,0.17218712
2025.7890410958903,0.23034382
2025.8712328767124,0.1686208
2025.9561643835616,0.06715621
2026.041095890411,0.04249111
2026.1205479452055,0.024085667
2026.2027397260274,0.01585314
2026.2849315068493,0.01585447
2026.3698630136987,0.02282003
2026.4520547945206,0.035175662
2026.5369863013698,0.060707197
2026.6219178082192,0.13270862
2026.704109589041,0.20298706
2026.7890410958903,0.16487396
2026.8712328767124,0.08261076
2026.9561643835616,0.040120605
2027.041095890411,0.020818917
2027.1205479452055,0.012741545
2027.2027397260274,0.008752363
2027.2849315068493,0.009923445
2027.3698630136987,0.019999659
2027.4520547945206,0.032861337
2027.5369863013698,0.047876608
2027.6219178082192,0.07649482
2027.704109589041,0.1567087
2027.7890410958903,0.19785754
2027.8712328767124,0.0901226
2027.9561643835616,0.04076047
2028.0409836065573,0.021911778
2028.122950819672,0.014807327
2028.204918032787,0.011607236
2028.2868852459017,0.014814183
2028.3715846994535,0.022353487
2028.4535519125684,0.038259815
2028.5382513661202,0.08163274
2028.622950819672,0.12206704
2028.704918032787,0.209488
2028.7896174863388,0.2035474
2028.8715846994535,0.07135015
2028.9562841530055,0.029318636
2029.041095890411,0.015935631
2029.1205479452055,0.01086497
2029.2027397260274,0.01047292
2029.2849315068493,0.015793307
2029.3698630136987,0.027847154
2029.4520547945206,0.035565622
2029.5369863013698,0.067893945
2029.6219178082192,0.11008542
2029.704109589041,0.20471668
2029.7890410958903,0.18230243
2029.8712328767124,0.10337289
2029.9561643835616,0.05550107
2030.041095890411,0.02827584
2030.1205479452055,0.016534843
2030.2027397260274,0.011444821
2030.2849315068493,0.01553603
2030.3698630136987,0.02291088
2030.4520547945206,0.029573634
2030.5369863013698,0.05277392
2030.6219178082192,0.12831143
2030.704109589041,0.20484398
2030.7890410958903,0.14975215
2030.8712328767124,0.0841979
2030.9561643835616,0.032929864
2031.041095890411,0.020161051
2031.1205479452055,0.013019093
2031.2027397260274,0.011930169
2031.2849315068493,0.016446188
2031.3698630136987,0.02696332
2031.4520547945206,0.038825087
2031.5369863013698,0.06877945
2031.6219178082192,0.1428951
2031.704109589041,0.22442468
2031.7890410958903,0.18699168
2031.8712328767124,0.089647464
2031.9561643835616,0.041185293
2032.0409836065573,0.025541512
2032.122950819672,0.016681585
2032.204918032787,0.01294085
2032.2868852459017,0.0154884895
2032.3715846994535,0.022839662
2032.4535519125684,0.039930135
2032.5382513661202,0.097408645
2032.622950819672,0.16318731
2032.704918032787,0.1848355
2032.7896174863388,0.1329288
2032.8715846994535,0.04940645
2032.9562841530055,0.027864937
2033.041095890411,0.017233536
2033.1205479452055,0.011820971
2033.2027397260274,0.012621808
2033.2849315068493,0.018470421
2033.3698630136987,0.02709909
2033.4520547945206,0.036960717
2033.5369863013698,0.047306612
2033.6219178082192,0.07799786
2033.704109589041,0.1559049
2033.7890410958903,0.15624358
2033.8712328767124,0.071657315
2033.9561643835616,0.034945402
2034.041095890411,0.016979268
2034.1205479452055,0.011748788
2034.2027397260274,0.011758966
2034.2849315068493,0.015880113
2034.3698630136987,0.024761137
2034.4520547945206,0.037493814
2034.5369863013698,0.059057835
2034.6219178082192,0.0808438
2034.704109589041,0.1016797
2034.7890410958903,0.11106477
2034.8712328767124,0.10682131
2034.9561643835616,0.05375519
2035.041095890411,0.03065401
2035.1205479452055,0.019911738
2035.2027397260274,0.014014214
2035.2849315068493,0.015346724
2035.3698630136987,0.024939733
2035.4520547945206,0.045394514
2035.5369863013698,0.074529715
2035.6219178082192,0.15576737
2035.704109589041,0.25503448
2035.7890410958903,0.15581042
2035.8712328767124,0.07041297
2035.9561643835616,0.033422433
2036.0409836065573,0.015676452
2036.122950819672,0.009427299
2036.204918032787,0.009241911
2036.2868852459017,0.017389487
2036.3715846994535,0.026022887
2036.4535519125684,0.03165474
2036.5382513661202,0.04220046
2036.622950819672,0.093551904
2036.704918032787,0.12050488
2036.7896174863388,0.14932583
2036.8715846994535,0.08733004
2036.9562841530055,0.036660206
2037.041095890411,0.018844875
2037.1205479452055,0.013229929
2037.2027397260274,0.010434546
2037.2849315068493,0.019074917
2037.3698630136987,0.026209246
2037.4520547945206,0.030620344
2037.5369863013698,0.05404743
2037.6219178082192,0.1542008
2037.704109589041,0.24162288
2037.7890410958903,0.22952189
2037.8712328767124,0.11159291
2037.9561643835616,0.039935213
2038.041095890411,0.021470036
2038.1205479452055,0.014622736
2038.2027397260274,0.010549565
2038.2849315068493,0.012396621
2038.3698630136987,0.02206506
2038.4520547945206,0.03290325
2038.5369863013698,0.08456854
2038.6219178082192,0.1725353
2038.704109589041,0.24310338
2038.7890410958903,0.2110001
2038.8712328767124,0.1175739
2038.9561643835616,0.05859902
2039.041095890411,0.025101729
2039.1205479452055,0.013234229
2039.2027397260274,0.010068139
2039.2849315068493,0.014271081
2039.3698630136987,0.02202651
2039.4520547945206,0.03219069
2039.5369863013698,0.050126296
2039.6219178082192,0.07305073
2039.704109589041,0.10377397
2039.7890410958903,0.10372606
2039.8712328767124,0.045607854
2039.9561643835616,0.02659302
2040.0409836065573,0.018603664
2040.122950819672,0.012875754
2040.204918032787,0.010862758
2040.2868852459017,0.019858472
2040.3715846994535,0.02954966
2040.4535519125684,0.03479656
2040.5382513661202,0.087075725
2040.622950819672,0.14269556
2040.704918032787,0.14179938
2040.7896174863388,0.10310584
2040.8715846994535,0.064842656
2040.9562841530055,0.0326299
2041.041095890411,0.017654415
2041.1205479452055,0.013240321
2041.2027397260274,0.014539234
2041.2849315068493,0.019917531
2041.3698630136987,0.027527291
2041.4520547945206,0.030378504
2041.5369863013698,0.049306627
2041.6219178082192,0.095924154
2041.704109589041,0.16865002
2041.7890410958903,0.15276031
2041.8712328767124,0.08706657
2041.9561643835616,0.042331554
2042.041095890411,0.023200046
2042.1205479452055,0.016088713
2042.2027397260274,0.014401295
2042.2849315068493,0.020721886
2042.3698630136987,0.027034538
2042.4520547945206,0.034043144
2042.5369863013698,0.049992915
2042.6219178082192,0.08855441
2042.704109589041,0.15344472
2042.7890410958903,0.18736257
2042.8712328767124,0.10858119
2042.9561643835616,0.049804524
2043.041095890411,0.019835914
2043.1205479452055,0.014533209
2043.2027397260274,0.014200099
2043.2849315068493,0.016832903
2043.3698630136987,0.027176209
2043.4520547945206,0.03964544
2043.5369863013698,0.05949352
2043.6219178082192,0.10196646
2043.704109589041,0.12537515
2043.7890410958903,0.16098958
2043.8712328767124,0.15815282
2043.9561643835616,0.062386796
2044.0409836065573,0.02875173
2044.122950819672,0.018111236
2044.204918032787,0.012824428
2044.2868852459017,0.012523117
2044.3715846994535,0.02289851
2044.4535519125684,0.032635953
2044.5382513661202,0.046647057
2044.622950819672,0.09816771
2044.704918032787,0.19243848
2044.7896174863388,0.18522255
2044.8715846994535,0.13036533
2044.9562841530055,0.043678887
2045.041095890411,0.025453573
2045.1205479452055,0.015696594
2045.2027397260274,0.012516545
2045.2849315068493,0.013316597
2045.3698630136987,0.02362682
2045.4520547945206,0.03290461
2045.5369863013698,0.05251377
2045.6219178082192,0.097462386
2045.704109589041,0.15174915
2045.7890410958903,0.12584504
2045.8712328767124,0.06616435
2045.9561643835616,0.03061049
2046.041095890411,0.019608798
2046.1205479452055,0.01114948
2046.2027397260274,0.010979052
2046.2849315068493,0.017799767
2046.3698630136987,0.025911987
2046.4520547945206,0.04027015
2046.5369863013698,0.07515106
2046.6219178082192,0.11728444
2046.704109589041,0.16188307
2046.7890410958903,0.14936516
2046.8712328767124,0.0953477
2046.9561643835616,0.040950287
2047.041095890411,0.02408667
2047.1205479452055,0.013886751
2047.2027397260274,0.011177935
2047.2849315068493,0.012749455
2047.3698630136987,0.021270048
2047.4520547945206,0.02621201
2047.5369863013698,0.03911293
2047.6219178082192,0.08181936
2047.704109589041,0.17076294
2047.7890410958903,0.1642239
2047.8712328767124,0.09376868
2047.9561643835616,0.047907684
2048.0409836065573,0.023220848
2048.122950819672,0.0129340775
2048.2049180327867,0.008895139
2048.2868852459014,0.015766336
2048.3715846994537,0.02570606
2048.4535519125684,0.036822554
2048.53825136612,0.053415727
2048.622950819672,0.09651206
2048.7049180327867,0.16928856
2048.789617486339,0.17177702
2048.8715846994537,0.10284949
2048.9562841530055,0.043157864
2049.041095890411,0.020164818
2049.1205479452055,0.013827582
2049.202739726027,0.012741413
2049.2849315068493,0.019780908
2049.3698630136987,0.0256084
2049.4520547945203,0.03144728
2049.53698630137,0.055345662
2049.621917808219,0.09652308
2049.7041095890413,0.18778843
2049.7890410958903,0.20491418
2049.8712328767124,0.12876423
2049.956164383562,0.052408483
2050.041095890411,0.025333276
2050.1205479452055,0.012958266
2050.202739726027,0.013180142
2050.2849315068493,0.016134547
2050.3698630136987,0.023688298
2050.4520547945203,0.02959951
2050.53698630137,0.0427717
2050.621917808219,0.113993675
2050.7041095890413,0.22428212
2050.7890410958903,0.18427096
2050.8712328767124,0.10028709
2050.956164383562,0.04325723
2051.041095890411,0.022852432
2051.1205479452055,0.016709942
2051.202739726027,0.013200046
2051.2849315068493,0.01600043
2051.3698630136987,0.025851894
2051.4520547945203,0.030060025
2051.53698630137,0.05072397
2051.621917808219,0.117076196
2051.7041095890413,0.24560747
2051.7890410958903,0.17825109
2051.8712328767124,0.07490831
2051.956164383562,0.034283824
2052.0409836065573,0.01794646
2052.122950819672,0.010529096
2052.2049180327867,0.009986741
2052.2868852459014,0.021148251
2052.3715846994537,0.030647593
2052.4535519125684,0.04161803
2052.53825136612,0.05688895
2052.622950819672,0.098393776
2052.7049180327867,0.12000494
2052.789617486339,0.093726344
2052.8715846994537,0.05397109
2052.9562841530055,0.03121358
2053.041095890411,0.02066949
2053.1205479452055,0.010729983
2053.202739726027,0.010660706
2053.2849315068493,0.016517911
2053.3698630136987,0.027208019
2053.4520547945203,0.035715476
2053.53698630137,0.052563723
2053.621917808219,0.10745513
2053.7041095890413,0.18744545
2053.7890410958903,0.10151974
2053.8712328767124,0.060029
2053.956164383562,0.036000106
2054.041095890411,0.024217151
2054.1205479452055,0.014250697
2054.202739726027,0.011635915
2054.2849315068493,0.02075245
2054.3698630136987,0.028026884
2054.4520547945203,0.03615944
2054.53698630137,0.05196264
2054.621917808219,0.10956497
2054.7041095890413,0.148334
