# year, N3_n_anom
2034.0383561643835,-0.037164368
2034.041095890411,-0.03685469
2034.0438356164384,-0.03610282
2034.0465753424658,-0.03533199
2034.0493150684931,-0.03516276
2034.0520547945205,-0.033527482
2034.054794520548,-0.03255349
2034.0575342465754,-0.032434065
2034.0602739726028,-0.031808563
2034.0630136986301,-0.030572474
2034.0657534246575,-0.029674403
2034.0684931506848,-0.02896797
2034.0712328767124,-0.028299492
2034.0739726027398,-0.028369829
2034.0767123287671,-0.02813799
2034.0794520547945,-0.027026929
2034.0821917808219,-0.02607515
2034.0849315068492,-0.025177035
2034.0876712328768,-0.024093881
2034.0904109589042,-0.023399513
2034.0931506849315,-0.023371924
2034.0958904109589,-0.022043847
2034.0986301369862,-0.021078829
2034.1013698630136,-0.02086201
2034.1041095890412,-0.019937377
2034.1068493150685,-0.01873891
2034.109589041096,-0.018618517
2034.1123287671232,-0.0181556
2034.1150684931506,-0.016874678
2034.1178082191782,-0.01642713
2034.1205479452055,-0.016022898
2034.123287671233,-0.016086623
2034.1260273972603,-0.016992755
2034.1287671232876,-0.016984232
2034.131506849315,-0.016361233
2034.1342465753426,-0.015793394
2034.13698630137,-0.01514281
2034.1397260273973,-0.012944482
2034.1424657534246,-0.011681445
2034.145205479452,-0.013645787
2034.1479452054793,-0.013670638
2034.150684931507,-0.012285415
2034.1534246575343,-0.010911584
2034.1561643835616,-0.0105256215
2034.158904109589,-0.010219235
2034.1616438356164,-0.008690268
2034.164383561644,-0.0083423965
2034.1671232876713,-0.008984916
2034.1698630136987,-0.008756634
2034.172602739726,-0.008021064
2034.1753424657534,-0.007964816
2034.1780821917807,-0.008132145
2034.1808219178083,-0.007612616
2034.1835616438357,-0.007789757
2034.186301369863,-0.007767368
2034.1890410958904,-0.0070579425
2034.1917808219177,-0.006639939
2034.194520547945,-0.006463278
2034.1972602739727,-0.0063610636
2034.2,-0.0064290054
2034.2027397260274,-0.0059877224
2034.2054794520548,-0.005443312
2034.2082191780821,-0.005040042
2034.2109589041097,-0.00474675
2034.213698630137,-0.0046259277
2034.2164383561644,-0.004164703
2034.2191780821918,-0.003608957
2034.2219178082191,-0.0034722276
2034.2246575342465,-0.003432557
2034.227397260274,-0.0033961385
2034.2301369863014,-0.003114093
2034.2328767123288,-0.0023409352
2034.2356164383561,-0.0020166226
2034.2383561643835,-0.0020113774
2034.2410958904109,-0.0020709708
2034.2438356164384,-0.0023661926
2034.2465753424658,-0.0025160536
2034.2493150684932,-0.0022794157
2034.2520547945205,-0.0019711107
2034.2547945205479,-0.001654759
2034.2575342465752,-0.0013557784
2034.2602739726028,-0.0007910654
2034.2630136986302,-0.00072079524
2034.2657534246575,-0.00029010698
2034.268493150685,0.0006440021
2034.2712328767122,0.000524573
2034.2739726027398,0.00075894967
2034.2767123287672,0.0012549013
2034.2794520547945,0.0012878962
2034.282191780822,0.0015731491
2034.2849315068493,0.0021244884
2034.2876712328766,0.0020514019
2034.2904109589042,0.0017999522
2034.2931506849316,0.0014331676
2034.295890410959,0.0014778115
2034.2986301369863,0.0017885342
2034.3013698630136,0.0012623258
2034.304109589041,0.0009376183
2034.3068493150686,0.0011714324
2034.309589041096,0.0013196543
2034.3123287671233,0.00081234425
2034.3150684931506,0.00094525516
2034.317808219178,0.0013966188
2034.3205479452056,0.0014219172
2034.323287671233,0.0015511066
2034.3260273972603,0.0015783496
2034.3287671232877,0.0014926717
2034.331506849315,0.0018048473
2034.3342465753424,0.0020456873
2034.33698630137,0.0016685165
2034.3397260273973,0.0012847148
2034.3424657534247,0.0010016114
2034.345205479452,0.0007980354
2034.3479452054794,0.00010846555
2034.3506849315067,-0.00048433617
2034.3534246575343,-0.00092467666
2034.3561643835617,-0.0012838766
2034.358904109589,-0.0015367568
2034.3616438356164,-0.0015220419
2034.3643835616438,-0.0016401708
2034.3671232876711,-0.002066642
2034.3698630136987,-0.002681531
2034.372602739726,-0.003170576
2034.3753424657534,-0.0042180195
2034.3780821917808,-0.0052087046
2034.3808219178081,-0.005672859
2034.3835616438357,-0.0063400455
2034.386301369863,-0.0070278645
2034.3890410958904,-0.007937126
2034.3917808219178,-0.008270519
2034.3945205479451,-0.008524349
2034.3972602739725,-0.008898983
2034.4,-0.009091228
2034.4027397260274,-0.009023808
2034.4054794520548,-0.009151647
2034.4082191780822,-0.009532243
2034.4109589041095,-0.009911686
2034.4136986301369,-0.01255572
2034.4164383561645,-0.014109332
2034.4191780821918,-0.017736167
2034.4219178082192,-0.025056638
2034.4246575342465,-0.031719998
2034.427397260274,-0.03656491
2034.4301369863015,-0.039757416
2034.4328767123288,-0.046761468
2034.4356164383562,-0.048989654
2034.4383561643835,-0.049237236
2034.441095890411,-0.04498613
2034.4438356164383,-0.04419106
2034.4465753424658,-0.046095725
2034.4493150684932,-0.047263227
2034.4520547945206,-0.046529647
2034.454794520548,-0.045241576
2034.4575342465753,-0.043178417
2034.4602739726026,-0.042162728
2034.4630136986302,-0.04279571
2034.4657534246576,-0.042409375
2034.468493150685,-0.042026564
2034.4712328767123,-0.042961035
2034.4739726027397,-0.044476856
2034.4767123287672,-0.048711345
2034.4794520547946,-0.051442746
2034.482191780822,-0.052651104
2034.4849315068493,-0.05375014
2034.4876712328767,-0.052040093
2034.490410958904,-0.050864816
2034.4931506849316,-0.04864201
2034.495890410959,-0.046491437
2034.4986301369863,-0.04335864
2034.5013698630137,-0.04047925
2034.504109589041,-0.03840564
2034.5068493150684,-0.03732061
2034.509589041096,-0.035904534
2034.5123287671233,-0.03706859
2034.5150684931507,-0.037864074
2034.517808219178,-0.038873497
2034.5205479452054,-0.04124547
2034.5232876712328,-0.044739183
2034.5260273972603,-0.048343744
2034.5287671232877,-0.048663132
2034.531506849315,-0.049472645
2034.5342465753424,-0.05005157
2034.5369863013698,-0.050466422
2034.5397260273974,-0.051806893
2034.5424657534247,-0.05363786
2034.545205479452,-0.055131573
2034.5479452054794,-0.057851028
2034.5506849315068,-0.06102686
2034.5534246575342,-0.06466946
2034.5561643835617,-0.0680339
2034.558904109589,-0.07073451
2034.5616438356165,-0.07531172
2034.5643835616438,-0.08204001
2034.5671232876712,-0.0853295
2034.5698630136985,-0.08698683
2034.572602739726,-0.08983872
2034.5753424657535,-0.09193325
2034.5780821917808,-0.092108496
2034.5808219178082,-0.09046075
2034.5835616438355,-0.09003508
2034.5863013698631,-0.09012608
2034.5890410958905,-0.08922188
2034.5917808219178,-0.08919803
2034.5945205479452,-0.09040772
2034.5972602739726,-0.0954715
2034.6,-0.101257056
2034.6027397260275,-0.10418348
2034.6054794520549,-0.11063151
2034.6082191780822,-0.12003687
2034.6109589041096,-0.13118936
2034.613698630137,-0.14534608
2034.6164383561643,-0.1569229
2034.6191780821919,-0.16501434
2034.6219178082192,-0.1771261
2034.6246575342466,-0.1904624
2034.627397260274,-0.1993686
2034.6301369863013,-0.20229931
2034.6328767123289,-0.20853026
2034.6356164383562,-0.22076683
2034.6383561643836,-0.23635344
2034.641095890411,-0.2450195
2034.6438356164383,-0.2528419
2034.6465753424657,-0.2730243
2034.6493150684933,-0.28637218
2034.6520547945206,-0.2995485
2034.654794520548,-0.3214148
2034.6575342465753,-0.33541423
2034.6602739726027,-0.3387236
2034.66301369863,-0.34223896
2034.6657534246576,-0.35033613
2034.668493150685,-0.36615756
2034.6712328767123,-0.3827816
2034.6739726027397,-0.39140946
2034.676712328767,-0.39798337
2034.6794520547944,-0.41090044
2034.682191780822,-0.4227501
2034.6849315068494,-0.42751837
2034.6876712328767,-0.4395605
2034.690410958904,-0.45536417
2034.6931506849314,-0.46734744
2034.695890410959,-0.47655034
2034.6986301369864,-0.47845072
2034.7013698630137,-0.4753352
2034.704109589041,-0.474876
2034.7068493150684,-0.47785586
2034.7095890410958,-0.48652226
2034.7123287671234,-0.49957424
2034.7150684931507,-0.5057889
2034.717808219178,-0.5059111
2034.7205479452055,-0.5086831
2034.7232876712328,-0.509171
2034.7260273972602,-0.5161611
2034.7287671232878,-0.52179986
2034.731506849315,-0.5364215
2034.7342465753425,-0.5428258
2034.7369863013698,-0.5318364
2034.7397260273972,-0.5266923
2034.7424657534248,-0.528018
2034.7452054794521,-0.5327905
2034.7479452054795,-0.5388171
2034.7506849315068,-0.5443044
2034.7534246575342,-0.5497014
2034.7561643835616,-0.55450785
2034.7589041095891,-0.5578171
2034.7616438356165,-0.55473244
2034.7643835616439,-0.55019397
2034.7671232876712,-0.55938244
2034.7698630136986,-0.5559179
2034.772602739726,-0.5370769
2034.7753424657535,-0.5252881
2034.7780821917809,-0.5253431
2034.7808219178082,-0.5189715
2034.7835616438356,-0.49862283
2034.786301369863,-0.48634842
2034.7890410958903,-0.48661274
2034.7917808219179,-0.4845224
2034.7945205479452,-0.48046732
2034.7972602739726,-0.47197253
2034.8,-0.45957366
2034.8027397260273,-0.44537738
2034.805479452055,-0.42790186
2034.8082191780823,-0.4108361
2034.8109589041096,-0.3889909
2034.813698630137,-0.37802103
2034.8164383561643,-0.37566942
2034.8191780821917,-0.368999
2034.8219178082193,-0.3559277
2034.8246575342466,-0.34366688
2034.827397260274,-0.33556473
2034.8301369863013,-0.33128744
2034.8328767123287,-0.31998855
2034.835616438356,-0.31346887
