# year, Ptot_c_result
2057.7041095890413,16.953434
2057.7890410958903,15.643498
2057.8712328767124,10.711088
2057.956164383562,7.5197086
2058.041095890411,4.591324
2058.1205479452055,3.4721262
2058.202739726027,3.3877542
2058.2849315068493,4.231949
2058.3698630136987,5.06277
2058.4520547945203,5.9689856
2058.53698630137,9.058616
2058.621917808219,16.62331
2058.7041095890413,20.910526
2058.7890410958903,22.879488
2058.8712328767124,15.199961
2058.956164383562,8.400206
2059.041095890411,4.9415736
2059.1205479452055,3.2022748
2059.202739726027,2.4969993
2059.2849315068493,3.1054516
2059.3698630136987,4.3394756
2059.4520547945203,4.943981
2059.53698630137,5.2238555
2059.621917808219,10.858886
2059.7041095890413,14.599969
2059.7890410958903,15.555034
2059.8712328767124,10.478233
2059.956164383562,6.69484
2060.0409836065573,4.19241
2060.122950819672,3.1476717
2060.2049180327867,3.1528623
2060.2868852459014,4.240616
2060.3715846994537,5.4236217
2060.4535519125684,5.526669
2060.53825136612,7.4439325
2060.622950819672,10.86627
2060.7049180327867,18.14353
2060.789617486339,15.634864
2060.8715846994537,8.832045
2060.9562841530055,5.8775854
2061.041095890411,4.0232034
2061.1205479452055,2.946088
2061.202739726027,3.1045942
2061.2849315068493,4.529712
2061.3698630136987,5.471761
2061.4520547945203,6.430994
2061.53698630137,6.628002
2061.621917808219,9.142411
2061.7041095890413,15.026399
2061.7890410958903,14.67875
2061.8712328767124,10.385184
2061.956164383562,6.112192
2062.041095890411,3.563927
2062.1205479452055,2.1595774
2062.202739726027,2.3412383
2062.2849315068493,3.5403547
2062.3698630136987,4.5828695
2062.4520547945203,5.319351
2062.53698630137,6.444825
2062.621917808219,11.102257
2062.7041095890413,19.031656
2062.7890410958903,17.405674
2062.8712328767124,8.872317
2062.956164383562,5.8668633
2063.041095890411,4.101313
2063.1205479452055,3.219875
2063.202739726027,3.415377
2063.2849315068493,4.4420834
2063.3698630136987,5.6082506
2063.4520547945203,6.050494
2063.53698630137,7.0601277
2063.621917808219,10.577398
2063.7041095890413,14.386221
2063.7890410958903,17.151514
2063.8712328767124,15.6599
2063.956164383562,9.537153
2064.0409836065573,5.2603245
2064.122950819672,3.3023767
2064.2049180327867,2.4812005
2064.2868852459014,2.9077072
2064.3715846994537,4.6576886
2064.4535519125684,5.6828594
2064.53825136612,6.9219084
2064.622950819672,11.47877
2064.7049180327867,17.822302
2064.789617486339,17.387188
2064.8715846994537,9.826906
2064.9562841530055,6.0047026
2065.041095890411,4.1292458
2065.1205479452055,2.9125018
2065.202739726027,2.9188666
2065.2849315068493,4.3672276
2065.3698630136987,5.7784677
2065.4520547945203,6.600545
2065.53698630137,7.698564
2065.621917808219,10.110859
2065.7041095890413,15.313983
2065.7890410958903,17.233034
2065.8712328767124,10.020686
2065.956164383562,5.8215947
2066.041095890411,3.510233
2066.1205479452055,2.7691662
2066.202739726027,3.0711706
2066.2849315068493,4.7303505
2066.3698630136987,5.625614
2066.4520547945203,5.3656034
2066.53698630137,6.6694036
2066.621917808219,11.179
2066.7041095890413,15.707832
2066.7890410958903,17.55303
2066.8712328767124,13.2709
2066.956164383562,8.075105
2067.041095890411,4.9139724
2067.1205479452055,3.6192834
2067.202739726027,2.92835
2067.2849315068493,2.967455
2067.3698630136987,4.336687
2067.4520547945203,4.64362
2067.53698630137,5.328057
2067.621917808219,10.377215
2067.7041095890413,19.631369
2067.7890410958903,19.4111
2067.8712328767124,11.731789
2067.956164383562,6.492095
2068.0409836065573,4.103567
2068.122950819672,2.9920073
2068.2049180327867,3.4220707
2068.2868852459014,5.0744996
2068.3715846994537,5.772748
2068.4535519125684,5.417925
2068.53825136612,6.3301992
2068.622950819672,10.33481
2068.7049180327867,11.638623
2068.789617486339,13.599576
2068.8715846994537,10.245136
2068.9562841530055,6.8047423
2069.041095890411,4.4000597
2069.1205479452055,3.160122
2069.202739726027,3.2990375
2069.2849315068493,4.830004
2069.3698630136987,5.5634227
2069.4520547945203,5.684558
2069.53698630137,7.49944
2069.621917808219,13.512468
2069.7041095890413,19.236773
2069.7890410958903,16.970835
2069.8712328767124,10.542226
2069.956164383562,6.745629
2070.041095890411,4.599031
2070.1205479452055,3.3039505
2070.202739726027,3.5855467
2070.2849315068493,4.852517
2070.3698630136987,5.5406666
2070.4520547945203,6.0401316
2070.53698630137,6.325752
2070.621917808219,8.143831
2070.7041095890413,13.523985
2070.7890410958903,14.471856
2070.8712328767124,11.994226
2070.956164383562,7.141706
