# year, so_abs_anom
1976.3879781420765,0.46577072
1976.3907103825136,0.45687866
1976.3934426229507,0.4361
1976.396174863388,0.45228958
1976.3989071038252,0.4597702
1976.4016393442623,0.45135498
1976.4043715846994,0.44337463
1976.4071038251366,0.43606567
1976.4098360655737,0.42299652
1976.4125683060108,0.42752457
1976.4153005464482,0.5468712
1976.4180327868853,0.5431671
1976.4207650273224,0.55830765
1976.4234972677596,0.57328415
1976.4262295081967,0.5729904
1976.4289617486338,0.5613632
1976.431693989071,0.55361176
1976.4344262295083,0.542923
1976.4371584699454,0.5419388
1976.4398907103825,0.5342674
1976.4426229508197,0.50798035
1976.4453551912568,0.5011101
1976.448087431694,0.50780106
1976.450819672131,0.51348877
1976.4535519125684,0.5027962
1976.4562841530055,0.5021553
1976.4590163934427,0.49894714
1976.4617486338798,0.4979248
1976.464480874317,0.4940834
1976.467213114754,0.48991013
1976.4699453551912,0.48383713
1976.4726775956285,0.47883987
1976.4754098360656,0.47383118
1976.4781420765028,0.46749496
1976.48087431694,0.46289825
1976.483606557377,0.45560455
1976.4863387978141,0.44755173
1976.4890710382513,0.43657684
1976.4918032786886,0.43079376
1976.4945355191257,0.43535614
1976.4972677595629,0.46081543
1976.5,0.46307755
1976.5027322404371,0.46715927
1976.5054644808743,0.47301102
1976.5081967213114,0.47106552
1976.5109289617487,0.46596527
1976.5136612021859,0.4620018
1976.516393442623,0.46245956
1976.51912568306,0.46185303
1976.5218579234972,0.45823288
1976.5245901639344,0.4515152
1976.5273224043715,0.44495773
1976.5300546448088,0.44555664
1976.532786885246,0.44667816
1976.535519125683,0.44613647
1976.5382513661202,0.447155
1976.5409836065573,0.44403076
1976.5437158469945,0.44078445
1976.5464480874316,0.44171524
1976.549180327869,0.4391594
1976.551912568306,0.43252945
1976.5546448087432,0.43177032
1976.5573770491803,0.43293762
1976.5601092896175,0.4327469
1976.5628415300546,0.4290619
1976.5655737704917,0.42355728
1976.568306010929,0.4189186
1976.5710382513662,0.41483688
1976.5737704918033,0.40779877
1976.5765027322404,0.40826035
1976.5792349726776,0.41002655
1976.5819672131147,0.35973358
1976.5846994535518,0.36204147
1976.5874316939892,0.36099625
1976.5901639344263,0.3583908
1976.5928961748634,0.3582039
1976.5956284153006,0.35785294
1976.5983606557377,0.35027313
1976.6010928961748,0.34467697
1976.603825136612,0.34685135
1976.6065573770493,0.3435669
1976.6092896174864,0.33934402
1976.6120218579235,0.33748245
1976.6147540983607,0.33465195
1976.6174863387978,0.3368683
1976.620218579235,0.33756256
1976.622950819672,0.33154297
1976.6256830601094,0.3256111
1976.6284153005465,0.3254013
1976.6311475409836,0.3291092
1976.6338797814208,0.3274727
1976.636612021858,0.32556915
1976.639344262295,0.32121658
1976.6420765027322,0.31699753
1976.6448087431695,0.3126297
1976.6475409836066,0.3117485
1976.6502732240438,0.31351852
1976.6530054644809,0.3149414
1976.655737704918,0.30897903
1976.6584699453551,0.30397034
1976.6612021857923,0.3053589
1976.6639344262296,0.3032303
1976.6666666666667,0.2612648
1976.6693989071039,0.26007843
1976.672131147541,0.25457382
1976.6748633879781,0.25268555
1976.6775956284152,0.2530632
1976.6803278688524,0.24688339
1976.6830601092897,0.24337769
1976.6857923497269,0.24220276
1976.688524590164,0.23786926
1976.691256830601,0.23361206
1976.6939890710382,0.2304802
1976.6967213114754,0.2251625
1976.6994535519125,0.22120285
1976.7021857923498,0.2179718
1976.704918032787,0.21688461
1976.707650273224,0.21623993
1976.7103825136612,0.2154808
1976.7131147540983,0.21446228
1976.7158469945355,0.21233368
1976.7185792349726,0.20973206
1976.72131147541,0.20591354
1976.724043715847,0.20724487
1976.7267759562842,0.20626068
1976.7295081967213,0.19999313
1976.7322404371585,0.19741058
1976.7349726775956,0.1975174
1976.7377049180327,0.19322968
1976.74043715847,0.19070816
1976.7431693989072,0.19106293
1976.7459016393443,0.18735123
1976.7486338797814,0.17277527
1976.7513661202186,0.17656708
1976.7540983606557,0.17458344
1976.7568306010928,0.16906738
1976.75956284153,0.16651535
1976.7622950819673,0.16891098
1976.7650273224044,0.16805267
1976.7677595628415,0.16394424
1976.7704918032787,0.16489792
1976.7732240437158,0.16425705
1976.775956284153,0.16099548
1976.77868852459,0.16082382
1976.7814207650274,0.15851974
1976.7841530054645,0.15737152
1976.7868852459017,0.15964508
1976.7896174863388,0.16197205
1976.792349726776,0.15978622
1976.795081967213,0.16131973
1976.7978142076502,0.16427994
1976.8005464480875,0.16119003
1976.8032786885246,0.16082
1976.8060109289618,0.16566086
1976.808743169399,0.16273499
1976.811475409836,0.16266632
1976.8142076502731,0.1678276
1976.8169398907103,0.16497803
1976.8196721311476,0.16358185
1976.8224043715848,0.16949844
1976.8251366120219,0.17046738
1976.827868852459,0.16978455
1976.8306010928961,0.1712799
1976.8333333333333,0.143219
1976.8360655737704,0.1435585
1976.8387978142077,0.14134598
1976.8415300546449,0.1387062
1976.844262295082,0.14640427
1976.8469945355191,0.14883423
1976.8497267759562,0.14249802
1976.8524590163934,0.14636993
1976.8551912568305,0.14829636
1976.8579234972678,0.14829254
1976.860655737705,0.1515503
1976.863387978142,0.15195084
1976.8661202185792,0.14919662
1976.8688524590164,0.1564331
1976.8715846994535,0.16231155
1976.8743169398906,0.15964127
1976.877049180328,0.16680908
1976.879781420765,0.17121506
1976.8825136612022,0.16967773
1976.8852459016393,0.17460251
1976.8879781420765,0.17719269
1976.8907103825136,0.17949677
1976.8934426229507,0.18688583
1976.896174863388,0.19409943
1976.8989071038252,0.19807816
1976.9016393442623,0.20644379
1976.9043715846994,0.20915985
1976.9071038251366,0.20460892
1976.9098360655737,0.17185974
1976.9125683060108,0.19543839
1976.9153005464482,0.24512482
1976.9180327868853,0.23615646
1976.9207650273224,0.24009705
1976.9234972677596,0.23723602
1976.9262295081967,0.23394394
1976.9289617486338,0.2500763
1976.931693989071,0.2575302
1976.9344262295083,0.2732544
1976.9371584699454,0.2826805
1976.9398907103825,0.28849792
1976.9426229508197,0.29408264
1976.9453551912568,0.29540634
1976.948087431694,0.29805756
1976.950819672131,0.29394913
1976.9535519125684,0.30451965
1976.9562841530055,0.30557632
1976.9590163934427,0.30965424
1976.9617486338798,0.3041687
1976.964480874317,0.30340958
1976.967213114754,0.31309128
1976.9699453551912,0.32213974
1976.9726775956285,0.32255173
1976.9754098360656,0.32466125
1976.9781420765028,0.33106232
1976.98087431694,0.3418541
1976.983606557377,0.34315872
1976.9863387978141,0.34395218
1976.9890710382513,0.34584808
1976.9918032786886,0.3498001
1976.9945355191257,0.35982895
1976.9972677595629,0.36144638
1977.0,0.32091522
1977.0027397260274,0.3323555
1977.0054794520547,0.3254242
1977.0082191780823,0.31168747
1977.0109589041097,0.3095894
1977.013698630137,0.30613327
1977.0164383561644,0.3019333
1977.0191780821917,0.29825974
1977.021917808219,0.2954712
1977.0246575342467,0.29353333
1977.027397260274,0.2903061
1977.0301369863014,0.27729797
1977.0328767123287,0.25888062
1977.035616438356,0.25284195
1977.0383561643835,0.1939621
1977.041095890411,0.21288681
1977.0438356164384,0.25995255
1977.0465753424658,0.2577324
1977.0493150684931,0.24643326
1977.0520547945205,0.24302673
1977.054794520548,0.2391777
1977.0575342465754,0.24648285
1977.0602739726028,0.25398254
1977.0630136986301,0.25117874
1977.0657534246575,0.23628998
1977.0684931506848,0.21334839
1977.0712328767124,0.21751785
1977.0739726027398,0.19614029
1977.0767123287671,0.17811966
1977.0794520547945,0.15180588
1977.0821917808219,0.18593979
1977.0849315068492,0.1892662
1977.0876712328768,0.18504715
1977.0904109589042,0.20595169
1977.0931506849315,0.21668243
1977.0958904109589,0.22768402
1977.0986301369862,0.23951721
1977.1013698630136,0.25815964
1977.1041095890412,0.26294708
1977.1068493150685,0.25720596
1977.109589041096,0.25388336
1977.1123287671232,0.28294754
1977.1150684931506,0.28466034
1977.1178082191782,0.28442764
1977.1205479452055,0.30087662
1977.123287671233,0.32347107
1977.1260273972603,0.3370819
1977.1287671232876,0.3435173
1977.131506849315,0.31346893
1977.1342465753426,0.21027374
1977.13698630137,0.2322197
1977.1397260273973,0.26399994
1977.1424657534246,0.18882751
1977.145205479452,0.2795868
1977.1479452054793,0.30243683
1977.150684931507,0.29426193
1977.1534246575343,0.27126694
1977.1561643835616,0.31203842
1977.158904109589,0.31295776
1977.1616438356164,0.26607895
1977.164383561644,0.24563217
1977.1671232876713,0.3092575
1977.1698630136987,0.32188416
1977.172602739726,0.25403214
1977.1753424657534,0.2756424
1977.1780821917807,0.30620193
1977.1808219178083,0.30501175
1977.1835616438357,0.28223038
1977.186301369863,0.26697922
1977.1890410958904,0.24435425
1977.1917808219177,0.21655273
1977.194520547945,0.26709366
1977.1972602739727,0.2583351
1977.2,0.30143738
1977.2027397260274,0.29278946
1977.2054794520548,0.2496872
1977.2082191780821,0.2184372
1977.2109589041097,0.27225494
1977.213698630137,0.24210358
1977.2164383561644,0.19715118
1977.2191780821918,0.24784088
1977.2219178082191,0.27602386
1977.2246575342465,0.3062439
1977.227397260274,0.29906845
1977.2301369863014,0.29125214
1977.2328767123288,0.29021072
1977.2356164383561,0.29964066
1977.2383561643835,0.30285645
1977.2410958904109,0.27086258
1977.2438356164384,0.29943848
1977.2465753424658,0.3092003
1977.2493150684932,0.33544922
1977.2520547945205,0.33227158
1977.2547945205479,0.3259163
1977.2575342465752,0.326046
1977.2602739726028,0.28518677
1977.2630136986302,0.25258636
1977.2657534246575,0.32888412
1977.268493150685,0.32471466
1977.2712328767122,0.3210144
1977.2739726027398,0.33650208
1977.2767123287672,0.31889725
1977.2794520547945,0.23514938
1977.282191780822,0.2947464
1977.2849315068493,0.24297714
1977.2876712328766,0.31524277
1977.2904109589042,0.28284454
1977.2931506849316,0.24727249
1977.295890410959,0.28199768
1977.2986301369863,0.2861023
1977.3013698630136,0.27968597
1977.304109589041,0.31027603
1977.3068493150686,0.30603027
1977.309589041096,0.32924652
1977.3123287671233,0.34126663
1977.3150684931506,0.33691406
1977.317808219178,0.31941986
1977.3205479452056,0.3274994
1977.323287671233,0.31962585
1977.3260273972603,0.30439758
1977.3287671232877,0.29675293
1977.331506849315,0.28250504
1977.3342465753424,0.20131683
1977.33698630137,0.21834946
1977.3397260273973,0.27006912
1977.3424657534247,0.2402687
1977.345205479452,0.23724365
1977.3479452054794,0.25514603
1977.3506849315067,0.26958847
1977.3534246575343,0.27772903
1977.3561643835617,0.24837875
1977.358904109589,0.26706696
1977.3616438356164,0.27249908
1977.3643835616438,0.29781723
1977.3671232876711,0.300869
1977.3698630136987,0.29248047
1977.372602739726,0.2859497
1977.3753424657534,0.28595352
1977.3780821917808,0.2780342
1977.3808219178081,0.28684235
1977.3835616438357,0.28235245
1977.386301369863,0.2586174
1977.3890410958904,0.2417984
1977.3917808219178,0.26829147
1977.3945205479451,0.27114105
1977.3972602739725,0.27325058
1977.4,0.2636261
1977.4027397260274,0.2640152
1977.4054794520548,0.27859497
1977.4082191780822,0.2658043
1977.4109589041095,0.26008987
1977.4136986301369,0.249794
1977.4164383561645,0.24883652
1977.4191780821918,0.24401474
1977.4219178082192,0.25066757
1977.4246575342465,0.25478363
1977.427397260274,0.23289871
1977.4301369863015,0.22320175
1977.4328767123288,0.21399307
1977.4356164383562,0.20278549
1977.4383561643835,0.18452072
1977.441095890411,0.19626999
1977.4438356164383,0.18862534
1977.4465753424658,0.17886353
1977.4493150684932,0.1744957
1977.4520547945206,0.17421722
1977.454794520548,0.17305374
1977.4575342465753,0.16373825
1977.4602739726026,0.15707016
1977.4630136986302,0.15495682
1977.4657534246576,0.15532303
1977.468493150685,0.15665054
1977.4712328767123,0.15786362
1977.4739726027397,0.15736008
1977.4767123287672,0.1506958
1977.4794520547946,0.15078354
1977.482191780822,0.15123749
1977.4849315068493,0.1533699
1977.4876712328767,0.15699005
1977.490410958904,0.15403366
1977.4931506849316,0.14608002
1977.495890410959,0.1404686
1977.4986301369863,0.14118576
1977.5013698630137,0.14190292
1977.504109589041,0.13406754
1977.5068493150684,0.124889374
1977.509589041096,0.12609482
1977.5123287671233,0.12529373
1977.5150684931507,0.11981201
1977.517808219178,0.114284515
1977.5205479452054,0.11763382
1977.5232876712328,0.123184204
1977.5260273972603,0.11947632
1977.5287671232877,0.11000061
1977.531506849315,0.10493851
1977.5342465753424,0.103752136
1977.5369863013698,0.106594086
1977.5397260273974,0.10549545
1977.5424657534247,0.09968567
1977.545205479452,0.09316635
1977.5479452054794,0.08904266
1977.5506849315068,0.08558655
1977.5534246575342,0.08167267
1977.5561643835617,0.0754509
1977.558904109589,0.07451248
1977.5616438356165,0.07471466
1977.5643835616438,0.07468796
1977.5671232876712,0.07287598
1977.5698630136985,0.07015228
1977.572602739726,0.07226181
1977.5753424657535,0.069381714
1977.5780821917808,0.06506729
1977.5808219178082,0.070171356
1977.5835616438355,0.067035675
1977.5863013698631,0.06203842
1977.5890410958905,0.059196472
1977.5917808219178,0.058338165
1977.5945205479452,0.057884216
1977.5972602739726,0.057121277
1977.6,0.05450821
1977.6027397260275,0.04819107
1977.6054794520549,0.04153061
1977.6082191780822,0.034679413
1977.6109589041096,0.024738312
1977.613698630137,0.017551422
1977.6164383561643,0.013534546
1977.6191780821919,0.009868622
1977.6219178082192,0.005908966
1977.6246575342466,0.0036201477
1977.627397260274,0.004081726
1977.6301369863013,0.0017700195
1977.6328767123289,0.00039291382
1977.6356164383562,0.0041999817
1977.6383561643836,0.0056762695
1977.641095890411,0.0020446777
1977.6438356164383,-0.0002593994
1977.6465753424657,-0.0004348755
1977.6493150684933,-0.0042266846
1977.6520547945206,-0.0069732666
1977.654794520548,-0.00548172
1977.6575342465753,-0.007762909
1977.6602739726027,-0.01026535
1977.66301369863,-0.009483337
1977.6657534246576,-0.0031280518
1977.668493150685,-0.0008049011
1977.6712328767123,-0.00012207031
1977.6739726027397,-7.6293945e-05
1977.676712328767,0.0019226074
1977.6794520547944,0.0024719238
1977.682191780822,0.001247406
1977.6849315068494,0.0061798096
1977.6876712328767,0.011306763
1977.690410958904,0.009780884
1977.6931506849314,0.01266098
1977.695890410959,0.02061081
1977.6986301369864,0.02666092
1977.7013698630137,0.029083252
1977.704109589041,0.038272858
1977.7068493150684,0.0525856
1977.7095890410958,0.05399704
1977.7123287671234,0.05438614
1977.7150684931507,0.05903244
1977.717808219178,0.060920715
1977.7205479452055,0.06342697
1977.7232876712328,0.06745529
1977.7260273972602,0.07052231
1977.7287671232878,0.07297897
1977.731506849315,0.08155441
1977.7342465753425,0.08667755
1977.7369863013698,0.08594513
1977.7397260273972,0.08621597
1977.7424657534248,0.09032822
1977.7452054794521,0.0945282
1977.7479452054795,0.09909439
1977.7506849315068,0.0966835
1977.7534246575342,0.098602295
1977.7561643835616,0.09716034
1977.7589041095891,0.09445572
1977.7616438356165,0.09477615
1977.7643835616439,0.0989418
1977.7671232876712,0.10308838
1977.7698630136986,0.101818085
1977.772602739726,0.10274887
1977.7753424657535,0.104652405
1977.7780821917809,0.10425186
1977.7808219178082,0.10802078
1977.7835616438356,0.11063385
1977.786301369863,0.11200714
1977.7890410958903,0.11423874
1977.7917808219179,0.11548996
1977.7945205479452,0.11516571
1977.7972602739726,0.116127014
1977.8,0.1141243
1977.8027397260273,0.11279297
1977.805479452055,0.1125679
1977.8082191780823,0.11531067
1977.8109589041096,0.117134094
1977.813698630137,0.119384766
1977.8164383561643,0.12443924
1977.8191780821917,0.12634659
1977.8219178082193,0.12274933
1977.8246575342466,0.11501312
1977.827397260274,0.10828018
1977.8301369863013,0.10526276
1977.8328767123287,0.10590744
1977.835616438356,0.09759903
1977.8383561643836,0.091781616
1977.841095890411,0.08505249
1977.8438356164384,0.07190704
1977.8465753424657,0.06851578
1977.849315068493,0.05848694
1977.8520547945207,0.040668488
1977.854794520548,0.035835266
1977.8575342465754,0.03372574
1977.8602739726027,0.024215698
1977.86301369863,0.01051712
1977.8657534246574,0.0005683899
1977.868493150685,-0.013557434
1977.8712328767124,-0.027973175
1977.8739726027397,-0.03735733
1977.876712328767,-0.05117035
1977.8794520547945,-0.06648636
1977.8821917808218,-0.08808899
1977.8849315068494,-0.095897675
1977.8876712328768,-0.093761444
1977.890410958904,-0.10391617
1977.8931506849315,-0.11897659
1977.8958904109588,-0.13479614
1977.8986301369864,-0.15786743
1977.9013698630138,-0.16023636
1977.9041095890411,-0.16688538
1977.9068493150685,-0.17097855
1977.9095890410958,-0.17567062
1977.9123287671232,-0.18323898
1977.9150684931508,-0.19976425
1977.9178082191781,-0.22198868
1977.9205479452055,-0.2318306
1977.9232876712329,-0.22677994
1977.9260273972602,-0.22758484
1977.9287671232876,-0.24215317
1977.9315068493152,-0.26652145
1977.9342465753425,-0.27581787
1977.9369863013699,-0.27542496
1977.9397260273972,-0.27398682
1977.9424657534246,-0.28744507
1977.945205479452,-0.29671097
1977.9479452054795,-0.28412247
1977.9506849315069,-0.27706528
1977.9534246575342,-0.27718353
1977.9561643835616,-0.27507782
1977.958904109589,-0.2625618
1977.9616438356165,-0.26162338
1977.964383561644,-0.26052856
1977.9671232876713,-0.24816513
1977.9698630136986,-0.25395966
1977.972602739726,-0.25245667
1977.9753424657533,-0.23921585
1977.978082191781,-0.23079681
1977.9808219178083,-0.24136734
1977.9835616438356,-0.2482109
1977.986301369863,-0.23267746
1977.9890410958903,-0.23114395
1977.9917808219177,-0.23397446
1977.9945205479453,-0.21644592
1977.9972602739726,-0.21567154
1978.0,-0.26905823
1978.0027397260274,-0.25797653
1978.0054794520547,-0.25786972
1978.0082191780823,-0.255764
1978.0109589041097,-0.260067
1978.013698630137,-0.25803757
1978.0164383561644,-0.24591446
1978.0191780821917,-0.2521515
1978.021917808219,-0.24792862
1978.0246575342467,-0.22335052
1978.027397260274,-0.21156693
1978.0301369863014,-0.21455002
1978.0328767123287,-0.20685959
1978.035616438356,-0.20606232
1978.0383561643835,-0.2042427
1978.041095890411,-0.19740295
1978.0438356164384,-0.18194199
1978.0465753424658,-0.18390274
1978.0493150684931,-0.18827438
1978.0520547945205,-0.17015076
1978.054794520548,-0.18418121
1978.0575342465754,-0.22065353
1978.0602739726028,-0.20541
1978.0630136986301,-0.20797348
1978.0657534246575,-0.21753693
1978.0684931506848,-0.19355392
1978.0712328767124,-0.19592285
1978.0739726027398,-0.19896698
1978.0767123287671,-0.18855667
1978.0794520547945,-0.19723892
1978.0821917808219,-0.22320938
1978.0849315068492,-0.20986938
1978.0876712328768,-0.28884888
1978.0904109589042,-0.2991104
1978.0931506849315,-0.25387192
1978.0958904109589,-0.20104599
1978.0986301369862,-0.24069214
1978.1013698630136,-0.24951172
1978.1041095890412,-0.18290329
1978.1068493150685,-0.18374634
1978.109589041096,-0.18984604
1978.1123287671232,-0.16160202
1978.1150684931506,-0.15421295
1978.1178082191782,-0.1757698
1978.1205479452055,-0.16699982
1978.123287671233,-0.20398712
1978.1260273972603,-0.17184448
1978.1287671232876,-0.14834595
1978.131506849315,-0.15358734
1978.1342465753426,-0.14953613
1978.13698630137,-0.13409042
1978.1397260273973,-0.12392807
1978.1424657534246,-0.15891266
1978.145205479452,-0.2526474
1978.1479452054793,-0.16280365
1978.150684931507,-0.16143799
1978.1534246575343,-0.182827
1978.1561643835616,-0.1520958
1978.158904109589,-0.14899063
1978.1616438356164,-0.17884064
1978.164383561644,-0.18304443
1978.1671232876713,-0.16073608
1978.1698630136987,-0.16868973
1978.172602739726,-0.18737793
1978.1753424657534,-0.17281723
1978.1780821917807,-0.18565369
1978.1808219178083,-0.18476105
1978.1835616438357,-0.18710709
1978.186301369863,-0.22700119
1978.1890410958904,-0.15619278
1978.1917808219177,-0.10831833
1978.194520547945,-0.14268112
1978.1972602739727,-0.1427269
1978.2,-0.10235977
1978.2027397260274,-0.106529236
1978.2054794520548,-0.09975815
1978.2082191780821,-0.08195114
1978.2109589041097,-0.0753746
1978.213698630137,-0.065891266
1978.2164383561644,-0.07697296
1978.2191780821918,-0.16313934
1978.2219178082191,-0.16902924
1978.2246575342465,-0.09267044
1978.227397260274,-0.098472595
1978.2301369863014,-0.10551834
1978.2328767123288,-0.10004425
1978.2356164383561,-0.11801529
1978.2383561643835,-0.15348816
1978.2410958904109,-0.111270905
1978.2438356164384,-0.09584808
1978.2465753424658,-0.17983627
1978.2493150684932,-0.12945175
1978.2520547945205,-0.077877045
1978.2547945205479,-0.09876251
1978.2575342465752,-0.09595108
1978.2602739726028,-0.056697845
1978.2630136986302,-0.08427048
1978.2657534246575,-0.07438278
1978.268493150685,-0.077510834
1978.2712328767122,-0.0888176
1978.2739726027398,-0.1373024
1978.2767123287672,-0.108688354
1978.2794520547945,-0.080574036
1978.282191780822,-0.08703995
1978.2849315068493,-0.0983696
1978.2876712328766,-0.092659
1978.2904109589042,-0.08673477
1978.2931506849316,-0.11325836
1978.295890410959,-0.12694168
1978.2986301369863,-0.13566971
1978.3013698630136,-0.15336609
1978.304109589041,-0.13632965
1978.3068493150686,-0.1365509
1978.309589041096,-0.13051605
1978.3123287671233,-0.13188934
1978.3150684931506,-0.120536804
1978.317808219178,-0.1184845
1978.3205479452056,-0.111392975
1978.323287671233,-0.12755203
1978.3260273972603,-0.13298035
1978.3287671232877,-0.16880798
1978.331506849315,-0.15227509
1978.3342465753424,-0.18052292
1978.33698630137,-0.16231537
1978.3397260273973,-0.13740158
1978.3424657534247,-0.13479233
1978.345205479452,-0.15688705
1978.3479452054794,-0.15755463
1978.3506849315067,-0.13088608
1978.3534246575343,-0.1166687
1978.3561643835617,-0.10345459
1978.358904109589,-0.099243164
1978.3616438356164,-0.0941658
1978.3643835616438,-0.08654404
1978.3671232876711,-0.10044861
1978.3698630136987,-0.12761307
1978.372602739726,-0.13044739
1978.3753424657534,-0.15610504
1978.3780821917808,-0.15662766
1978.3808219178081,-0.14525986
1978.3835616438357,-0.15434647
1978.386301369863,-0.15489578
1978.3890410958904,-0.14334106
1978.3917808219178,-0.10838699
1978.3945205479451,-0.105724335
1978.3972602739725,-0.09505844
1978.4,-0.085624695
1978.4027397260274,-0.09986496
1978.4054794520548,-0.08312225
1978.4082191780822,-0.07991409
1978.4109589041095,-0.06919479
1978.4136986301369,-0.06423569
1978.4164383561645,-0.0605011
1978.4191780821918,-0.04800415
1978.4219178082192,-0.027065277
1978.4246575342465,-0.008686066
1978.427397260274,-0.011367798
1978.4301369863015,-0.012149811
1978.4328767123288,-0.013027191
1978.4356164383562,-0.011680603
1978.4383561643835,-0.0022888184
1978.441095890411,0.0069274902
1978.4438356164383,0.008274078
1978.4465753424658,0.014308929
1978.4493150684932,0.026088715
1978.4520547945206,0.034225464
1978.454794520548,0.046722412
1978.4575342465753,0.051353455
1978.4602739726026,0.053020477
1978.4630136986302,0.05744934
1978.4657534246576,0.06500244
1978.468493150685,0.07024002
1978.4712328767123,0.083114624
1978.4739726027397,0.1003685
1978.4767123287672,0.10585785
1978.4794520547946,0.10448837
1978.482191780822,0.106285095
1978.4849315068493,0.10713196
1978.4876712328767,0.10266113
1978.490410958904,0.10413742
1978.4931506849316,0.10684967
1978.495890410959,0.103782654
1978.4986301369863,0.10212326
1978.5013698630137,0.1044693
1978.504109589041,0.1089859
1978.5068493150684,0.11315155
1978.509589041096,0.11483765
1978.5123287671233,0.11515808
1978.5150684931507,0.12188339
1978.517808219178,0.12920761
1978.5205479452054,0.12883377
1978.5232876712328,0.13126373
1978.5260273972603,0.13520432
1978.5287671232877,0.13660431
1978.531506849315,0.13918686
1978.5342465753424,0.13776016
1978.5369863013698,0.13734436
1978.5397260273974,0.13958359
1978.5424657534247,0.13867569
1978.545205479452,0.13973999
1978.5479452054794,0.143013
1978.5506849315068,0.14317703
