# year, vo_anom
1976.2021857923498,-0.06517978
1976.204918032787,0.069438785
1976.207650273224,0.11020468
1976.2103825136612,0.021256633
1976.2131147540983,0.07245287
1976.2158469945355,-0.032461785
1976.2185792349726,0.024410885
1976.22131147541,-0.014187306
1976.224043715847,-0.057825364
1976.2267759562842,0.14785272
1976.2295081967213,0.027410952
1976.2322404371585,-0.15506542
1976.2349726775956,-0.03397192
1976.2377049180327,-0.00055033714
1976.24043715847,-0.06285684
1976.2431693989072,0.03585154
1976.2459016393443,0.024989419
1976.2486338797814,-0.008313157
1976.2513661202186,0.001986024
1976.2540983606557,-0.013966217
1976.2568306010928,0.08681724
1976.25956284153,0.10689692
1976.2622950819673,-0.023280805
1976.2650273224044,0.10015864
1976.2677595628415,0.1052511
1976.2704918032787,0.06549929
1976.2732240437158,0.0719776
1976.275956284153,0.0673327
1976.27868852459,-0.017003298
1976.2814207650274,0.041477926
1976.2841530054645,0.12226699
1976.2868852459017,-0.0094935
1976.2896174863388,0.03369157
1976.292349726776,0.008023612
1976.295081967213,0.04724698
1976.2978142076502,0.16434853
1976.3005464480875,-0.15336327
1976.3032786885246,-0.10813019
1976.3060109289618,0.110012665
1976.308743169399,0.04261982
1976.311475409836,0.06276548
1976.3142076502731,0.0008464083
1976.3169398907103,-0.108966
1976.3196721311476,0.09796907
1976.3224043715848,0.13166365
1976.3251366120219,-0.028469056
1976.327868852459,-0.1114895
1976.3306010928961,0.10034102
1976.3333333333333,0.088798024
1976.3360655737704,-0.042459592
1976.3387978142077,0.040769186
1976.3415300546449,0.112454
1976.344262295082,0.07380883
1976.3469945355191,0.0058872327
1976.3497267759562,-0.05121284
1976.3524590163934,-0.069246605
1976.3551912568305,0.03683855
1976.3579234972678,0.1765596
1976.360655737705,0.114298016
1976.363387978142,-0.01255542
1976.3661202185792,0.087501615
1976.3688524590164,0.06538524
1976.3715846994535,-0.020820163
1976.3743169398906,-0.02088964
1976.377049180328,-0.03884065
1976.379781420765,0.024394706
1976.3825136612022,-0.044673987
1976.3852459016393,-0.05252198
1976.3879781420765,0.06522494
1976.3907103825136,0.04536821
1976.3934426229507,0.0071681216
1976.396174863388,0.06779899
1976.3989071038252,0.088608935
1976.4016393442623,0.06486435
1976.4043715846994,0.068265624
1976.4071038251366,0.07609987
1976.4098360655737,0.05998778
1976.4125683060108,0.07456191
1976.4153005464482,0.027726155
1976.4180327868853,0.105223194
1976.4207650273224,0.18427393
1976.4234972677596,0.01619079
1976.4262295081967,-0.015393473
1976.4289617486338,0.057317607
1976.431693989071,-0.033862643
1976.4344262295083,0.0044164807
1976.4371584699454,0.10913944
1976.4398907103825,0.03579438
1976.4426229508197,-0.036215328
1976.4453551912568,0.08339951
1976.448087431694,0.17388839
1976.450819672131,0.055737503
1976.4535519125684,0.0011381656
1976.4562841530055,0.0634072
1976.4590163934427,0.08267339
1976.4617486338798,0.05635518
1976.464480874317,0.022939354
1976.467213114754,0.018256932
1976.4699453551912,0.013470501
1976.4726775956285,0.018676363
1976.4754098360656,0.043372124
1976.4781420765028,0.052768964
1976.48087431694,0.045030415
1976.483606557377,0.00014714897
1976.4863387978141,-0.004010588
1976.4890710382513,-0.0007390827
1976.4918032786886,0.08185798
1976.4945355191257,0.116324
1976.4972677595629,0.02423627
1976.5,0.00916655
1976.5027322404371,0.1028267
1976.5054644808743,0.07160119
1976.5081967213114,-0.027200572
1976.5109289617487,-0.06508776
1976.5136612021859,0.0008593239
1976.516393442623,0.07081354
1976.51912568306,0.052318037
1976.5218579234972,0.010234434
1976.5245901639344,-0.03652598
1976.5273224043715,-0.0047731325
1976.5300546448088,0.052170325
1976.532786885246,0.03405275
1976.535519125683,0.037465453
1976.5382513661202,0.008578934
1976.5409836065573,0.020922884
1976.5437158469945,0.09532651
1976.5464480874316,0.095347464
1976.549180327869,0.019160295
1976.551912568306,0.055622
1976.5546448087432,0.11398675
1976.5573770491803,0.10788278
1976.5601092896175,0.038763635
1976.5628415300546,-0.015046451
1976.5655737704917,-0.012047477
1976.568306010929,0.01941817
1976.5710382513662,-0.010909457
1976.5737704918033,0.01930988
1976.5765027322404,0.08148967
1976.5792349726776,-0.0028467774
1976.5819672131147,0.008112429
1976.5846994535518,0.039647453
1976.5874316939892,0.016070608
1976.5901639344263,0.022578266
1976.5928961748634,0.03511101
1976.5956284153006,-0.031612277
1976.5983606557377,-0.06291447
1976.6010928961748,0.024534894
1976.603825136612,0.054989427
1976.6065573770493,0.01930578
1976.6092896174864,0.024978556
1976.6120218579235,0.039158933
1976.6147540983607,0.049006347
1976.6174863387978,0.05091075
1976.620218579235,-0.026480166
1976.622950819672,-0.052477192
1976.6256830601094,0.008666677
1976.6284153005465,0.06099265
1976.6311475409836,0.051205713
1976.6338797814208,0.04313984
1976.636612021858,0.03304927
1976.639344262295,-0.018336564
1976.6420765027322,-0.045782402
1976.6448087431695,0.019226212
1976.6475409836066,0.100324884
1976.6502732240438,0.089904085
1976.6530054644809,0.052199632
1976.655737704918,-0.013643039
1976.6584699453551,0.0064151427
1976.6612021857923,0.021996092
1976.6639344262296,-0.057104833
1976.6666666666667,-0.071834564
1976.6693989071039,-0.07115246
1976.672131147541,-0.0069859475
1976.6748633879781,0.07477904
1976.6775956284152,0.010138929
1976.6803278688524,0.0003008768
1976.6830601092897,0.04849191
1976.6857923497269,0.018456737
1976.688524590164,0.021241616
1976.691256830601,0.020185769
1976.6939890710382,-0.0002046302
1976.6967213114754,-0.00021580793
1976.6994535519125,-0.024985572
1976.7021857923498,-0.022592697
1976.704918032787,0.017346457
1976.707650273224,0.027531952
1976.7103825136612,0.027436292
1976.7131147540983,0.034190275
1976.7158469945355,0.024668394
1976.7185792349726,0.004575826
1976.72131147541,0.050356966
1976.724043715847,0.08121228
1976.7267759562842,0.0039808825
1976.7295081967213,-0.015242577
1976.7322404371585,0.030108726
1976.7349726775956,-0.026177943
1976.7377049180327,-0.06394869
1976.74043715847,0.0009801202
1976.7431693989072,-0.014594423
1976.7459016393443,-0.065694645
1976.7486338797814,0.013901733
1976.7513661202186,0.028557166
1976.7540983606557,-0.04204267
1976.7568306010928,-0.05653446
1976.75956284153,0.017712917
1976.7622950819673,0.049021702
1976.7650273224044,-0.0075928904
1976.7677595628415,0.03652229
1976.7704918032787,0.038608633
1976.7732240437158,-0.065803654
1976.775956284153,-0.032527346
1976.77868852459,-0.0066287853
1976.7814207650274,-0.07692679
1976.7841530054645,-0.013737585
1976.7868852459017,0.07054618
1976.7896174863388,0.040547915
1976.792349726776,-0.00402746
1976.795081967213,0.068197176
1976.7978142076502,0.004740009
1976.8005464480875,-0.075373195
1976.8032786885246,0.032179635
1976.8060109289618,0.02585948
1976.808743169399,-0.040903658
1976.811475409836,0.0685845
1976.8142076502731,0.044112206
1976.8169398907103,-0.0707262
1976.8196721311476,0.037122186
1976.8224043715848,0.070892096
1976.8251366120219,-0.04108317
1976.827868852459,-0.023603894
1976.8306010928961,-0.0011540223
1976.8333333333333,0.025810285
1976.8360655737704,0.039606057
1976.8387978142077,-0.015183106
1976.8415300546449,-0.003551051
1976.844262295082,0.046983015
1976.8469945355191,-0.033656515
1976.8497267759562,-0.028341994
1976.8524590163934,0.03043744
1976.8551912568305,-0.025064662
1976.8579234972678,0.02894351
1976.860655737705,-0.016394073
1976.863387978142,-0.13468753
1976.8661202185792,-0.04909466
1976.8688524590164,0.10920593
1976.8715846994535,-0.06300564
1976.8743169398906,-0.09794373
1976.877049180328,0.013815285
1976.879781420765,-0.060490023
1976.8825136612022,-0.027023919
1976.8852459016393,0.045424815
1976.8879781420765,-0.0034646764
1976.8907103825136,0.019510003
1976.8934426229507,0.03510618
1976.896174863388,-0.023563739
1976.8989071038252,-0.017085835
1976.9016393442623,0.07451814
1976.9043715846994,0.047276564
1976.9071038251366,-0.057624944
1976.9098360655737,-0.054034326
1976.9125683060108,0.052007742
1976.9153005464482,0.12576832
1976.9180327868853,-0.020450328
1976.9207650273224,-0.039392315
1976.9234972677596,0.06929327
1976.9262295081967,-0.020528056
1976.9289617486338,-0.031088669
1976.931693989071,-0.004748393
1976.9344262295083,-0.006362252
1976.9371584699454,-0.01771386
1976.9398907103825,0.029179323
1976.9426229508197,0.022159308
1976.9453551912568,-0.036019485
1976.948087431694,-0.014575455
1976.950819672131,0.067596145
1976.9535519125684,9.556115e-05
1976.9562841530055,-0.02948393
1976.9590163934427,0.016511558
1976.9617486338798,-0.0247914
1976.964480874317,0.0029123258
1976.967213114754,0.06870569
1976.9699453551912,0.049268045
1976.9726775956285,-0.010806646
1976.9754098360656,-0.016061995
1976.9781420765028,0.056255043
1976.98087431694,0.049796004
1976.983606557377,0.021323234
1976.9863387978141,0.008724714
1976.9890710382513,-0.016716003
1976.9918032786886,0.03725657
1976.9945355191257,0.07937637
1976.9972677595629,-0.009700827
1977.0,-0.020381548
1977.0027397260274,0.039899375
1977.0054794520547,-0.046219304
1977.0082191780823,-0.10316707
1977.0109589041097,-0.06332829
1977.013698630137,-0.052006673
1977.0164383561644,-0.06468649
1977.0191780821917,0.036248993
1977.021917808219,0.01741838
1977.0246575342467,-0.027320866
1977.027397260274,-0.043134645
1977.0301369863014,-0.084214196
1977.0328767123287,-0.09147308
1977.035616438356,-0.03835067
1977.0383561643835,0.013758991
1977.041095890411,0.08292261
1977.0438356164384,-0.007859144
1977.0465753424658,-0.14631893
1977.0493150684931,-0.014717764
1977.0520547945205,0.007963508
1977.054794520548,-0.037572853
1977.0575342465754,0.050215553
1977.0602739726028,0.0470486
1977.0630136986301,-0.028995126
1977.0657534246575,-0.033826444
1977.0684931506848,-0.033515416
1977.0712328767124,0.09072964
1977.0739726027398,0.035234705
1977.0767123287671,-0.15389703
1977.0794520547945,-0.024767268
1977.0821917808219,0.108388156
1977.0849315068492,-0.039619464
1977.0876712328768,-0.08639568
1977.0904109589042,-0.08871714
1977.0931506849315,-0.01859352
1977.0958904109589,0.084884554
1977.0986301369862,-0.025722094
1977.1013698630136,0.024848582
1977.1041095890412,-0.00067249034
1977.1068493150685,-0.07223436
1977.109589041096,0.07245365
1977.1123287671232,0.19693783
1977.1150684931506,0.0636779
1977.1178082191782,0.013296435
1977.1205479452055,0.034308437
1977.123287671233,0.041252427
1977.1260273972603,0.08889255
1977.1287671232876,0.0966845
1977.131506849315,-0.050591983
1977.1342465753426,-0.23835829
1977.13698630137,-0.043204047
1977.1397260273973,0.24291475
1977.1424657534246,-6.955303e-05
1977.145205479452,0.01597245
1977.1479452054793,0.13262565
1977.150684931507,-0.02230138
1977.1534246575343,0.006346194
1977.1561643835616,0.09462239
1977.158904109589,-0.058658756
1977.1616438356164,0.05592188
1977.164383561644,-0.0043963604
1977.1671232876713,0.039552942
1977.1698630136987,0.11751222
1977.172602739726,0.010298487
1977.1753424657534,0.071253195
1977.1780821917807,0.12172797
1977.1808219178083,0.13410726
1977.1835616438357,0.05300782
1977.186301369863,-0.102368504
1977.1890410958904,-0.04070594
1977.1917808219177,0.12598191
1977.194520547945,0.13817807
1977.1972602739727,0.00029132888
1977.2,-0.03216485
1977.2027397260274,-0.018291267
1977.2054794520548,-0.058766887
1977.2082191780821,0.042857017
1977.2109589041097,0.07307132
1977.213698630137,-0.09709144
1977.2164383561644,-0.13148217
1977.2191780821918,0.21572088
1977.2219178082191,0.118713945
1977.2246575342465,-0.08163755
1977.227397260274,-0.005238672
1977.2301369863014,-0.058904123
1977.2328767123288,-0.037700586
1977.2356164383561,-0.041134782
1977.2383561643835,-0.070043884
1977.2410958904109,0.035875447
1977.2438356164384,0.14698906
1977.2465753424658,-0.022200117
1977.2493150684932,-0.03600756
1977.2520547945205,-0.037942223
1977.2547945205479,-0.015961412
1977.2575342465752,0.057715558
1977.2602739726028,0.049749617
1977.2630136986302,-0.03143924
1977.2657534246575,0.033410765
1977.268493150685,0.09231236
1977.2712328767122,0.03757601
1977.2739726027398,-0.054116685
1977.2767123287672,-0.03363423
1977.2794520547945,-0.07011855
1977.282191780822,0.02168453
1977.2849315068493,0.08007154
1977.2876712328766,0.078783736
1977.2904109589042,0.09074381
1977.2931506849316,0.031681973
1977.295890410959,-0.012595819
1977.2986301369863,0.053963885
1977.3013698630136,0.020382233
1977.304109589041,-0.08812192
1977.3068493150686,-0.021432497
1977.309589041096,0.05686605
1977.3123287671233,-0.015078794
1977.3150684931506,-0.10015152
1977.317808219178,-8.486956e-05
1977.3205479452056,0.017283436
1977.323287671233,-0.030475646
1977.3260273972603,-0.06166587
1977.3287671232877,0.052684017
1977.331506849315,-0.025187314
1977.3342465753424,-0.038275406
1977.33698630137,0.107440054
1977.3397260273973,0.02963863
1977.3424657534247,-0.09963301
1977.345205479452,-0.022120915
1977.3479452054794,0.026229814
1977.3506849315067,-0.022012465
1977.3534246575343,-0.07088684
1977.3561643835617,-0.06331008
1977.358904109589,-0.0051582307
1977.3616438356164,-0.006638624
1977.3643835616438,-0.029118747
1977.3671232876711,-0.024183646
1977.3698630136987,-0.0060813427
1977.372602739726,0.009263106
1977.3753424657534,-0.015151322
1977.3780821917808,0.03108821
1977.3808219178081,0.08440684
1977.3835616438357,-0.005484119
1977.386301369863,-0.06330675
1977.3890410958904,-0.048218235
1977.3917808219178,0.064352944
1977.3945205479451,0.09368682
1977.3972602739725,-0.111978136
1977.4,-0.16299936
1977.4027397260274,0.049160443
1977.4054794520548,0.059343178
1977.4082191780822,-0.039476365
1977.4109589041095,0.009001046
1977.4136986301369,0.034883954
1977.4164383561645,-0.061957918
1977.4191780821918,-0.10144732
1977.4219178082192,-0.04547754
1977.4246575342465,-0.07520534
1977.427397260274,-0.044653952
1977.4301369863015,0.04514812
1977.4328767123288,0.03453038
1977.4356164383562,0.036803454
1977.4383561643835,0.050728343
1977.441095890411,0.05466084
1977.4438356164383,-0.030811936
1977.4465753424658,-0.08772743
1977.4493150684932,-0.0014971197
1977.4520547945206,0.022963285
1977.454794520548,-0.026157163
1977.4575342465753,-0.078370966
1977.4602739726026,-0.028349146
1977.4630136986302,0.06503965
1977.4657534246576,-0.012556747
1977.468493150685,-0.10310092
1977.4712328767123,-0.08715412
1977.4739726027397,-0.056182504
1977.4767123287672,0.008457363
1977.4794520547946,0.070251115
1977.482191780822,0.028882846
1977.4849315068493,0.011016771
1977.4876712328767,0.0005764663
1977.490410958904,-0.10656955
1977.4931506849316,-0.10454529
1977.495890410959,0.017459206
1977.4986301369863,0.06960144
1977.5013698630137,-0.008696929
1977.504109589041,-0.10410808
1977.5068493150684,-0.016448475
1977.509589041096,0.036088873
1977.5123287671233,-0.002794668
1977.5150684931507,0.012548916
1977.517808219178,0.055752315
1977.5205479452054,0.06411468
1977.5232876712328,-0.030492432
1977.5260273972603,-0.089065894
1977.5287671232877,-0.036890335
1977.531506849315,0.0019190311
1977.5342465753424,0.05062144
1977.5369863013698,0.029577255
1977.5397260273974,-0.03877991
1977.5424657534247,0.0016459823
1977.545205479452,-0.0044035167
1977.5479452054794,-0.017426942
1977.5506849315068,0.015082046
1977.5534246575342,-0.0069189444
1977.5561643835617,-0.0026224032
1977.558904109589,0.0328631
1977.5616438356165,0.031543795
1977.5643835616438,0.03481386
1977.5671232876712,-0.008701105
1977.5698630136985,0.018943796
1977.572602739726,0.029183745
1977.5753424657535,-0.014407568
1977.5780821917808,-0.0016016485
1977.5808219178082,-0.0321476
1977.5835616438355,-0.042889908
1977.5863013698631,-0.026402496
1977.5890410958905,-0.023553235
1977.5917808219178,0.010397874
1977.5945205479452,0.017279934
1977.5972602739726,-0.006659709
1977.6,-0.040214702
1977.6027397260275,-0.046458423
1977.6054794520549,-0.032898527
1977.6082191780822,-0.07160406
1977.6109589041096,-0.05511626
1977.613698630137,-0.00785277
1977.6164383561643,-0.01495987
1977.6191780821919,-0.01918185
1977.6219178082192,0.01552066
1977.6246575342466,0.04778512
1977.627397260274,0.030752892
1977.6301369863013,0.011190203
1977.6328767123289,0.04854794
1977.6356164383562,0.047604613
1977.6383561643836,-0.02797477
1977.641095890411,-0.047168836
1977.6438356164383,0.035026647
1977.6465753424657,0.005737718
1977.6493150684933,-0.01936939
1977.6520547945206,0.057130586
1977.654794520548,0.028565878
1977.6575342465753,0.016985118
1977.6602739726027,0.028717069
1977.66301369863,-0.0010705162
1977.6657534246576,-0.014331007
1977.668493150685,-0.035874862
1977.6712328767123,-0.032351635
1977.6739726027397,0.029622875
1977.676712328767,0.068931766
1977.6794520547944,-0.014973413
1977.682191780822,-0.029471185
1977.6849315068494,0.039205145
1977.6876712328767,0.013223423
1977.690410958904,-0.023586813
1977.6931506849314,0.0027316734
1977.695890410959,0.05806998
1977.6986301369864,-0.009599529
1977.7013698630137,-0.09768326
1977.704109589041,-0.04329859
1977.7068493150684,0.021129306
1977.7095890410958,-0.04234232
1977.7123287671234,-0.0016790573
1977.7150684931507,0.069629304
1977.717808219178,0.049828455
1977.7205479452055,-0.012287624
1977.7232876712328,0.019521158
1977.7260273972602,0.020527048
1977.7287671232878,-0.052199453
1977.731506849315,-0.06991036
1977.7342465753425,0.0057934453
1977.7369863013698,0.03981684
1977.7397260273972,-0.01963961
1977.7424657534248,-0.050494008
1977.7452054794521,0.008855939
1977.7479452054795,-0.0077490434
1977.7506849315068,0.0039990754
1977.7534246575342,0.03786763
1977.7561643835616,0.029512273
1977.7589041095891,0.011439305
1977.7616438356165,-0.04016645
1977.7643835616439,-0.010207618
1977.7671232876712,0.0022745878
1977.7698630136986,0.0047724266
1977.772602739726,0.043993607
1977.7753424657535,0.018710554
1977.7780821917809,-0.024882931
1977.7808219178082,-0.0010573454
1977.7835616438356,0.023282608
1977.786301369863,0.03213308
1977.7890410958903,0.026456509
1977.7917808219179,0.017295193
1977.7945205479452,-0.0011642138
1977.7972602739726,0.012385373
1977.8,0.032848958
1977.8027397260273,-0.037704557
1977.805479452055,-0.027320765
1977.8082191780823,-0.016749173
1977.8109589041096,-0.079598
1977.813698630137,-0.05785829
1977.8164383561643,0.009301607
1977.8191780821917,-0.03957748
1977.8219178082193,-0.06202935
1977.8246575342466,-0.05133673
1977.827397260274,-0.023135956
1977.8301369863013,-0.016156327
1977.8328767123287,-0.0346149
1977.835616438356,0.0019903425
1977.8383561643836,0.009593755
1977.841095890411,-0.06526597
1977.8438356164384,-0.04330775
1977.8465753424657,-0.03556405
1977.849315068493,-0.09085858
1977.8520547945207,0.040205948
1977.854794520548,0.060685012
1977.8575342465754,-0.046807945
1977.8602739726027,-0.038249694
1977.86301369863,0.039533872
1977.8657534246574,-0.025031876
1977.868493150685,-0.07369735
1977.8712328767124,0.004088402
1977.8739726027397,0.036193
1977.876712328767,-0.05592885
1977.8794520547945,-0.037246246
1977.8821917808218,-0.014139172
1977.8849315068494,0.032118633
1977.8876712328768,0.009771243
1977.890410958904,-0.00951333
1977.8931506849315,0.0009803362
1977.8958904109588,-0.04598161
1977.8986301369864,-0.019818783
1977.9013698630138,0.01589511
1977.9041095890411,0.016323958
1977.9068493150685,0.0027098954
1977.9095890410958,-0.010667916
1977.9123287671232,-0.0031414255
1977.9150684931508,-0.048121393
1977.9178082191781,-0.03000097
1977.9205479452055,0.024492435
1977.9232876712329,-0.011195719
1977.9260273972602,-0.011008207
1977.9287671232876,-0.05390079
1977.9315068493152,-0.04531327
1977.9342465753425,0.031774875
1977.9369863013699,-0.0021631569
1977.9397260273972,-0.021394545
1977.9424657534246,-0.05502141
1977.945205479452,-0.015657682
1977.9479452054795,0.058354672
1977.9506849315069,0.021198826
1977.9534246575342,0.026024818
1977.9561643835616,0.016116574
1977.958904109589,-0.005138859
1977.9616438356165,0.02973539
1977.964383561644,0.049943753
1977.9671232876713,0.022116415
1977.9698630136986,-0.042875115
1977.972602739726,0.011718081
1977.9753424657533,0.07194626
1977.978082191781,-0.008834772
1977.9808219178083,-0.06702166
1977.9835616438356,-0.0022399686
1977.986301369863,0.024024973
1977.9890410958903,-0.03935636
1977.9917808219177,-0.0015008673
1977.9945205479453,0.015164724
1977.9972602739726,-0.030023634
1978.0,-0.040939994
1978.0027397260274,-0.03455303
1978.0054794520547,0.054641403
1978.0082191780823,0.006350372
1978.0109589041097,-0.0574679
1978.013698630137,0.029594956
1978.0164383561644,0.046423197
1978.0191780821917,0.037016533
1978.021917808219,0.074058145
1978.0246575342467,0.035589073
1978.027397260274,0.03178965
1978.0301369863014,0.07128994
1978.0328767123287,0.02883945
1978.035616438356,-0.081183836
1978.0383561643835,-0.004251942
1978.041095890411,0.09849587
1978.0438356164384,-0.08103539
1978.0465753424658,-0.13268925
1978.0493150684931,0.11592995
1978.0520547945205,0.087803654
1978.054794520548,-0.09537253
1978.0575342465754,-0.052856546
1978.0602739726028,0.06702339
1978.0630136986301,0.053964183
1978.0657534246575,0.029910393
1978.0684931506848,0.016530761
1978.0712328767124,-0.060179215
1978.0739726027398,-0.010518022
1978.0767123287671,0.13775398
1978.0794520547945,-0.056818213
1978.0821917808219,-0.09198444
1978.0849315068492,0.060211293
1978.0876712328768,-0.04530072
1978.0904109589042,-0.0120591745
1978.0931506849315,0.11675955
1978.0958904109589,-0.06469362
1978.0986301369862,-0.17415458
1978.1013698630136,0.059963733
1978.1041095890412,0.17619033
1978.1068493150685,-0.09415746
1978.109589041096,-0.1261535
1978.1123287671232,-0.031365037
1978.1150684931506,-0.09970585
1978.1178082191782,-0.031226449
1978.1205479452055,0.03226552
1978.123287671233,-0.037411384
1978.1260273972603,0.0729028
1978.1287671232876,0.054279562
1978.131506849315,-0.1355622
1978.1342465753426,0.00459376
1978.13698630137,0.120837286
1978.1397260273973,-0.016739922
1978.1424657534246,-0.07698485
1978.145205479452,0.032100923
1978.1479452054793,0.091631755
1978.150684931507,-0.0101846345
1978.1534246575343,-0.039272122
1978.1561643835616,0.028834922
1978.158904109589,-0.034180388
1978.1616438356164,-0.08394337
1978.164383561644,0.088036254
1978.1671232876713,0.044645563
1978.1698630136987,-0.06423135
1978.172602739726,-0.16591862
1978.1753424657534,0.04661245
1978.1780821917807,0.16249965
1978.1808219178083,-0.09915124
1978.1835616438357,-0.07032199
1978.186301369863,0.028512787
1978.1890410958904,0.15475295
1978.1917808219177,0.041472755
1978.194520547945,-0.27758464
1978.1972602739727,0.006085921
1978.2,0.20846993
1978.2027397260274,-0.05282932
1978.2054794520548,-0.08917512
1978.2082191780821,-0.01104565
1978.2109589041097,0.06304015
1978.213698630137,0.039335407
1978.2164383561644,-0.03983202
1978.2191780821918,-0.11059986
1978.2219178082191,0.045715176
1978.2246575342465,0.07629956
1978.227397260274,-0.09812157
1978.2301369863014,-0.040496275
1978.2328767123288,0.037388474
1978.2356164383561,0.042814624
1978.2383561643835,-0.049677297
1978.2410958904109,0.019498441
1978.2438356164384,-0.018322945
1978.2465753424658,-0.19592223
1978.2493150684932,0.08641341
1978.2520547945205,0.14979346
1978.2547945205479,-0.112638935
1978.2575342465752,-0.011177029
1978.2602739726028,-0.006504575
1978.2630136986302,-0.19344333
1978.2657534246575,-0.007056061
1978.268493150685,0.066202424
1978.2712328767122,-0.104215294
1978.2739726027398,-0.10568896
1978.2767123287672,-0.03619293
1978.2794520547945,0.09764421
1978.282191780822,0.047772184
1978.2849315068493,-0.103182994
1978.2876712328766,-0.12520526
1978.2904109589042,0.012586746
1978.2931506849316,-0.051454093
1978.295890410959,-0.033462822
1978.2986301369863,0.034907766
1978.3013698630136,-0.044243313
1978.304109589041,0.038148884
1978.3068493150686,0.04397542
1978.309589041096,0.02077835
1978.3123287671233,0.040520474
1978.3150684931506,0.0016105287
1978.317808219178,0.039726608
1978.3205479452056,0.015419975
1978.323287671233,-0.037046343
1978.3260273972603,0.029653825
1978.3287671232877,-0.0055730194
1978.331506849315,-0.00481122
1978.3342465753424,-0.04061833
1978.33698630137,0.032546125
1978.3397260273973,0.08174534
1978.3424657534247,-0.121603355
1978.345205479452,-0.033115327
1978.3479452054794,0.07537294
1978.3506849315067,0.06557905
1978.3534246575343,0.049570348
1978.3561643835617,-0.010903351
1978.358904109589,-0.042176794
1978.3616438356164,0.0021829456
1978.3643835616438,0.060665846
1978.3671232876711,-0.034749925
1978.3698630136987,-0.07835208
1978.372602739726,-0.021770656
1978.3753424657534,0.026032664
1978.3780821917808,0.04003436
1978.3808219178081,0.028883569
1978.3835616438357,0.023694247
1978.386301369863,-0.017062292
1978.3890410958904,-0.0705882
1978.3917808219178,-0.04500579
1978.3945205479451,-0.12786832
1978.3972602739725,-0.03942471
1978.4,0.016441919
1978.4027397260274,-0.095446475
1978.4054794520548,-0.034745067
1978.4082191780822,-0.05143635
1978.4109589041095,-0.095382005
1978.4136986301369,-0.050471425
1978.4164383561645,-0.07494656
1978.4191780821918,-0.05315111
1978.4219178082192,-0.038773373
1978.4246575342465,-0.032340944
1978.427397260274,-0.0010381266
1978.4301369863015,0.008721381
1978.4328767123288,0.06964314
1978.4356164383562,0.018957093
1978.4383561643835,-0.13019545
1978.441095890411,-0.03370914
1978.4438356164383,0.017939411
1978.4465753424658,-0.011277735
1978.4493150684932,-0.07228306
1978.4520547945206,-0.093781814
1978.454794520548,-0.01220943
1978.4575342465753,0.11359629
1978.4602739726026,0.049421877
1978.4630136986302,-0.033627726
1978.4657534246576,0.06679262
1978.468493150685,0.08132741
1978.4712328767123,-0.10560383
1978.4739726027397,-0.14535716
1978.4767123287672,-0.0017694384
1978.4794520547946,0.01784999
1978.482191780822,-0.057442695
1978.4849315068493,0.01001358
1978.4876712328767,0.055533525
1978.490410958904,0.0024436787
1978.4931506849316,0.0059556067
1978.495890410959,0.03607701
1978.4986301369863,-0.00011474267
