# year, O3_pH_anom
2049.1205479452055,-0.19128609
2049.202739726027,-0.18953228
2049.2849315068493,-0.18479729
2049.3698630136987,-0.18474913
2049.4520547945203,-0.1860528
2049.53698630137,-0.18844652
2049.621917808219,-0.18885136
2049.7041095890413,-0.18236351
2049.7890410958903,-0.17271042
2049.8712328767124,-0.16809464
2049.956164383562,-0.176198
2050.041095890411,-0.18107128
2050.1205479452055,-0.19338846
2050.202739726027,-0.18649578
2050.2849315068493,-0.18244982
2050.3698630136987,-0.19011736
2050.4520547945203,-0.18839979
2050.53698630137,-0.1916976
2050.621917808219,-0.19178915
2050.7041095890413,-0.1814723
2050.7890410958903,-0.17113209
2050.8712328767124,-0.1765585
2050.956164383562,-0.18885326
2051.041095890411,-0.1956482
2051.1205479452055,-0.19626951
2051.202739726027,-0.19317198
2051.2849315068493,-0.19641876
2051.3698630136987,-0.19297838
2051.4520547945203,-0.19200373
2051.53698630137,-0.19664621
2051.621917808219,-0.19476461
2051.7041095890413,-0.18139696
2051.7890410958903,-0.17432117
2051.8712328767124,-0.18428135
2051.956164383562,-0.19769001
2052.0409836065573,-0.20361328
2052.122950819672,-0.21329308
2052.2049180327867,-0.2205534
2052.2868852459014,-0.20535564
2052.3715846994537,-0.20386696
2052.4535519125684,-0.19635296
2052.53825136612,-0.19633532
2052.622950819672,-0.19628286
2052.7049180327867,-0.19037867
2052.789617486339,-0.18882275
2052.8715846994537,-0.19787884
2052.9562841530055,-0.208673
2053.041095890411,-0.20394325
2053.1205479452055,-0.20899296
2053.202739726027,-0.2097807
2053.2849315068493,-0.21111679
2053.3698630136987,-0.20920181
2053.4520547945203,-0.20398188
2053.53698630137,-0.20356607
2053.621917808219,-0.20131683
2053.7041095890413,-0.18880367
2053.7890410958903,-0.19072151
2053.8712328767124,-0.19785595
2053.956164383562,-0.20698261
2054.041095890411,-0.20167494
2054.1205479452055,-0.20330715
2054.202739726027,-0.20633316
2054.2849315068493,-0.20209932
2054.3698630136987,-0.20307255
2054.4520547945203,-0.19866323
2054.53698630137,-0.20253086
2054.621917808219,-0.20415163
2054.7041095890413,-0.19381857
2054.7890410958903,-0.18633604
2054.8712328767124,-0.1917615
2054.956164383562,-0.20502901
2055.041095890411,-0.21646309
2055.1205479452055,-0.22517538
2055.202739726027,-0.22682238
2055.2849315068493,-0.22080803
2055.3698630136987,-0.21576738
2055.4520547945203,-0.20883036
2055.53698630137,-0.21156502
2055.621917808219,-0.20886278
2055.7041095890413,-0.19875002
2055.7890410958903,-0.19271898
2055.8712328767124,-0.19864464
2055.956164383562,-0.2159915
2056.0409836065573,-0.22393942
2056.122950819672,-0.22161818
2056.2049180327867,-0.2140851
2056.2868852459014,-0.2194519
2056.3715846994537,-0.21835947
2056.4535519125684,-0.21250153
2056.53825136612,-0.21572685
2056.622950819672,-0.21546745
2056.7049180327867,-0.20436764
2056.789617486339,-0.19415188
2056.8715846994537,-0.19338799
2056.9562841530055,-0.20469141
2057.041095890411,-0.212605
2057.1205479452055,-0.21679926
2057.202739726027,-0.21963978
2057.2849315068493,-0.21985865
2057.3698630136987,-0.21590757
2057.4520547945203,-0.21338034
2057.53698630137,-0.21764088
2057.621917808219,-0.2222066
2057.7041095890413,-0.20694637
2057.7890410958903,-0.19971228
2057.8712328767124,-0.20776415
2057.956164383562,-0.22790766
2058.041095890411,-0.23954105
2058.1205479452055,-0.23700094
2058.202739726027,-0.22986174
2058.2849315068493,-0.21026468
2058.3698630136987,-0.20837164
2058.4520547945203,-0.21140003
2058.53698630137,-0.21604586
2058.621917808219,-0.21313286
2058.7041095890413,-0.20587969
2058.7890410958903,-0.1974926
2058.8712328767124,-0.19773245
2058.956164383562,-0.20953321
2059.041095890411,-0.21940804
2059.1205479452055,-0.22463083
2059.202739726027,-0.22428799
2059.2849315068493,-0.22049761
2059.3698630136987,-0.2166462
2059.4520547945203,-0.21562481
2059.53698630137,-0.22227764
2059.621917808219,-0.225883
2059.7041095890413,-0.22245502
2059.7890410958903,-0.212749
2059.8712328767124,-0.22107315
2059.956164383562,-0.23404026
2060.0409836065573,-0.24301815
2060.122950819672,-0.24567175
2060.2049180327867,-0.24085474
2060.2868852459014,-0.22691917
2060.3715846994537,-0.22003889
2060.4535519125684,-0.218297
2060.53825136612,-0.22499847
2060.622950819672,-0.23057032
2060.7049180327867,-0.22205734
2060.789617486339,-0.21743631
2060.8715846994537,-0.22937584
2060.9562841530055,-0.24558592
2061.041095890411,-0.24749231
2061.1205479452055,-0.24804401
2061.202739726027,-0.24336243
2061.2849315068493,-0.23375893
2061.3698630136987,-0.23537683
2061.4520547945203,-0.2319231
2061.53698630137,-0.23585796
2061.621917808219,-0.23962402
2061.7041095890413,-0.23011303
2061.7890410958903,-0.22151709
2061.8712328767124,-0.22701693
2061.956164383562,-0.23667145
2062.041095890411,-0.24147367
2062.1205479452055,-0.24961948
2062.202739726027,-0.24423075
2062.2849315068493,-0.23593855
2062.3698630136987,-0.2324748
2062.4520547945203,-0.23356247
2062.53698630137,-0.23748684
2062.621917808219,-0.23956633
2062.7041095890413,-0.22800207
2062.7890410958903,-0.220922
2062.8712328767124,-0.2368164
2062.956164383562,-0.2520628
2063.041095890411,-0.2565894
2063.1205479452055,-0.2622018
2063.202739726027,-0.25573874
2063.2849315068493,-0.24535942
2063.3698630136987,-0.23942852
2063.4520547945203,-0.2379427
2063.53698630137,-0.24387264
2063.621917808219,-0.2449069
2063.7041095890413,-0.23661613
2063.7890410958903,-0.22465944
2063.8712328767124,-0.224926
2063.956164383562,-0.23424387
2064.0409836065573,-0.23720169
2064.122950819672,-0.24122906
2064.2049180327867,-0.23674393
2064.2868852459014,-0.23838425
2064.3715846994537,-0.2355504
2064.4535519125684,-0.23840952
2064.53825136612,-0.24459505
2064.622950819672,-0.24439144
2064.7049180327867,-0.2346673
2064.789617486339,-0.22879267
2064.8715846994537,-0.23613262
2064.9562841530055,-0.24950743
2065.041095890411,-0.25179958
2065.1205479452055,-0.26291513
2065.202739726027,-0.26217127
2065.2849315068493,-0.25605392
2065.3698630136987,-0.25203466
2065.4520547945203,-0.24618435
2065.53698630137,-0.24557304
2065.621917808219,-0.2483182
2065.7041095890413,-0.24075603
2065.7890410958903,-0.23014164
2065.8712328767124,-0.2392726
2065.956164383562,-0.25468302
2066.041095890411,-0.26739025
2066.1205479452055,-0.2718253
2066.202739726027,-0.26073933
2066.2849315068493,-0.2513113
2066.3698630136987,-0.24646902
2066.4520547945203,-0.24532223
2066.53698630137,-0.24876022
2066.621917808219,-0.2505331
2066.7041095890413,-0.24323082
2066.7890410958903,-0.23363829
2066.8712328767124,-0.24014854
2066.956164383562,-0.25389385
2067.041095890411,-0.25940466
2067.1205479452055,-0.25518084
2067.202739726027,-0.25325775
2067.2849315068493,-0.25908852
2067.3698630136987,-0.25963783
2067.4520547945203,-0.25672293
2067.53698630137,-0.25890684
2067.621917808219,-0.26149273
2067.7041095890413,-0.2458005
2067.7890410958903,-0.23765182
2067.8712328767124,-0.2437501
2067.956164383562,-0.25921917
2068.0409836065573,-0.2685218
2068.122950819672,-0.27356434
2068.2049180327867,-0.26857996
2068.2868852459014,-0.25529718
2068.3715846994537,-0.25285244
2068.4535519125684,-0.25285912
2068.53825136612,-0.25790358
2068.622950819672,-0.2593732
2068.7049180327867,-0.2563076
2068.789617486339,-0.24816084
2068.8715846994537,-0.25412846
2068.9562841530055,-0.26446772
2069.041095890411,-0.26959705
2069.1205479452055,-0.27218962
2069.202739726027,-0.26934958
2069.2849315068493,-0.25369024
2069.3698630136987,-0.2534771
2069.4520547945203,-0.25297832
2069.53698630137,-0.25813103
2069.621917808219,-0.25476265
2069.7041095890413,-0.24396992
2069.7890410958903,-0.23690653
2069.8712328767124,-0.24852896
2069.956164383562,-0.26294947
2070.041095890411,-0.26918316
2070.1205479452055,-0.27727175
2070.202739726027,-0.27278948
2070.2849315068493,-0.26158524
2070.3698630136987,-0.2593031
2070.4520547945203,-0.26034832
2070.53698630137,-0.2654152
2070.621917808219,-0.26902485
2070.7041095890413,-0.25840092
2070.7890410958903,-0.24922657
2070.8712328767124,-0.25185966
2070.956164383562,-0.26710033
