# year, Ztot_c_result
1998.4520547945206,1.0532126
1998.5369863013698,3.5499089
1998.6219178082192,7.4474163
1998.704109589041,12.5626545
1998.7890410958903,14.793969
1998.8712328767124,8.440227
1998.9561643835616,4.807599
1999.041095890411,2.8731751
1999.1205479452055,1.8802525
1999.2027397260274,1.0976678
1999.2849315068493,0.46121627
1999.3698630136987,0.35476846
1999.4520547945206,1.1470528
1999.5369863013698,1.7996411
1999.6219178082192,3.1623704
1999.704109589041,8.763464
1999.7890410958903,11.870324
1999.8712328767124,9.723773
1999.9561643835616,5.461082
2000.0409836065573,3.49634
2000.122950819672,1.8714378
2000.204918032787,0.86545354
2000.2868852459017,0.27819967
2000.3715846994535,0.28876582
2000.4535519125684,0.9268664
2000.5382513661202,2.829812
2000.622950819672,5.9392548
2000.704918032787,9.50265
2000.7896174863388,10.361188
2000.8715846994535,10.857691
2000.9562841530055,7.9434867
2001.041095890411,5.475854
2001.1205479452055,3.299747
2001.2027397260274,1.648499
2001.2849315068493,0.7248456
2001.3698630136987,0.422414
2001.4520547945206,0.98120564
2001.5369863013698,2.8239691
2001.6219178082192,5.35439
2001.704109589041,9.7304945
2001.7890410958903,13.261404
2001.8712328767124,13.365803
2001.9561643835616,8.268149
2002.041095890411,4.929343
2002.1205479452055,2.8973367
2002.2027397260274,1.5368525
2002.2849315068493,0.57334834
2002.3698630136987,0.2529927
2002.4520547945206,0.5090552
2002.5369863013698,1.4726037
2002.6219178082192,3.792492
2002.704109589041,6.625476
2002.7890410958903,12.29898
2002.8712328767124,14.98979
2002.9561643835616,9.743455
2003.041095890411,6.9669304
2003.1205479452055,4.7304564
2003.2027397260274,2.7013657
2003.2849315068493,1.4641759
2003.3698630136987,1.5721079
2003.4520547945206,2.31566
2003.5369863013698,3.3478467
2003.6219178082192,5.3553944
2003.704109589041,10.697515
2003.7890410958903,13.00612
2003.8712328767124,9.356246
2003.9561643835616,5.069515
2004.0409836065573,2.8488524
2004.122950819672,1.4460356
2004.204918032787,0.6681882
2004.2868852459017,0.23720606
2004.3715846994535,0.12754998
2004.4535519125684,1.1174359
2004.5382513661202,4.496636
2004.622950819672,3.917447
2004.704918032787,4.9798336
2004.7896174863388,4.653455
2004.8715846994535,4.449388
2004.9562841530055,3.3015416
2005.041095890411,2.1544447
2005.1205479452055,1.2519625
2005.2027397260274,0.48639065
2005.2849315068493,0.18827175
2005.3698630136987,0.38648567
2005.4520547945206,0.8015491
2005.5369863013698,2.3521647
2005.6219178082192,5.3384614
2005.704109589041,8.930415
2005.7890410958903,12.974588
2005.8712328767124,13.517243
2005.9561643835616,7.1560755
2006.041095890411,3.7088575
2006.1205479452055,1.8998169
2006.2027397260274,0.8577708
2006.2849315068493,0.46572176
2006.3698630136987,0.45963106
2006.4520547945206,1.2561492
2006.5369863013698,2.606279
2006.6219178082192,4.3242497
2006.704109589041,9.906509
2006.7890410958903,13.123006
2006.8712328767124,13.45685
2006.9561643835616,9.779923
2007.041095890411,5.559222
2007.1205479452055,3.2131019
2007.2027397260274,1.9655942
2007.2849315068493,1.2197813
2007.3698630136987,0.8732312
2007.4520547945206,2.3886678
2007.5369863013698,5.9629765
2007.6219178082192,7.4919906
2007.704109589041,9.81954
2007.7890410958903,13.91318
2007.8712328767124,13.275811
2007.9561643835616,9.593916
2008.0409836065573,5.91416
2008.122950819672,3.233487
2008.204918032787,1.6903579
2008.2868852459017,0.6869097
2008.3715846994535,0.39953643
2008.4535519125684,1.6303962
2008.5382513661202,3.5454066
2008.622950819672,4.087452
2008.704918032787,7.6630716
2008.7896174863388,13.1489105
2008.8715846994535,11.04677
2008.9562841530055,7.0530043
2009.041095890411,5.1872954
2009.1205479452055,3.005076
2009.2027397260274,1.7134775
2009.2849315068493,0.8046408
2009.3698630136987,0.5718825
2009.4520547945206,1.6751052
2009.5369863013698,3.7081172
2009.6219178082192,7.014736
2009.704109589041,10.901599
2009.7890410958903,13.459758
2009.8712328767124,10.737133
2009.9561643835616,8.005365
2010.041095890411,4.629588
2010.1205479452055,2.3849494
2010.2027397260274,1.0682002
2010.2849315068493,0.46128932
2010.3698630136987,0.32254046
2010.4520547945206,1.0602506
2010.5369863013698,3.9051747
2010.6219178082192,7.175236
2010.704109589041,10.031167
2010.7890410958903,12.86284
2010.8712328767124,9.6776
2010.9561643835616,5.7627387
2011.041095890411,3.5290108
2011.1205479452055,2.032915
2011.2027397260274,1.2477212
2011.2849315068493,0.74777114
2011.3698630136987,0.38497224
2011.4520547945206,1.12468
2011.5369863013698,3.5051649
2011.6219178082192,6.6798644
2011.704109589041,9.183592
2011.7890410958903,10.06549
2011.8712328767124,7.5738997
2011.9561643835616,4.584787
2012.0409836065573,2.3986318
2012.122950819672,1.139037
2012.204918032787,0.51101136
2012.2868852459017,0.18985654
2012.3715846994535,0.11542854
2012.4535519125684,0.64157975
2012.5382513661202,1.4977494
2012.622950819672,2.7295392
2012.704918032787,5.795493
2012.7896174863388,8.477186
2012.8715846994535,8.595558
2012.9562841530055,5.1151505
2013.041095890411,3.310819
2013.1205479452055,1.7557683
2013.2027397260274,0.77787083
2013.2849315068493,0.3429836
2013.3698630136987,0.20179597
2013.4520547945206,0.3188741
2013.5369863013698,1.6082749
2013.6219178082192,3.0052962
2013.704109589041,4.3930573
2013.7890410958903,7.133
2013.8712328767124,8.438022
2013.9561643835616,5.7426314
2014.041095890411,3.507023
2014.1205479452055,1.9529607
2014.2027397260274,0.95741534
2014.2849315068493,0.39855504
2014.3698630136987,0.4325567
2014.4520547945206,0.9510187
2014.5369863013698,1.7110997
2014.6219178082192,3.077468
2014.704109589041,5.6757865
2014.7890410958903,12.235282
2014.8712328767124,12.684632
2014.9561643835616,9.880381
2015.041095890411,6.9057226
2015.1205479452055,3.9389694
2015.2027397260274,2.2592885
2015.2849315068493,1.2552811
2015.3698630136987,1.0481299
2015.4520547945206,1.3616967
2015.5369863013698,2.2948792
2015.6219178082192,3.6874115
2015.704109589041,7.888661
2015.7890410958903,9.039913
2015.8712328767124,7.0658693
2015.9561643835616,5.248894
2016.0409836065573,3.2131572
2016.122950819672,1.7288306
2016.204918032787,1.1598369
2016.2868852459017,0.6797788
2016.3715846994535,0.4541381
2016.4535519125684,0.92513573
2016.5382513661202,1.8235542
2016.622950819672,3.8924778
2016.704918032787,5.764957
2016.7896174863388,7.5816884
2016.8715846994535,8.410226
2016.9562841530055,6.189002
2017.041095890411,4.2380023
2017.1205479452055,2.8956304
2017.2027397260274,1.6942128
2017.2849315068493,0.72676504
2017.3698630136987,0.4455626
2017.4520547945206,1.5663826
2017.5369863013698,3.5050833
2017.6219178082192,6.3424363
2017.704109589041,9.765446
2017.7890410958903,10.53313
2017.8712328767124,9.180978
2017.9561643835616,5.6350293
2018.041095890411,3.4768581
2018.1205479452055,2.1158445
2018.2027397260274,0.9681263
2018.2849315068493,0.46210518
2018.3698630136987,0.34737232
2018.4520547945206,0.7503684
2018.5369863013698,2.8980248
2018.6219178082192,4.217639
2018.704109589041,9.829366
2018.7890410958903,11.82267
2018.8712328767124,6.733313
2018.9561643835616,4.0421567
2019.041095890411,2.322801
2019.1205479452055,1.4159324
2019.2027397260274,0.585924
2019.2849315068493,0.24363264
2019.3698630136987,0.1338868
2019.4520547945206,0.83892405
2019.5369863013698,2.2713046
2019.6219178082192,2.7084146
2019.704109589041,4.390775
2019.7890410958903,6.479167
2019.8712328767124,5.722448
2019.9561643835616,4.347308
2020.0409836065573,3.0087743
2020.122950819672,1.8667897
2020.204918032787,0.92228997
2020.2868852459017,0.42818576
2020.3715846994535,0.6321434
2020.4535519125684,1.4847399
2020.5382513661202,3.1972756
2020.622950819672,5.552689
2020.704918032787,8.7516365
2020.7896174863388,10.052371
2020.8715846994535,8.97253
2020.9562841530055,6.0026975
2021.041095890411,4.0505238
2021.1205479452055,2.304717
2021.2027397260274,1.0629272
2021.2849315068493,0.446179
2021.3698630136987,0.2674519
2021.4520547945206,0.3252223
2021.5369863013698,0.38420612
2021.6219178082192,0.76322114
2021.704109589041,3.1445162
2021.7890410958903,7.1185527
2021.8712328767124,6.33827
2021.9561643835616,5.3037796
2022.041095890411,3.2790115
2022.1205479452055,1.6336666
2022.2027397260274,0.7261802
2022.2849315068493,0.31469584
2022.3698630136987,0.1550856
2022.4520547945206,0.67178017
2022.5369863013698,1.4628167
2022.6219178082192,2.3359997
2022.704109589041,6.2054687
2022.7890410958903,10.271184
2022.8712328767124,9.695359
2022.9561643835616,6.247438
2023.041095890411,4.62532
2023.1205479452055,2.7874997
2023.2027397260274,1.5874213
2023.2849315068493,0.7762769
2023.3698630136987,0.54845273
2023.4520547945206,0.88477004
2023.5369863013698,2.082165
2023.6219178082192,4.9524717
2023.704109589041,9.607387
2023.7890410958903,10.409985
2023.8712328767124,5.9143705
2023.9561643835616,4.041676
2024.0409836065573,2.765765
2024.122950819672,1.6199584
2024.204918032787,0.760757
2024.2868852459017,0.27133495
2024.3715846994535,0.13846163
2024.4535519125684,0.68380195
2024.5382513661202,2.7359085
2024.622950819672,5.1930647
2024.704918032787,6.159501
2024.7896174863388,8.208535
2024.8715846994535,6.748154
2024.9562841530055,4.235423
2025.041095890411,2.589648
2025.1205479452055,1.5793434
2025.2027397260274,0.8625196
2025.2849315068493,0.35598928
2025.3698630136987,0.29946616
2025.4520547945206,0.44416842
2025.5369863013698,0.7542453
2025.6219178082192,2.7886837
2025.704109589041,5.9447618
2025.7890410958903,11.249708
2025.8712328767124,12.437163
2025.9561643835616,7.9060225
2026.041095890411,5.8709893
2026.1205479452055,3.6181204
2026.2027397260274,2.0614893
2026.2849315068493,1.2388136
2026.3698630136987,1.0241771
2026.4520547945206,1.47753
2026.5369863013698,1.6794674
2026.6219178082192,3.4982924
2026.704109589041,8.289512
2026.7890410958903,9.840443
2026.8712328767124,8.935893
2026.9561643835616,5.851031
2027.041095890411,3.391783
2027.1205479452055,1.919481
2027.2027397260274,0.9817175
2027.2849315068493,0.3663294
2027.3698630136987,0.18007864
2027.4520547945206,0.62231994
2027.5369863013698,1.1350551
2027.6219178082192,1.3744578
2027.704109589041,5.5653853
2027.7890410958903,11.409766
2027.8712328767124,8.539628
2027.9561643835616,5.147135
2028.0409836065573,3.1830895
2028.122950819672,1.8097472
2028.204918032787,0.92479193
2028.2868852459017,0.41644192
2028.3715846994535,0.26517087
2028.4535519125684,0.71423364
2028.5382513661202,1.7945011
2028.622950819672,3.0144696
2028.704918032787,8.222787
2028.7896174863388,12.815449
2028.8715846994535,9.225933
2028.9562841530055,5.177722
2029.041095890411,2.6135023
2029.1205479452055,1.3431917
2029.2027397260274,0.69023365
2029.2849315068493,0.29043517
2029.3698630136987,0.21675134
2029.4520547945206,0.7804734
2029.5369863013698,1.8231118
2029.6219178082192,3.106621
2029.704109589041,7.526722
2029.7890410958903,9.61754
2029.8712328767124,8.2079115
2029.9561643835616,6.243067
2030.041095890411,4.0843134
2030.1205479452055,2.3751402
2030.2027397260274,1.2212948
2030.2849315068493,0.5014705
2030.3698630136987,0.3531011
2030.4520547945206,0.62823015
2030.5369863013698,1.189273
2030.6219178082192,3.1458826
2030.704109589041,8.549916
2030.7890410958903,8.912679
2030.8712328767124,8.016564
2030.9561643835616,4.731372
2031.041095890411,2.9014184
2031.1205479452055,1.580532
2031.2027397260274,0.7422081
2031.2849315068493,0.28389275
2031.3698630136987,0.13876528
2031.4520547945206,0.51418775
2031.5369863013698,1.3046186
2031.6219178082192,3.423712
2031.704109589041,8.281893
2031.7890410958903,10.135702
2031.8712328767124,7.616839
2031.9561643835616,4.84487
2032.0409836065573,3.241383
2032.122950819672,2.254861
2032.204918032787,1.288229
2032.2868852459017,0.7667896
2032.3715846994535,0.80764747
2032.4535519125684,1.4288116
2032.5382513661202,3.5088217
2032.622950819672,5.2273784
2032.704918032787,7.8447437
2032.7896174863388,9.2439995
2032.8715846994535,5.8287263
2032.9562841530055,3.5803883
2033.041095890411,2.2210882
2033.1205479452055,1.1658
2033.2027397260274,0.55813295
2033.2849315068493,0.19500263
2033.3698630136987,0.1543747
2033.4520547945206,0.49214873
2033.5369863013698,0.79863703
2033.6219178082192,1.2757655
2033.704109589041,5.4553514
2033.7890410958903,8.986242
2033.8712328767124,7.0958776
2033.9561643835616,4.4244633
2034.041095890411,2.6573803
2034.1205479452055,1.1603347
2034.2027397260274,0.490074
2034.2849315068493,0.17662215
2034.3698630136987,0.09472954
2034.4520547945206,0.41145933
2034.5369863013698,1.1500251
2034.6219178082192,1.828051
2034.704109589041,3.17225
2034.7890410958903,4.9766574
2034.8712328767124,6.6137137
2034.9561643835616,5.483684
2035.041095890411,3.9021022
2035.1205479452055,2.3016176
2035.2027397260274,1.3059549
2035.2849315068493,0.5587796
2035.3698630136987,0.4070192
2035.4520547945206,1.5657169
2035.5369863013698,2.3784332
2035.6219178082192,4.7395315
2035.704109589041,10.531639
2035.7890410958903,11.093593
2035.8712328767124,7.6622
2035.9561643835616,4.4986353
2036.0409836065573,2.36928
2036.122950819672,1.1051944
2036.204918032787,0.39367425
2036.2868852459017,0.12551172
2036.3715846994535,0.12213082
2036.4535519125684,0.24150702
2036.5382513661202,0.6205539
2036.622950819672,2.905807
2036.704918032787,4.468892
2036.7896174863388,7.237366
2036.8715846994535,8.617884
2036.9562841530055,4.390077
2037.041095890411,2.38847
2037.1205479452055,1.3274163
2037.2027397260274,0.5535432
2037.2849315068493,0.23406468
2037.3698630136987,0.5015598
2037.4520547945206,0.80466413
2037.5369863013698,1.418823
2037.6219178082192,5.0163774
2037.704109589041,10.566204
2037.7890410958903,12.328926
2037.8712328767124,9.733016
2037.9561643835616,5.3870244
2038.041095890411,2.8908587
2038.1205479452055,1.5550296
2038.2027397260274,0.73781604
2038.2849315068493,0.26855224
2038.3698630136987,0.1806654
2038.4520547945206,0.5395855
2038.5369863013698,2.1616
2038.6219178082192,5.439702
2038.704109589041,9.546412
2038.7890410958903,10.537797
2038.8712328767124,9.543064
2038.9561643835616,6.121558
2039.041095890411,3.564111
2039.1205479452055,1.9225782
2039.2027397260274,0.8031811
2039.2849315068493,0.27698666
2039.3698630136987,0.16218749
2039.4520547945206,0.35945323
2039.5369863013698,0.6783743
2039.6219178082192,1.090211
2039.704109589041,3.2736151
2039.7890410958903,4.4655933
2039.8712328767124,3.8838525
2039.9561643835616,2.7436223
2040.0409836065573,1.798587
2040.122950819672,1.0432962
2040.204918032787,0.40118858
2040.2868852459017,0.12245643
2040.3715846994535,0.14482014
2040.4535519125684,0.46452183
2040.5382513661202,1.5003217
2040.622950819672,3.9998252
2040.704918032787,5.383674
2040.7896174863388,6.6990166
2040.8715846994535,5.4594784
2040.9562841530055,3.4920776
2041.041095890411,1.8286623
2041.1205479452055,0.88402593
2041.2027397260274,0.3914784
2041.2849315068493,0.2986221
2041.3698630136987,0.3135773
2041.4520547945206,0.6579104
2041.5369863013698,1.0013629
2041.6219178082192,1.9753933
2041.704109589041,5.5718307
2041.7890410958903,7.6730547
2041.8712328767124,6.669686
2041.9561643835616,4.1517096
2042.041095890411,2.7432847
2042.1205479452055,1.4361393
2042.2027397260274,0.6845911
2042.2849315068493,0.34349072
2042.3698630136987,0.54231757
2042.4520547945206,1.0050385
2042.5369863013698,1.4477695
2042.6219178082192,2.7366657
2042.704109589041,5.557236
2042.7890410958903,10.261023
2042.8712328767124,8.42265
2042.9561643835616,5.016424
2043.041095890411,2.600763
2043.1205479452055,1.4029769
2043.2027397260274,0.68876356
2043.2849315068493,0.26007643
2043.3698630136987,0.14935556
2043.4520547945206,0.45092228
2043.5369863013698,0.9497453
2043.6219178082192,2.2621531
2043.704109589041,3.8008947
2043.7890410958903,7.407303
2043.8712328767124,11.091391
2043.9561643835616,6.969455
2044.0409836065573,4.3098297
2044.122950819672,2.5031922
2044.204918032787,1.29634
2044.2868852459017,0.57494795
2044.3715846994535,0.2871078
2044.4535519125684,0.64873487
2044.5382513661202,1.0820516
2044.622950819672,2.6588047
2044.704918032787,7.7091784
2044.7896174863388,9.46308
2044.8715846994535,8.870278
2044.9562841530055,6.5217366
2045.041095890411,3.9720752
2045.1205479452055,2.321047
2045.2027397260274,1.3394624
2045.2849315068493,0.51633626
2045.3698630136987,0.27735898
2045.4520547945206,0.6267771
2045.5369863013698,1.2622247
2045.6219178082192,2.3339097
2045.704109589041,5.4350843
2045.7890410958903,7.32172
2045.8712328767124,5.5909023
2045.9561643835616,3.4745502
2046.041095890411,2.2853909
2046.1205479452055,1.2856125
2046.2027397260274,0.58388996
2046.2849315068493,0.24040577
2046.3698630136987,0.109431826
2046.4520547945206,0.4302395
2046.5369863013698,1.2784114
2046.6219178082192,3.1010292
2046.704109589041,6.8215337
2046.7890410958903,8.618436
2046.8712328767124,7.4894657
2046.9561643835616,5.0238905
2047.041095890411,3.378742
2047.1205479452055,1.944601
2047.2027397260274,0.7814234
2047.2849315068493,0.26727214
2047.3698630136987,0.1458217
2047.4520547945206,0.32310164
2047.5369863013698,0.5199919
2047.6219178082192,1.3807884
2047.704109589041,5.913405
2047.7890410958903,8.056168
2047.8712328767124,7.1165123
2047.9561643835616,5.25491
2048.0409836065573,3.1149228
2048.122950819672,1.9037602
2048.2049180327867,0.84238875
2048.2868852459014,0.6783886
2048.3715846994537,0.8591011
2048.4535519125684,1.2287432
2048.53825136612,1.3822637
2048.622950819672,2.4721348
2048.7049180327867,6.1773806
2048.789617486339,8.210347
2048.8715846994537,8.269374
2048.9562841530055,5.3678536
2049.041095890411,2.9143143
2049.1205479452055,1.5205988
2049.202739726027,0.6697883
2049.2849315068493,0.25177628
2049.3698630136987,0.14310332
2049.4520547945203,0.19112115
2049.53698630137,0.933549
2049.621917808219,2.480103
2049.7041095890413,6.561896
2049.7890410958903,11.017984
2049.8712328767124,9.359743
2049.956164383562,6.2707505
2050.041095890411,3.6315207
2050.1205479452055,1.7381307
2050.202739726027,0.7664671
2050.2849315068493,0.44005847
2050.3698630136987,0.31728783
2050.4520547945203,0.52750856
2050.53698630137,0.9536644
2050.621917808219,2.9240367
2050.7041095890413,8.996708
2050.7890410958903,10.563583
2050.8712328767124,7.7261224
2050.956164383562,4.831378
2051.041095890411,3.0206983
2051.1205479452055,1.7210354
2051.202739726027,0.9659977
2051.2849315068493,0.39925328
2051.3698630136987,0.36764267
2051.4520547945203,0.75638676
2051.53698630137,1.1102481
2051.621917808219,2.8872857
2051.7041095890413,9.228246
2051.7890410958903,10.558853
2051.8712328767124,7.735909
2051.956164383562,4.673776
2052.0409836065573,2.6725645
2052.122950819672,1.2653695
2052.2049180327867,0.512159
2052.2868852459014,0.22312208
2052.3715846994537,0.20671493
2052.4535519125684,0.40191266
2052.53825136612,0.53665483
2052.622950819672,1.6783209
2052.7049180327867,4.2553134
2052.789617486339,5.2160487
2052.8715846994537,4.1458592
2052.9562841530055,2.9562337
2053.041095890411,1.8687961
2053.1205479452055,0.95126843
2053.202739726027,0.3744298
2053.2849315068493,0.11486178
2053.3698630136987,0.08010753
2053.4520547945203,0.4644507
2053.53698630137,0.93227214
2053.621917808219,2.3093755
2053.7041095890413,7.3174596
2053.7890410958903,7.3192945
2053.8712328767124,5.643118
2053.956164383562,3.950593
2054.041095890411,2.6272645
2054.1205479452055,1.5468726
2054.202739726027,0.6486192
2054.2849315068493,0.20668499
2054.3698630136987,0.16122818
2054.4520547945203,0.435692
2054.53698630137,0.9238831
2054.621917808219,2.227
2054.7041095890413,4.851247
2054.7890410958903,7.8845263
2054.8712328767124,7.0531673
2054.956164383562,4.0513697
2055.041095890411,2.3459625
2055.1205479452055,1.0800835
2055.202739726027,0.37796566
2055.2849315068493,0.113658324
2055.3698630136987,0.104389966
2055.4520547945203,0.2552118
2055.53698630137,0.7854919
2055.621917808219,4.0573344
2055.7041095890413,7.610845
2055.7890410958903,7.6159854
2055.8712328767124,6.0785003
2055.956164383562,3.986553
2056.0409836065573,2.225256
2056.122950819672,1.0929652
2056.2049180327867,0.5004696
2056.2868852459014,0.17849146
2056.3715846994537,0.09195092
2056.4535519125684,0.24306548
2056.53825136612,0.5083944
2056.622950819672,1.4635994
2056.7049180327867,5.014059
2056.789617486339,8.3485565
2056.8715846994537,8.618262
