# year, O3_pH
2059.621917808219,7.95122
2059.7041095890413,7.9551125
2059.7890410958903,7.9640584
2059.8712328767124,7.9610434
2059.956164383562,7.949853
2060.0409836065573,7.9253893
2060.122950819672,7.9029117
2060.2049180327867,7.889649
2060.2868852459014,7.8972263
2060.3715846994537,7.916351
2060.4535519125684,7.9332085
2060.53825136612,7.9421673
2060.622950819672,7.9465327
2060.7049180327867,7.95551
2060.789617486339,7.959371
2060.8715846994537,7.9527407
2060.9562841530055,7.9383073
2061.041095890411,7.920915
2061.1205479452055,7.9005394
2061.202739726027,7.887141
2061.2849315068493,7.8903866
2061.3698630136987,7.901013
2061.4520547945203,7.9195824
2061.53698630137,7.931308
2061.621917808219,7.937479
2061.7041095890413,7.9474545
2061.7890410958903,7.9552903
2061.8712328767124,7.9550996
2061.956164383562,7.9472218
2062.041095890411,7.926934
2062.1205479452055,7.898964
2062.202739726027,7.886273
2062.2849315068493,7.888207
2062.3698630136987,7.903915
2062.4520547945203,7.917943
2062.53698630137,7.929679
2062.621917808219,7.9375367
2062.7041095890413,7.9495654
2062.7890410958903,7.9558854
2062.8712328767124,7.9453
2062.956164383562,7.9318304
2063.041095890411,7.911818
2063.1205479452055,7.8863816
2063.202739726027,7.874765
2063.2849315068493,7.878786
2063.3698630136987,7.896961
2063.4520547945203,7.913563
2063.53698630137,7.923293
2063.621917808219,7.932196
2063.7041095890413,7.9409513
2063.7890410958903,7.952148
2063.8712328767124,7.9571905
2063.956164383562,7.9496493
2064.0409836065573,7.9312057
2064.122950819672,7.9073544
2064.2049180327867,7.8937597
2064.2868852459014,7.8857613
2064.3715846994537,7.9008393
2064.4535519125684,7.913096
2064.53825136612,7.9225707
2064.622950819672,7.9327116
2064.7049180327867,7.9429
2064.789617486339,7.9480147
2064.8715846994537,7.945984
2064.9562841530055,7.934386
2065.041095890411,7.916608
2065.1205479452055,7.8856683
2065.202739726027,7.8683324
2065.2849315068493,7.8680916
2065.3698630136987,7.884355
2065.4520547945203,7.905321
2065.53698630137,7.9215927
2065.621917808219,7.928785
2065.7041095890413,7.9368114
2065.7890410958903,7.946666
2065.8712328767124,7.942844
2065.956164383562,7.92921
2066.041095890411,7.901017
2066.1205479452055,7.876758
2066.202739726027,7.8697643
2066.2849315068493,7.872834
2066.3698630136987,7.8899207
2066.4520547945203,7.9061832
2066.53698630137,7.9184055
2066.621917808219,7.92657
2066.7041095890413,7.9343367
2066.7890410958903,7.943169
2066.8712328767124,7.941968
2066.956164383562,7.9299994
2067.041095890411,7.909003
2067.1205479452055,7.8934026
2067.202739726027,7.877246
2067.2849315068493,7.865057
2067.3698630136987,7.876752
2067.4520547945203,7.8947825
2067.53698630137,7.908259
2067.621917808219,7.9156103
2067.7041095890413,7.931767
2067.7890410958903,7.9391556
2067.8712328767124,7.9383664
2067.956164383562,7.924674
2068.0409836065573,7.8998857
2068.122950819672,7.875019
2068.2049180327867,7.8619237
2068.2868852459014,7.8688483
2068.3715846994537,7.8835373
2068.4535519125684,7.8986464
2068.53825136612,7.909262
2068.622950819672,7.91773
2068.7049180327867,7.92126
2068.789617486339,7.9286466
2068.8715846994537,7.927988
2068.9562841530055,7.9194255
2069.041095890411,7.8988104
2069.1205479452055,7.876394
2069.202739726027,7.861154
2069.2849315068493,7.8704553
2069.3698630136987,7.8829126
2069.4520547945203,7.898527
2069.53698630137,7.9090347
2069.621917808219,7.9223404
2069.7041095890413,7.9335976
2069.7890410958903,7.939901
2069.8712328767124,7.9335876
2069.956164383562,7.9209437
2070.041095890411,7.8992243
2070.1205479452055,7.8713117
2070.202739726027,7.857714
2070.2849315068493,7.8625603
2070.3698630136987,7.8770866
2070.4520547945203,7.891157
2070.53698630137,7.9017506
2070.621917808219,7.908078
2070.7041095890413,7.9191666
2070.7890410958903,7.927581
2070.8712328767124,7.930257
2070.956164383562,7.916793
