# year, Ptot_NPP_result_anom
1994.5369863013698,-4.2822275
1994.6219178082192,-0.8093834
1994.704109589041,-0.37636375
1994.7890410958903,-2.7466946
1994.8712328767124,-2.1257515
1994.9561643835616,-3.833931
1995.041095890411,-0.98527336
1995.1205479452055,-0.14504051
1995.2027397260274,-0.9688282
1995.2849315068493,-1.0646718
1995.3698630136987,-1.5484843
1995.4520547945206,-4.484249
1995.5369863013698,-2.115137
1995.6219178082192,2.2211456
1995.704109589041,1.2092438
1995.7890410958903,-4.9573936
1995.8712328767124,-5.1758194
1995.9561643835616,0.7701435
1996.0409836065573,-0.3196907
1996.122950819672,-0.9776144
1996.204918032787,-0.6053376
1996.2868852459017,-0.9402988
1996.3715846994535,-1.434124
1996.4535519125684,-5.3264823
1996.5382513661202,-8.543561
1996.622950819672,-7.837055
1996.704918032787,-7.508127
1996.7896174863388,-10.666435
1996.8715846994535,-7.056999
1996.9562841530055,-7.892788
1997.041095890411,-4.2195344
1997.1205479452055,-3.0989528
1997.2027397260274,-1.3629141
1997.2849315068493,0.49853945
1997.3698630136987,-0.35311604
1997.4520547945206,-4.8012896
1997.5369863013698,-7.2952766
1997.6219178082192,-9.746988
1997.704109589041,-11.842363
1997.7890410958903,-3.566246
1997.8712328767124,-0.4162941
1997.9561643835616,-3.2377977
1998.041095890411,-2.099207
1998.1205479452055,-1.9524384
1998.2027397260274,-1.2939119
1998.2849315068493,-0.6875067
1998.3698630136987,-1.7520576
1998.4520547945206,-3.6713428
1998.5369863013698,0.67694855
1998.6219178082192,3.161684
1998.704109589041,6.3209534
1998.7890410958903,2.1371174
1998.8712328767124,-9.1782
1998.9561643835616,-9.773469
1999.041095890411,-5.996107
1999.1205479452055,-3.5592241
1999.2027397260274,-2.2843854
1999.2849315068493,-0.7282727
1999.3698630136987,-0.49061012
1999.4520547945206,-4.0163116
1999.5369863013698,-7.8670645
1999.6219178082192,-9.559866
1999.704109589041,-4.8450203
1999.7890410958903,-4.1355915
1999.8712328767124,-6.185112
1999.9561643835616,-7.7583094
2000.0409836065573,-4.1448164
2000.122950819672,-2.9147196
2000.204918032787,-1.736067
2000.2868852459017,-0.29712486
2000.3715846994535,0.8553624
2000.4535519125684,-2.4916515
2000.5382513661202,-2.8304234
2000.622950819672,-4.85804
2000.704918032787,-5.512985
2000.7896174863388,-8.941904
2000.8715846994535,-4.6457176
2000.9562841530055,-1.4133644
2001.041095890411,-0.4538765
2001.1205479452055,-0.48452473
2001.2027397260274,-0.36968708
2001.2849315068493,0.1493988
2001.3698630136987,-0.104691505
2001.4520547945206,-2.496378
2001.5369863013698,-2.2803288
2001.6219178082192,-2.8066177
2001.704109589041,-3.0932484
2001.7890410958903,-2.5703125
2001.8712328767124,-1.9203091
2001.9561643835616,-5.0510807
2002.041095890411,-3.1644602
2002.1205479452055,-2.3054204
2002.2027397260274,-1.8012509
2002.2849315068493,-0.7476678
2002.3698630136987,-1.3782663
2002.4520547945206,-4.9564166
2002.5369863013698,-6.824088
2002.6219178082192,-7.643614
2002.704109589041,-9.376192
2002.7890410958903,-5.2617035
2002.8712328767124,-0.095300674
2002.9561643835616,-0.98293877
2003.041095890411,3.0571947
2003.1205479452055,1.5689411
2003.2027397260274,0.43411493
2003.2849315068493,0.37364244
2003.3698630136987,-0.6343093
2003.4520547945206,-2.4318275
2003.5369863013698,-5.661993
2003.6219178082192,-5.817539
2003.704109589041,-2.650013
2003.7890410958903,-1.8441944
2003.8712328767124,-7.6947117
2003.9561643835616,-9.199179
2004.0409836065573,-6.143622
2004.122950819672,-3.84523
2004.204918032787,-2.300912
2004.2868852459017,0.0023360252
2004.3715846994535,0.03234005
2004.4535519125684,0.6605644
2004.5382513661202,1.650917
2004.622950819672,-5.997572
2004.704918032787,-7.8858166
2004.7896174863388,-13.181728
2004.8715846994535,-14.153475
2004.9562841530055,-10.649435
2005.041095890411,-6.0657587
2005.1205479452055,-3.8066545
2005.2027397260274,-2.0963533
2005.2849315068493,0.76915646
2005.3698630136987,0.8185196
2005.4520547945206,-4.298982
2005.5369863013698,-3.815424
2005.6219178082192,-3.1668644
2005.704109589041,-5.8594913
2005.7890410958903,-5.515465
2005.8712328767124,-3.221487
2005.9561643835616,-5.917698
2006.041095890411,-3.9700875
2006.1205479452055,-2.9776187
2006.2027397260274,-1.9631641
2006.2849315068493,-0.66088223
2006.3698630136987,-0.29868603
2006.4520547945206,-2.8624048
2006.5369863013698,-1.4616318
2006.6219178082192,-5.2907486
2006.704109589041,-3.7639809
2006.7890410958903,-3.4595852
2006.8712328767124,0.53547096
2006.9561643835616,0.08163452
2007.041095890411,-1.2413607
2007.1205479452055,-1.2746253
2007.2027397260274,-0.43736887
2007.2849315068493,-0.24113846
2007.3698630136987,-1.6127586
2007.4520547945206,0.39165115
2007.5369863013698,2.0463161
2007.6219178082192,-1.5877857
2007.704109589041,-3.2856293
2007.7890410958903,-1.0867596
2007.8712328767124,0.22019196
2007.9561643835616,-0.10774231
2008.0409836065573,-0.8074732
2008.122950819672,-1.1061153
2008.204918032787,-1.1300573
2008.2868852459017,-0.6239245
2008.3715846994535,-1.2191429
2008.4535519125684,-0.87550354
2008.5382513661202,-1.6661777
2008.622950819672,-8.396122
2008.704918032787,-1.3735638
2008.7896174863388,0.63321495
2008.8715846994535,-3.1835537
2008.9562841530055,-5.425597
2009.041095890411,-2.0027065
2009.1205479452055,-1.5055141
2009.2027397260274,-1.0833688
2009.2849315068493,-1.0557637
2009.3698630136987,-0.77888775
2009.4520547945206,-2.5999212
2009.5369863013698,-3.28726
2009.6219178082192,-2.2785969
2009.704109589041,-0.38126373
2009.7890410958903,-1.9985123
2009.8712328767124,-4.50576
2009.9561643835616,-2.3466454
2010.041095890411,-2.1060028
2010.1205479452055,-2.416367
2010.2027397260274,-0.8932481
2010.2849315068493,0.03676176
2010.3698630136987,-0.15798569
2010.4520547945206,-2.9254007
2010.5369863013698,-1.0654888
2010.6219178082192,0.51805687
2010.704109589041,-2.5044594
2010.7890410958903,-2.1692371
2010.8712328767124,-5.0635567
2010.9561643835616,-7.0064373
2011.041095890411,-4.50672
2011.1205479452055,-2.3787346
2011.2027397260274,-1.3199177
2011.2849315068493,0.08114004
2011.3698630136987,-0.7673931
2011.4520547945206,-2.4540424
2011.5369863013698,-2.887044
2011.6219178082192,-4.728441
2011.704109589041,-5.4970875
2011.7890410958903,-5.7104244
2011.8712328767124,-9.019743
2011.9561643835616,-10.104414
2012.0409836065573,-6.2322316
2012.122950819672,-4.0518446
2012.204918032787,-2.3599272
2012.2868852459017,-0.25768518
2012.3715846994535,0.774909
2012.4535519125684,-2.729763
2012.5382513661202,-4.1584654
2012.622950819672,-7.21476
2012.704918032787,-4.654093
2012.7896174863388,-3.5731945
2012.8715846994535,-6.4103374
2012.9562841530055,-7.835929
2013.041095890411,-4.6191764
2013.1205479452055,-3.4761796
2013.2027397260274,-1.5459876
2013.2849315068493,0.14999723
2013.3698630136987,-1.1080842
2013.4520547945206,-4.990328
2013.5369863013698,-2.96805
2013.6219178082192,-7.051815
2013.704109589041,-10.765652
2013.7890410958903,-9.022131
2013.8712328767124,-6.367693
2013.9561643835616,-6.4198694
2014.041095890411,-2.9390097
2014.1205479452055,-1.9811616
2014.2027397260274,-1.0304713
2014.2849315068493,0.01472187
2014.3698630136987,1.2913437
2014.4520547945206,-3.75463
2014.5369863013698,-6.422717
2014.6219178082192,-7.1532917
2014.704109589041,-8.280497
2014.7890410958903,-3.7871284
2014.8712328767124,-0.3772049
2014.9561643835616,-0.44835854
2015.041095890411,0.63149357
2015.1205479452055,0.26111794
2015.2027397260274,-0.17414331
2015.2849315068493,-0.4685049
2015.3698630136987,-0.9075041
2015.4520547945206,-4.268457
2015.5369863013698,-6.0407944
2015.6219178082192,-9.047509
2015.704109589041,-8.078825
2015.7890410958903,-9.496607
2015.8712328767124,-8.758345
2015.9561643835616,-6.7908545
2016.0409836065573,-4.2887497
2016.122950819672,-1.8950057
2016.204918032787,-0.042151928
2016.2868852459017,0.1507144
2016.3715846994535,0.5625639
2016.4535519125684,-3.400754
2016.5382513661202,-5.621003
2016.622950819672,-4.910795
2016.704918032787,-6.222456
2016.7896174863388,-5.040354
2016.8715846994535,-4.9737625
2016.9562841530055,-6.163439
2017.041095890411,-2.544797
2017.1205479452055,-1.4142952
2017.2027397260274,-1.2405162
2017.2849315068493,-0.9915421
2017.3698630136987,-0.23169422
2017.4520547945206,-1.9585552
2017.5369863013698,-2.3178387
2017.6219178082192,1.186842
2017.704109589041,-1.1380615
2017.7890410958903,-1.5048084
2017.8712328767124,-5.950308
2017.9561643835616,-7.1053677
2018.041095890411,-4.015219
2018.1205479452055,-3.0007677
2018.2027397260274,-1.7743964
2018.2849315068493,0.38298082
2018.3698630136987,0.1266532
2018.4520547945206,-3.72398
2018.5369863013698,-2.6416655
2018.6219178082192,-4.0248775
2018.704109589041,-1.1018295
2018.7890410958903,-2.6786346
2018.8712328767124,-11.276287
2018.9561643835616,-10.656444
2019.041095890411,-5.995307
2019.1205479452055,-3.9207675
2019.2027397260274,-2.2853353
2019.2849315068493,-0.4462204
2019.3698630136987,0.076919556
2019.4520547945206,-2.48133
2019.5369863013698,-3.9075747
2019.6219178082192,-9.407287
2019.704109589041,-11.350359
2019.7890410958903,-10.543507
2019.8712328767124,-10.4340515
2019.9561643835616,-7.9248695
2020.0409836065573,-3.6278543
2020.122950819672,-2.0643039
2020.204918032787,-1.1390548
2020.2868852459017,0.6810732
2020.3715846994535,0.6668968
2020.4535519125684,-3.387619
2020.5382513661202,-4.808792
2020.622950819672,-4.9122467
2020.704918032787,-4.2521667
2020.7896174863388,-4.3964844
2020.8715846994535,-6.564743
2020.9562841530055,-6.47787
2021.041095890411,-3.556737
2021.1205479452055,-2.3169346
2021.2027397260274,-1.1669493
2021.2849315068493,0.6789489
2021.3698630136987,1.0026636
2021.4520547945206,-4.5480895
2021.5369863013698,-9.483212
2021.6219178082192,-12.874364
2021.704109589041,-10.400831
2021.7890410958903,-4.825859
2021.8712328767124,-7.8853016
2021.9561643835616,-6.8229933
2022.041095890411,-4.0017066
2022.1205479452055,-2.7784119
2022.2027397260274,-1.6067882
2022.2849315068493,-0.7483208
2022.3698630136987,-0.29932356
2022.4520547945206,-3.0958776
2022.5369863013698,-5.3923864
2022.6219178082192,-8.480068
2022.704109589041,-5.33745
2022.7890410958903,-0.9391136
2022.8712328767124,-1.9118729
2022.9561643835616,-5.0363264
2023.041095890411,-1.6445847
2023.1205479452055,-1.5160432
2023.2027397260274,-0.908905
2023.2849315068493,-0.8743894
2023.3698630136987,-0.42523432
2023.4520547945206,-3.83786
2023.5369863013698,-4.205078
2023.6219178082192,-3.0200977
2023.704109589041,0.5639591
2023.7890410958903,-5.6322002
2023.8712328767124,-10.26637
2023.9561643835616,-9.273295
2024.0409836065573,-4.919072
2024.122950819672,-2.6087809
2024.204918032787,-1.3380775
2024.2868852459017,0.81422853
2024.3715846994535,0.50258875
2024.4535519125684,-1.9905672
2024.5382513661202,-0.70456886
2024.622950819672,-2.299429
2024.704918032787,-6.177429
2024.7896174863388,-6.772312
2024.8715846994535,-10.110131
2024.9562841530055,-9.563088
2025.041095890411,-5.6750436
2025.1205479452055,-3.3627825
2025.2027397260274,-1.9374089
2025.2849315068493,-0.34311247
2025.3698630136987,-0.056632042
2025.4520547945206,-4.496894
2025.5369863013698,-7.5807724
2025.6219178082192,-5.2209873
2025.704109589041,-1.0550365
2025.7890410958903,0.8499298
2025.8712328767124,0.3907776
2025.9561643835616,-2.5991573
2026.041095890411,0.58054924
2026.1205479452055,-0.23836756
2026.2027397260274,-0.22710419
2026.2849315068493,-0.28322744
2026.3698630136987,-0.13758087
2026.4520547945206,-3.728695
2026.5369863013698,-7.157647
2026.6219178082192,-5.258442
2026.704109589041,-1.2672329
2026.7890410958903,-4.6257153
2026.8712328767124,-7.615196
2026.9561643835616,-7.159422
2027.041095890411,-4.5391874
2027.1205479452055,-3.1824346
2027.2027397260274,-2.4333034
2027.2849315068493,-1.4736035
2027.3698630136987,-0.9265852
2027.4520547945206,-3.3445263
2027.5369863013698,-7.5398636
2027.6219178082192,-9.544588
2027.704109589041,-5.1353626
2027.7890410958903,-1.1507683
2027.8712328767124,-6.942606
2027.9561643835616,-7.1854067
2028.0409836065573,-4.322038
2028.122950819672,-2.5609121
2028.204918032787,-1.364191
2028.2868852459017,-0.25196457
2028.3715846994535,-0.3775215
2028.4535519125684,-2.6551514
2028.5382513661202,-3.7875462
2028.622950819672,-5.3363
2028.704918032787,-0.19519424
2028.7896174863388,-0.5943527
2028.8715846994535,-8.261353
2028.9562841530055,-9.29917
2029.041095890411,-6.2932973
2029.1205479452055,-3.7570276
2029.2027397260274,-1.9720912
2029.2849315068493,0.47507524
2029.3698630136987,1.2182403
2029.4520547945206,-2.9022894
2029.5369863013698,-5.4231777
2029.6219178082192,-7.5214996
2029.704109589041,-4.5050755
2029.7890410958903,-3.7715988
2029.8712328767124,-6.1095085
2029.9561643835616,-4.9682684
2030.041095890411,-2.8671713
2030.1205479452055,-1.88128
2030.2027397260274,-1.4394608
2030.2849315068493,0.038701534
2030.3698630136987,0.016362667
2030.4520547945206,-4.4360743
2030.5369863013698,-7.508191
2030.6219178082192,-5.4191914
2030.704109589041,-2.2869549
2030.7890410958903,-4.9089985
2030.8712328767124,-7.1198597
2030.9561643835616,-8.561022
2031.041095890411,-4.544038
2031.1205479452055,-2.8570414
2031.2027397260274,-1.3962994
2031.2849315068493,0.030554295
2031.3698630136987,0.94006586
2031.4520547945206,-2.2944736
2031.5369863013698,-4.7240324
2031.6219178082192,-3.8347874
2031.704109589041,-0.1616497
2031.7890410958903,-2.6853828
2031.8712328767124,-6.686083
2031.9561643835616,-7.3129416
2032.0409836065573,-3.3125
2032.122950819672,-1.8945098
2032.204918032787,-1.2743802
2032.2868852459017,-0.06408262
2032.3715846994535,0.04949522
2032.4535519125684,-3.4299755
2032.5382513661202,-2.55414
2032.622950819672,-2.0617733
2032.704918032787,-2.7868729
2032.7896174863388,-6.692011
2032.8715846994535,-12.146264
2032.9562841530055,-10.2400875
2033.041095890411,-5.702023
2033.1205479452055,-3.5462546
2033.2027397260274,-0.9712901
2033.2849315068493,1.1247635
2033.3698630136987,1.5054111
2033.4520547945206,-2.5611477
2033.5369863013698,-7.3069525
2033.6219178082192,-9.641787
2033.704109589041,-6.567362
2033.7890410958903,-4.8611546
2033.8712328767124,-7.9861565
2033.9561643835616,-8.5612335
2034.041095890411,-5.4403644
2034.1205479452055,-3.3582854
2034.2027397260274,-1.4811573
2034.2849315068493,0.15050316
2034.3698630136987,1.0326476
2034.4520547945206,-2.6940346
2034.5369863013698,-5.7761803
2034.6219178082192,-9.105398
2034.704109589041,-10.505129
2034.7890410958903,-9.674116
2034.8712328767124,-4.962063
2034.9561643835616,-4.7752542
2035.041095890411,-2.1426525
2035.1205479452055,-1.0752258
2035.2027397260274,-0.7505431
2035.2849315068493,-0.5172825
2035.3698630136987,0.88589287
2035.4520547945206,-1.3726635
2035.5369863013698,-4.518324
2035.6219178082192,-2.7565212
2035.704109589041,3.0582962
2035.7890410958903,-4.1597424
2035.8712328767124,-8.424177
2035.9561643835616,-8.868256
2036.0409836065573,-6.166299
2036.122950819672,-4.2630644
2036.204918032787,-2.4199417
2036.2868852459017,0.51065683
2036.3715846994535,1.1912799
2036.4535519125684,-4.001671
2036.5382513661202,-8.541351
2036.622950819672,-9.2531
2036.704918032787,-10.88867
2036.7896174863388,-7.0482464
2036.8715846994535,-6.631506
2036.9562841530055,-8.4675665
2037.041095890411,-4.9887767
2037.1205479452055,-3.3903399
2037.2027397260274,-2.2006698
2037.2849315068493,0.66928387
2037.3698630136987,1.502717
2037.4520547945206,-4.1924496
2037.5369863013698,-7.568714
2037.6219178082192,-4.256668
2037.704109589041,-2.4267864
2037.7890410958903,-1.9894867
2037.8712328767124,-5.0450363
2037.9561643835616,-7.5909443
2038.041095890411,-4.5606976
2038.1205479452055,-2.6746292
2038.2027397260274,-1.6079292
2038.2849315068493,-0.8341758
2038.3698630136987,-0.2187109
2038.4520547945206,-3.699113
2038.5369863013698,-4.461502
2038.6219178082192,-2.3913631
2038.704109589041,-1.7801819
2038.7890410958903,-2.153185
2038.8712328767124,-2.976448
2038.9561643835616,-5.3204193
2039.041095890411,-3.6648874
2039.1205479452055,-3.1750016
2039.2027397260274,-2.3247445
2039.2849315068493,-0.2071805
2039.3698630136987,0.003829956
2039.4520547945206,-3.591384
2039.5369863013698,-7.1691914
2039.6219178082192,-9.893195
2039.704109589041,-9.777529
2039.7890410958903,-9.694094
2039.8712328767124,-12.815051
2039.9561643835616,-10.472678
2040.0409836065573,-5.445525
2040.122950819672,-3.1595025
2040.204918032787,-1.6220353
2040.2868852459017,0.7506089
2040.3715846994535,1.6891451
2040.4535519125684,-3.0954285
2040.5382513661202,-2.8215685
2040.622950819672,-3.3836994
2040.704918032787,-6.415901
2040.7896174863388,-8.843784
2040.8715846994535,-10.45901
2040.9562841530055,-9.222771
2041.041095890411,-5.386454
2041.1205479452055,-2.9258838
2041.2027397260274,-0.5181713
2041.2849315068493,1.5239677
2041.3698630136987,0.7182331
2041.4520547945206,-3.9670968
2041.5369863013698,-8.146028
2041.6219178082192,-8.424887
2041.704109589041,-5.436348
2041.7890410958903,-6.5444984
2041.8712328767124,-7.817356
2041.9561643835616,-7.2560816
2042.041095890411,-3.7985878
2042.1205479452055,-2.4838815
2042.2027397260274,-0.30120993
2042.2849315068493,2.0157666
2042.3698630136987,0.8391037
2042.4520547945206,-3.761395
2042.5369863013698,-7.768363
2042.6219178082192,-9.882207
2042.704109589041,-7.5695763
2042.7890410958903,-3.1002865
2042.8712328767124,-5.957781
2042.9561643835616,-6.1691647
2043.041095890411,-4.8985424
2043.1205479452055,-2.4450474
2043.2027397260274,-0.9300647
2043.2849315068493,0.3468027
2043.3698630136987,0.90338373
2043.4520547945206,-2.0304785
2043.5369863013698,-5.383155
2043.6219178082192,-6.8527813
2043.704109589041,-7.215166
2043.7890410958903,-5.1403275
2043.8712328767124,-0.0820446
2043.9561643835616,-3.9114819
2044.0409836065573,-2.201477
2044.122950819672,-1.5293117
2044.204918032787,-1.0168438
2044.2868852459017,-0.6903806
2044.3715846994535,0.031000614
2044.4535519125684,-3.1608744
2044.5382513661202,-7.2402945
2044.622950819672,-7.7519436
2044.704918032787,-3.4870186
2044.7896174863388,-2.3894958
2044.8715846994535,-3.0136433
2044.9562841530055,-5.8920345
2045.041095890411,-3.1831398
2045.1205479452055,-2.2107759
2045.2027397260274,-1.2712812
2045.2849315068493,-0.5441179
2045.3698630136987,0.53292847
2045.4520547945206,-3.3351269
2045.5369863013698,-6.807584
2045.6219178082192,-8.1365185
2045.704109589041,-4.554348
2045.7890410958903,-6.284775
2045.8712328767124,-9.476295
2045.9561643835616,-9.376764
2046.041095890411,-5.4421
2046.1205479452055,-3.6135445
2046.2027397260274,-1.462152
2046.2849315068493,0.6403899
2046.3698630136987,0.47372484
2046.4520547945206,-1.802351
2046.5369863013698,-3.3768396
2046.6219178082192,-5.102482
2046.704109589041,-4.365551
2046.7890410958903,-4.4434967
2046.8712328767124,-5.2034645
2046.9561643835616,-6.7929277
2047.041095890411,-3.3888664
2047.1205479452055,-2.5280437
2047.2027397260274,-1.8255498
2047.2849315068493,-0.5076704
2047.3698630136987,-0.3412323
2047.4520547945206,-4.7690034
2047.5369863013698,-9.1629095
2047.6219178082192,-9.520324
2047.704109589041,-4.70191
2047.7890410958903,-3.9856682
2047.8712328767124,-6.352602
2047.9561643835616,-6.4357853
2048.0409836065573,-3.7010517
2048.122950819672,-2.9883456
2048.2049180327867,-2.192312
2048.2868852459014,-0.067946434
2048.3715846994537,0.96343994
2048.4535519125684,-3.2947283
2048.53825136612,-7.1875067
2048.622950819672,-8.2902355
2048.7049180327867,-5.511732
2048.789617486339,-3.376154
2048.8715846994537,-5.0236645
2048.9562841530055,-6.5136557
2049.041095890411,-4.7474065
2049.1205479452055,-2.808371
2049.202739726027,-1.4487238
2049.2849315068493,1.0350575
2049.3698630136987,0.77775764
2049.4520547945203,-3.5301142
2049.53698630137,-6.262945
2049.621917808219,-7.842964
2049.7041095890413,-3.9913425
2049.7890410958903,-0.582983
2049.8712328767124,-2.097681
2049.956164383562,-5.3735657
2050.041095890411,-3.4620743
2050.1205479452055,-3.1081023
2050.202739726027,-1.1732249
2050.2849315068493,0.2246809
2050.3698630136987,-0.04636526
2050.4520547945203,-3.8388534
2050.53698630137,-8.825482
2050.621917808219,-7.084219
2050.7041095890413,-1.4023495
2050.7890410958903,-1.5638504
2050.8712328767124,-5.088789
2050.956164383562,-6.292263
2051.041095890411,-3.85604
2051.1205479452055,-2.1446133
2051.202739726027,-0.5205898
2051.2849315068493,0.34151173
2051.3698630136987,0.56196785
2051.4520547945203,-4.031789
2051.53698630137,-7.6985073
2051.621917808219,-6.1455803
2051.7041095890413,2.9149933
2051.7890410958903,-2.2436123
