# year, so_abs
1998.164383561644,35.775917
1998.1671232876713,35.821503
1998.1698630136987,35.839485
1998.172602739726,35.82976
1998.1753424657534,35.82596
1998.1780821917807,35.80752
1998.1808219178083,35.823414
1998.1835616438357,35.84754
1998.186301369863,35.815987
1998.1890410958904,35.80262
1998.1917808219177,35.821808
1998.194520547945,35.839188
1998.1972602739727,35.81495
1998.2,35.817932
1998.2027397260274,35.81865
1998.2054794520548,35.83906
1998.2082191780821,35.83287
1998.2109589041097,35.82275
1998.213698630137,35.82044
1998.2164383561644,35.800022
1998.2191780821918,35.828846
1998.2219178082191,35.831482
1998.2246575342465,35.730316
1998.227397260274,35.78779
1998.2301369863014,35.811787
1998.2328767123288,35.804886
1998.2356164383561,35.78725
1998.2383561643835,35.76745
1998.2410958904109,35.767498
1998.2438356164384,35.766987
1998.2465753424658,35.67428
1998.2493150684932,35.731552
1998.2520547945205,35.74371
1998.2547945205479,35.621254
1998.2575342465752,35.673203
1998.2602739726028,35.703724
1998.2630136986302,35.727753
1998.2657534246575,35.711857
1998.268493150685,35.710724
1998.2712328767122,35.65947
1998.2739726027398,35.655487
1998.2767123287672,35.67616
1998.2794520547945,35.632866
1998.282191780822,35.642082
1998.2849315068493,35.632164
1998.2876712328766,35.651115
1998.2904109589042,35.649708
1998.2931506849316,35.567055
1998.295890410959,35.564106
1998.2986301369863,35.61344
1998.3013698630136,35.605648
1998.304109589041,35.602158
1998.3068493150686,35.610043
1998.309589041096,35.63588
1998.3123287671233,35.636524
1998.3150684931506,35.63309
1998.317808219178,35.633163
1998.3205479452056,35.635284
1998.323287671233,35.63995
1998.3260273972603,35.65201
1998.3287671232877,35.565296
1998.331506849315,35.603184
1998.3342465753424,35.60415
1998.33698630137,35.589394
1998.3397260273973,35.572113
1998.3424657534247,35.539387
1998.345205479452,35.524117
1998.3479452054794,35.466087
1998.3506849315067,35.470856
1998.3534246575343,35.498726
1998.3561643835617,35.487457
1998.358904109589,35.479046
1998.3616438356164,35.46145
1998.3643835616438,35.49543
1998.3671232876711,35.521755
1998.3698630136987,35.539722
1998.372602739726,35.55345
1998.3753424657534,35.562885
1998.3780821917808,35.55928
1998.3808219178081,35.56188
1998.3835616438357,35.56668
1998.386301369863,35.560455
1998.3890410958904,35.533173
1998.3917808219178,35.53849
1998.3945205479451,35.54666
1998.3972602739725,35.554337
1998.4,35.543907
1998.4027397260274,35.530422
1998.4054794520548,35.52216
1998.4082191780822,35.521706
1998.4109589041095,35.524563
1998.4136986301369,35.5289
1998.4164383561645,35.47994
1998.4191780821918,35.508896
1998.4219178082192,35.520813
1998.4246575342465,35.52405
1998.427397260274,35.533817
1998.4301369863015,35.550404
1998.4328767123288,35.56024
1998.4356164383562,35.56802
1998.4383561643835,35.574814
1998.441095890411,35.58043
1998.4438356164383,35.593533
1998.4465753424658,35.596916
1998.4493150684932,35.597492
1998.4520547945206,35.607513
1998.454794520548,35.611855
1998.4575342465753,35.615845
1998.4602739726026,35.624695
1998.4630136986302,35.630116
1998.4657534246576,35.63443
1998.468493150685,35.635853
1998.4712328767123,35.636093
1998.4739726027397,35.639515
1998.4767123287672,35.646446
1998.4794520547946,35.65053
1998.482191780822,35.65504
1998.4849315068493,35.659317
1998.4876712328767,35.665577
1998.490410958904,35.671005
1998.4931506849316,35.67922
1998.495890410959,35.686436
1998.4986301369863,35.68748
1998.5013698630137,35.68849
1998.504109589041,35.692455
1998.5068493150684,35.69924
1998.509589041096,35.704895
1998.5123287671233,35.70156
1998.5150684931507,35.702045
1998.517808219178,35.708607
1998.5205479452054,35.71293
1998.5232876712328,35.71393
1998.5260273972603,35.716293
1998.5287671232877,35.722893
1998.531506849315,35.72702
1998.5342465753424,35.727867
1998.5369863013698,35.732815
1998.5397260273974,35.73879
1998.5424657534247,35.744473
1998.545205479452,35.74876
1998.5479452054794,35.754185
1998.5506849315068,35.759666
1998.5534246575342,35.763046
1998.5561643835617,35.766926
1998.558904109589,35.771225
1998.5616438356165,35.777245
1998.5643835616438,35.781464
1998.5671232876712,35.78487
1998.5698630136985,35.790375
1998.572602739726,35.795826
1998.5753424657535,35.80102
1998.5780821917808,35.804134
1998.5808219178082,35.807392
1998.5835616438355,35.812626
1998.5863013698631,35.8199
1998.5890410958905,35.829212
1998.5917808219178,35.83631
1998.5945205479452,35.844505
1998.5972602739726,35.851784
1998.6,35.854343
1998.6027397260275,35.8557
1998.6054794520549,35.85883
1998.6082191780822,35.86297
1998.6109589041096,35.868416
1998.613698630137,35.871544
1998.6164383561643,35.8741
1998.6191780821919,35.877506
1998.6219178082192,35.881912
1998.6246575342466,35.886288
1998.627397260274,35.890858
1998.6301369863013,35.894135
1998.6328767123289,35.89638
1998.6356164383562,35.89993
1998.6383561643836,35.903942
1998.641095890411,35.90514
1998.6438356164383,35.906475
1998.6465753424657,35.908268
1998.6493150684933,35.911293
1998.6520547945206,35.915703
