# year, uo_clim
0.00273224043715847,-0.09246308
0.00546448087431694,-0.08918371
0.00819672131147541,-0.1011229
0.01092896174863388,-0.10910134
0.01366120218579235,-0.09370057
0.01639344262295082,-0.07368282
0.01912568306010929,-0.08602754
0.02185792349726776,-0.10463631
0.02459016393442623,-0.08044898
0.0273224043715847,-0.07481168
0.030054644808743168,-0.099983394
0.03278688524590164,-0.06833379
0.03551912568306011,-0.052360766
0.03825136612021858,-0.09264751
0.040983606557377046,-0.11697154
0.04371584699453552,-0.09080349
0.04644808743169399,-0.087299444
0.04918032786885246,-0.062304158
0.05191256830601093,-0.09102077
0.0546448087431694,-0.13123888
0.05737704918032787,-0.07205088
0.060109289617486336,-0.07690992
0.06284153005464481,-0.095601216
0.06557377049180328,-0.065118834
0.06830601092896176,-0.06918587
0.07103825136612021,-0.07842974
0.07377049180327869,-0.08646469
0.07650273224043716,-0.05676656
0.07923497267759563,-0.029014548
0.08196721311475409,-0.06287309
0.08469945355191257,-0.07721016
0.08743169398907104,-0.07933563
0.09016393442622951,-0.07017402
0.09289617486338798,-0.079721436
0.09562841530054644,-0.08474835
0.09836065573770492,-0.05571256
0.10109289617486339,-0.072524965
0.10382513661202186,-0.06417753
0.10655737704918032,-0.039366327
0.1092896174863388,-0.06759614
0.11202185792349727,-0.06442873
0.11475409836065574,-0.055232983
0.11748633879781421,-0.040420394
0.12021857923497267,-0.04569886
0.12295081967213115,-0.09515383
0.12568306010928962,-0.065677926
0.1284153005464481,-0.009902057
0.13114754098360656,-0.028221712
0.13387978142076504,-0.061595388
0.1366120218579235,-0.0854827
0.13934426229508196,-0.028335754
0.14207650273224043,-0.04204807
0.1448087431693989,-0.09528258
0.14754098360655737,-0.07077976
0.15027322404371585,-0.0031426176
0.15300546448087432,-0.04288412
0.1557377049180328,-0.06675196
0.15846994535519127,-0.061004438
0.16120218579234974,-0.06460524
0.16393442622950818,-0.040705003
0.16666666666666666,-0.041416433
0.16939890710382513,-0.0117138205
0.1721311475409836,-0.027291238
0.17486338797814208,-0.07495273
0.17759562841530055,-0.005328902
0.18032786885245902,0.035949845
0.1830601092896175,-0.07829457
0.18579234972677597,-0.060030736
0.1885245901639344,-0.01451474
0.1912568306010929,-0.011544834
0.19398907103825136,-0.04803453
0.19672131147540983,-0.066845454
0.1994535519125683,-0.0020832685
0.20218579234972678,0.027545895
0.20491803278688525,-0.049713615
0.20765027322404372,-0.090681836
0.2103825136612022,-0.027273387
0.21311475409836064,0.021879181
0.21584699453551912,-0.015384478
0.2185792349726776,-0.077884875
0.22131147540983606,-0.033521347
0.22404371584699453,-0.023871858
0.226775956284153,-0.0049160407
0.22950819672131148,0.010687411
0.23224043715846995,-0.057707846
0.23497267759562843,-0.053285457
0.23770491803278687,-0.03047629
0.24043715846994534,-0.056996293
0.24316939890710382,-0.048573844
0.2459016393442623,-0.016294796
0.24863387978142076,-0.0036648456
0.25136612021857924,0.013918012
0.2540983606557377,-0.028282875
0.2568306010928962,-0.06604569
0.25956284153005466,-0.0015120059
0.26229508196721313,-0.025553634
0.2650273224043716,-0.058060545
0.2677595628415301,-0.045384698
0.27049180327868855,-0.02200898
0.273224043715847,-0.013338162
0.27595628415300544,-0.06416048
0.2786885245901639,-0.06712512
0.2814207650273224,0.011753366
0.28415300546448086,0.003956018
0.28688524590163933,-0.07025311
0.2896174863387978,-0.06073606
0.2923497267759563,0.0072292476
0.29508196721311475,-0.05119089
0.2978142076502732,-0.019039042
0.3005464480874317,-0.046387564
0.30327868852459017,-0.054361295
0.30601092896174864,-0.011184687
0.3087431693989071,-0.06643237
0.3114754098360656,-0.07874255
0.31420765027322406,-0.016366396
0.31693989071038253,-0.039340463
0.319672131147541,-0.08609162
0.3224043715846995,-0.043901585
0.3251366120218579,-0.032636616
0.32786885245901637,-0.0720745
0.33060109289617484,-0.08889417
0.3333333333333333,-0.045274936
0.3360655737704918,-0.054852176
0.33879781420765026,-0.049826913
