# year, thetao_con_anom
1976.467213114754,0.30236435
1976.4699453551912,0.2634678
1976.4726775956285,0.23771477
1976.4754098360656,0.21724129
1976.4781420765028,0.19833755
1976.48087431694,0.17789078
1976.483606557377,0.15611076
1976.4863387978141,0.13544083
1976.4890710382513,0.1202507
1976.4918032786886,0.13993263
1976.4945355191257,0.14962578
1976.4972677595629,0.94750595
1976.5,0.9181137
1976.5027322404371,0.8753948
1976.5054644808743,0.8288288
1976.5081967213114,0.7707977
1976.5109289617487,0.71749306
1976.5136612021859,0.6683426
1976.516393442623,0.62378883
1976.51912568306,0.59438896
1976.5218579234972,0.5630779
1976.5245901639344,0.51182175
1976.5273224043715,0.45819664
1976.5300546448088,0.40631866
1976.532786885246,0.37874794
1976.535519125683,0.3533783
1976.5382513661202,0.3135662
1976.5409836065573,0.29858017
1976.5437158469945,0.3044243
1976.5464480874316,0.30270386
1976.549180327869,0.31663704
1976.551912568306,0.32048988
1976.5546448087432,0.34478188
1976.5573770491803,0.3307495
1976.5601092896175,0.31580353
1976.5628415300546,0.28396225
1976.5655737704917,0.26418686
1976.568306010929,0.23567772
1976.5710382513662,0.21170235
1976.5737704918033,0.2104969
1976.5765027322404,0.18499947
1976.5792349726776,0.18007278
1976.5819672131147,0.90437126
1976.5846994535518,0.90285873
1976.5874316939892,0.9177952
1976.5901639344263,0.9067879
1976.5928961748634,0.8752823
1976.5956284153006,0.82533646
1976.5983606557377,0.8122406
1976.6010928961748,0.81609917
1976.603825136612,0.84555244
1976.6065573770493,0.8330116
1976.6092896174864,0.83457756
1976.6120218579235,0.84431267
1976.6147540983607,0.8193054
1976.6174863387978,0.79564095
1976.620218579235,0.78310776
1976.622950819672,0.769928
1976.6256830601094,0.77693367
1976.6284153005465,0.79063606
1976.6311475409836,0.82858276
1976.6338797814208,0.7837658
1976.636612021858,0.76646996
1976.639344262295,0.73838997
1976.6420765027322,0.7171097
1976.6448087431695,0.72179985
1976.6475409836066,0.7732849
1976.6502732240438,0.74227524
1976.6530054644809,0.73093796
1976.655737704918,0.68312645
1976.6584699453551,0.65280914
1976.6612021857923,0.60404587
1976.6639344262296,0.6022415
1976.6666666666667,0.73433685
1976.6693989071039,0.68722534
1976.672131147541,0.67708397
1976.6748633879781,0.6655464
1976.6775956284152,0.67533875
1976.6803278688524,0.6696873
1976.6830601092897,0.6672516
1976.6857923497269,0.66773224
1976.688524590164,0.6519394
1976.691256830601,0.60606766
1976.6939890710382,0.5967674
1976.6967213114754,0.5838642
1976.6994535519125,0.56314087
1976.7021857923498,0.53699684
1976.704918032787,0.5299282
1976.707650273224,0.5391712
1976.7103825136612,0.54985046
1976.7131147540983,0.5574131
1976.7158469945355,0.5377464
1976.7185792349726,0.58367157
1976.72131147541,0.6138935
1976.724043715847,0.578392
1976.7267759562842,0.5390663
1976.7295081967213,0.50831795
1976.7322404371585,0.4769802
1976.7349726775956,0.42708778
1976.7377049180327,0.399889
1976.74043715847,0.3799839
1976.7431693989072,0.36855698
1976.7459016393443,0.3969574
1976.7486338797814,0.61234283
1976.7513661202186,0.5796032
1976.7540983606557,0.52996635
1976.7568306010928,0.5560093
1976.75956284153,0.5836296
1976.7622950819673,0.56965256
1976.7650273224044,0.61141014
1976.7677595628415,0.5686722
1976.7704918032787,0.5352402
1976.7732240437158,0.48979187
1976.775956284153,0.43852997
1976.77868852459,0.41507912
1976.7814207650274,0.4368992
1976.7841530054645,0.45651054
1976.7868852459017,0.46749496
1976.7896174863388,0.5326481
1976.792349726776,0.7229271
1976.795081967213,0.5650253
1976.7978142076502,0.4135971
1976.8005464480875,0.41441727
1976.8032786885246,0.3908577
1976.8060109289618,0.3095894
1976.808743169399,0.27882195
1976.811475409836,0.3251419
1976.8142076502731,0.34539604
1976.8169398907103,0.389719
1976.8196721311476,0.420496
1976.8224043715848,0.44851303
1976.8251366120219,0.542984
1976.827868852459,0.5087414
1976.8306010928961,0.48233795
1976.8333333333333,0.44036293
1976.8360655737704,0.5700302
1976.8387978142077,0.6334896
1976.8415300546449,0.6884613
1976.844262295082,0.725708
1976.8469945355191,0.7380676
1976.8497267759562,0.79639435
1976.8524590163934,0.8256664
1976.8551912568305,0.87288666
1976.8579234972678,0.8286991
1976.860655737705,0.81536293
1976.863387978142,0.8032284
1976.8661202185792,0.8713932
1976.8688524590164,0.8050842
1976.8715846994535,0.7729187
1976.8743169398906,0.72309685
1976.877049180328,0.6524086
1976.879781420765,0.61999893
1976.8825136612022,0.6335449
1976.8852459016393,0.6804199
1976.8879781420765,0.66199493
1976.8907103825136,0.6188183
1976.8934426229507,0.5723095
1976.896174863388,0.6308155
1976.8989071038252,0.6897583
1976.9016393442623,0.6590347
1976.9043715846994,0.5799465
1976.9071038251366,0.54743195
1976.9098360655737,0.56931496
1976.9125683060108,0.65363693
1976.9153005464482,0.04512787
1976.9180327868853,0.08429718
1976.9207650273224,0.20493507
1976.9234972677596,0.14587021
1976.9262295081967,0.13688087
1976.9289617486338,0.12122154
1976.931693989071,0.110990524
1976.9344262295083,0.036294937
1976.9371584699454,0.07557106
1976.9398907103825,0.066547394
1976.9426229508197,0.07517815
1976.9453551912568,0.10245705
1976.948087431694,0.11138153
1976.950819672131,0.09124565
1976.9535519125684,0.11599541
1976.9562841530055,0.07400513
1976.9590163934427,0.039970398
1976.9617486338798,0.0074825287
1976.964480874317,-0.016082764
1976.967213114754,0.013595581
1976.9699453551912,0.044425964
1976.9726775956285,0.06331062
1976.9754098360656,0.07352829
1976.9781420765028,0.063114166
1976.98087431694,0.18836784
1976.983606557377,0.22411346
1976.9863387978141,0.30394363
1976.9890710382513,0.45531654
1976.9918032786886,0.5747299
1976.9945355191257,0.65834427
1976.9972677595629,0.7173481
1977.0,0.87094307
1977.0027397260274,0.82152367
1977.0054794520547,0.66469574
1977.0082191780823,0.51766014
1977.0109589041097,0.41322708
1977.013698630137,0.37443352
1977.0164383561644,0.57543564
1977.0191780821917,0.6217537
1977.021917808219,0.5611
1977.0246575342467,0.43762016
1977.027397260274,0.41053963
1977.0301369863014,0.38372993
1977.0328767123287,0.32557487
1977.035616438356,0.41205215
1977.0383561643835,0.4671135
1977.041095890411,0.4143505
1977.0438356164384,0.41292763
1977.0465753424658,0.41557884
1977.0493150684931,0.40113068
1977.0520547945205,0.4361744
1977.054794520548,0.48661613
1977.0575342465754,0.46063614
1977.0602739726028,0.37091255
1977.0630136986301,0.35344887
1977.0657534246575,0.3423252
1977.0684931506848,0.5022831
1977.0712328767124,0.49634933
1977.0739726027398,0.39186668
1977.0767123287671,0.49330902
1977.0794520547945,0.52713585
1977.0821917808219,0.42702866
1977.0849315068492,0.57084846
1977.0876712328768,0.45134354
1977.0904109589042,0.4423256
1977.0931506849315,0.5611801
1977.0958904109589,0.6770725
1977.0986301369862,0.87470245
1977.1013698630136,0.94059753
1977.1041095890412,1.1159573
1977.1068493150685,1.2213612
1977.109589041096,1.0353146
1977.1123287671232,1.0634613
1977.1150684931506,1.0868111
1977.1178082191782,1.0649853
1977.1205479452055,1.2266369
1977.123287671233,1.1422882
1977.1260273972603,1.1807919
1977.1287671232876,0.87940216
1977.131506849315,0.57686806
1977.1342465753426,0.3830719
1977.13698630137,0.54354477
1977.1397260273973,0.627903
1977.1424657534246,0.41318893
1977.145205479452,0.62647057
1977.1479452054793,0.7204952
1977.150684931507,0.7517662
1977.1534246575343,0.7445049
1977.1561643835616,0.7959175
1977.158904109589,0.8190594
1977.1616438356164,0.54935265
1977.164383561644,0.5593529
1977.1671232876713,0.7376404
1977.1698630136987,0.8916836
1977.172602739726,0.58410454
1977.1753424657534,0.4781475
1977.1780821917807,0.45167923
1977.1808219178083,0.44265175
1977.1835616438357,0.35167885
1977.186301369863,0.24856949
1977.1890410958904,0.14123535
1977.1917808219177,0.12125778
1977.194520547945,0.123435974
1977.1972602739727,0.080459595
1977.2,0.31811714
1977.2027397260274,0.44675446
1977.2054794520548,0.30376625
1977.2082191780821,0.23652458
1977.2109589041097,0.16494942
1977.213698630137,0.023664474
1977.2164383561644,-0.0037231445
1977.2191780821918,0.2646923
1977.2219178082191,0.30542564
1977.2246575342465,0.47922134
1977.227397260274,0.28079414
1977.2301369863014,0.09549904
1977.2328767123288,-0.0033550262
1977.2356164383561,0.08389282
1977.2383561643835,0.22999573
1977.2410958904109,0.29961967
1977.2438356164384,0.2347393
1977.2465753424658,0.10906029
1977.2493150684932,0.15676117
1977.2520547945205,0.421278
1977.2547945205479,0.36203194
1977.2575342465752,0.48970795
1977.2602739726028,0.37363625
1977.2630136986302,0.26655388
1977.2657534246575,0.4602909
1977.268493150685,0.5157223
1977.2712328767122,0.27197456
1977.2739726027398,0.23098564
1977.2767123287672,0.16620445
1977.2794520547945,0.13284683
1977.282191780822,0.2549343
1977.2849315068493,0.22196388
1977.2876712328766,0.35083008
1977.2904109589042,0.23179054
1977.2931506849316,0.20217514
1977.295890410959,0.37233353
1977.2986301369863,0.29339027
1977.3013698630136,0.18595695
1977.304109589041,0.21906853
1977.3068493150686,0.17513657
1977.309589041096,0.13467407
1977.3123287671233,0.096961975
1977.3150684931506,0.13362122
1977.317808219178,0.09390831
1977.3205479452056,0.09010506
1977.323287671233,0.064661026
1977.3260273972603,0.10437584
1977.3287671232877,0.03917885
1977.331506849315,0.024461746
1977.3342465753424,-0.049757004
1977.33698630137,-0.08632851
1977.3397260273973,-0.07532501
1977.3424657534247,-0.13532257
1977.345205479452,-0.11921883
1977.3479452054794,-0.10375404
1977.3506849315067,-0.09775925
1977.3534246575343,-0.09885597
1977.3561643835617,-0.095005035
1977.358904109589,-0.07434082
1977.3616438356164,-0.07618904
1977.3643835616438,-0.06386185
1977.3671232876711,-0.042661667
1977.3698630136987,-0.028413773
1977.372602739726,-0.04575348
1977.3753424657534,0.011852264
1977.3780821917808,0.03453636
1977.3808219178081,0.08383179
1977.3835616438357,0.08395958
1977.386301369863,0.09313774
1977.3890410958904,0.11733055
1977.3917808219178,0.20877457
1977.3945205479451,0.16230392
1977.3972602739725,0.13639832
1977.4,0.17826843
1977.4027397260274,0.20502281
1977.4054794520548,0.19986916
1977.4082191780822,0.20609283
1977.4109589041095,0.23010254
1977.4136986301369,0.14483643
1977.4164383561645,0.10223389
1977.4191780821918,0.10453415
1977.4219178082192,0.11539841
1977.4246575342465,0.1309948
1977.427397260274,0.14788628
1977.4301369863015,0.16124535
1977.4328767123288,0.20562172
1977.4356164383562,0.23249626
1977.4383561643835,0.20863152
1977.441095890411,0.22466278
1977.4438356164383,0.2298317
1977.4465753424658,0.24688339
1977.4493150684932,0.24642372
1977.4520547945206,0.25230026
1977.454794520548,0.25484848
1977.4575342465753,0.24666977
1977.4602739726026,0.27824974
1977.4630136986302,0.27685547
1977.4657534246576,0.25437927
1977.468493150685,0.226017
1977.4712328767123,0.22088814
1977.4739726027397,0.2178917
1977.4767123287672,0.2312069
1977.4794520547946,0.22982979
1977.482191780822,0.21357155
1977.4849315068493,0.18587112
1977.4876712328767,0.15983963
1977.490410958904,0.15916824
1977.4931506849316,0.17174911
1977.495890410959,0.077690125
1977.4986301369863,0.077560425
1977.5013698630137,0.06763077
1977.504109589041,0.07706642
1977.5068493150684,0.091962814
1977.509589041096,0.1023674
1977.5123287671233,0.13801575
1977.5150684931507,0.1649723
1977.517808219178,0.16330338
1977.5205479452054,0.14100266
1977.5232876712328,0.11531639
1977.5260273972603,0.12170029
1977.5287671232877,0.13305855
1977.531506849315,0.15448761
1977.5342465753424,0.16734123
1977.5369863013698,0.16217041
1977.5397260273974,0.17081642
1977.5424657534247,0.1921463
1977.545205479452,0.20554543
1977.5479452054794,0.22852898
1977.5506849315068,0.23573112
1977.5534246575342,0.24838066
1977.5561643835617,0.26302147
1977.558904109589,0.2763481
1977.5616438356165,0.28672218
1977.5643835616438,0.2944126
1977.5671232876712,0.29730797
1977.5698630136985,0.3008995
1977.572602739726,0.30433083
1977.5753424657535,0.31581497
1977.5780821917808,0.3005848
1977.5808219178082,0.21149063
1977.5835616438355,0.20799065
1977.5863013698631,0.19656372
1977.5890410958905,0.19556999
1977.5917808219178,0.20015335
1977.5945205479452,0.18412781
1977.5972602739726,0.17640686
1977.6,0.16781044
1977.6027397260275,0.15280724
1977.6054794520549,0.14974213
1977.6082191780822,0.14113617
1977.6109589041096,0.13587189
1977.613698630137,0.14487076
1977.6164383561643,0.17234612
1977.6191780821919,0.18013954
1977.6219178082192,0.1800766
1977.6246575342466,0.17604446
1977.627397260274,0.21389198
1977.6301369863013,0.21230125
1977.6328767123289,0.18472862
1977.6356164383562,0.16407394
1977.6383561643836,0.14400673
1977.641095890411,0.15109634
1977.6438356164383,0.15501595
1977.6465753424657,0.17731857
1977.6493150684933,0.24196434
1977.6520547945206,0.259861
1977.654794520548,0.32988167
1977.6575342465753,0.3178978
1977.6602739726027,0.26522827
1977.66301369863,0.25447083
1977.6657534246576,0.22362328
1977.668493150685,0.22016335
1977.6712328767123,0.23667717
1977.6739726027397,0.26150894
1977.676712328767,0.24785995
1977.6794520547944,0.24687004
1977.682191780822,0.25170326
1977.6849315068494,0.23189163
1977.6876712328767,0.2456646
1977.690410958904,0.25712395
1977.6931506849314,0.2633133
1977.695890410959,0.23802948
1977.6986301369864,0.16449547
1977.7013698630137,0.15248108
1977.704109589041,0.17009163
1977.7068493150684,0.15828896
1977.7095890410958,0.1719284
1977.7123287671234,0.1966896
1977.7150684931507,0.23859978
1977.717808219178,0.18173599
1977.7205479452055,0.16292381
1977.7232876712328,0.17736435
1977.7260273972602,0.17612839
1977.7287671232878,0.1454544
1977.731506849315,0.15224266
1977.7342465753425,0.18228722
1977.7369863013698,0.16660118
1977.7397260273972,0.13924599
1977.7424657534248,0.16355133
1977.7452054794521,0.15433311
1977.7479452054795,0.16971207
1977.7506849315068,0.20888329
1977.7534246575342,0.24271774
1977.7561643835616,0.24488449
1977.7589041095891,0.20871353
1977.7616438356165,0.20326996
1977.7643835616439,0.20330048
1977.7671232876712,0.20806503
1977.7698630136986,0.2180996
1977.772602739726,0.23340797
1977.7753424657535,0.19490051
1977.7780821917809,0.19442749
1977.7808219178082,0.28934097
1977.7835616438356,0.45798874
1977.786301369863,0.5488796
1977.7890410958903,0.4893322
1977.7917808219179,0.4899807
1977.7945205479452,0.47973633
1977.7972602739726,0.4630146
1977.8,0.4075184
1977.8027397260273,0.42890167
1977.805479452055,0.3890686
1977.8082191780823,0.33154488
1977.8109589041096,0.33320808
1977.813698630137,0.3239956
1977.8164383561643,0.3147602
1977.8191780821917,0.3246212
1977.8219178082193,0.32239532
1977.8246575342466,0.32366562
1977.827397260274,0.31897926
1977.8301369863013,0.338789
1977.8328767123287,0.38755798
1977.835616438356,0.39974785
1977.8383561643836,0.3701458
1977.841095890411,0.37044907
1977.8438356164384,0.3202362
1977.8465753424657,0.30246353
1977.849315068493,0.36936378
1977.8520547945207,0.34824562
1977.854794520548,0.31573486
1977.8575342465754,0.25873184
1977.8602739726027,0.32663536
1977.86301369863,0.29030037
1977.8657534246574,0.297966
1977.868493150685,0.29955864
1977.8712328767124,0.300663
1977.8739726027397,0.28072166
1977.876712328767,0.3173256
1977.8794520547945,0.3046379
1977.8821917808218,0.32128525
1977.8849315068494,0.30818367
1977.8876712328768,0.33377647
1977.890410958904,0.33826447
1977.8931506849315,0.3162613
1977.8958904109588,0.3089695
1977.8986301369864,0.27980804
1977.9013698630138,0.32971573
1977.9041095890411,0.33436012
1977.9068493150685,0.30714607
1977.9095890410958,0.2957363
1977.9123287671232,0.265028
1977.9150684931508,0.32918358
1977.9178082191781,0.3488598
1977.9205479452055,0.33852577
1977.9232876712329,0.35235786
1977.9260273972602,0.30044746
1977.9287671232876,0.3102398
1977.9315068493152,0.338377
1977.9342465753425,0.37316513
1977.9369863013699,0.37674904
1977.9397260273972,0.33537865
1977.9424657534246,0.35061455
1977.945205479452,0.38554573
1977.9479452054795,0.38749504
1977.9506849315069,0.4324131
1977.9534246575342,0.4299488
1977.9561643835616,0.46771812
1977.958904109589,0.56108093
1977.9616438356165,0.5302944
1977.964383561644,0.5002785
1977.9671232876713,0.4930668
1977.9698630136986,0.5886345
1977.972602739726,0.6564007
1977.9753424657533,0.60055923
1977.978082191781,0.5301552
1977.9808219178083,0.5295658
1977.9835616438356,0.5325928
1977.986301369863,0.5087013
1977.9890410958903,0.5209923
1977.9917808219177,0.5004654
1977.9945205479453,0.48420525
1977.9972602739726,0.47470284
1978.0,0.36285973
1978.0027397260274,0.386055
1978.0054794520547,0.29151917
1978.0082191780823,0.2839756
1978.0109589041097,0.4564495
1978.013698630137,0.5070305
1978.0164383561644,0.5507355
1978.0191780821917,0.7609215
1978.021917808219,0.85629845
1978.0246575342467,1.1271
1978.027397260274,1.253912
1978.0301369863014,0.95175743
1978.0328767123287,0.8506279
1978.035616438356,1.006773
1978.0383561643835,0.92658806
1978.041095890411,0.7136307
1978.0438356164384,0.662447
1978.0465753424658,0.90088844
1978.0493150684931,0.83551407
1978.0520547945205,0.6874752
1978.054794520548,0.6615162
1978.0575342465754,0.6066036
1978.0602739726028,0.5840759
1978.0630136986301,0.60183334
1978.0657534246575,0.67861176
1978.0684931506848,0.68715286
1978.0712328767124,0.7902088
1978.0739726027398,0.8368015
1978.0767123287671,0.63689613
1978.0794520547945,0.61516
1978.0821917808219,0.6632633
1978.0849315068492,0.669693
1978.0876712328768,0.47714615
1978.0904109589042,0.43502045
1978.0931506849315,0.38624
1978.0958904109589,0.324543
1978.0986301369862,0.40800476
1978.1013698630136,0.36854362
1978.1041095890412,0.20045471
1978.1068493150685,0.12807083
1978.109589041096,0.044229507
1978.1123287671232,-0.04069519
1978.1150684931506,0.030979156
1978.1178082191782,0.039245605
1978.1205479452055,0.043317795
1978.123287671233,0.08016014
1978.1260273972603,0.2172699
1978.1287671232876,0.5089493
1978.131506849315,0.5885639
1978.1342465753426,0.579546
1978.13698630137,0.41122627
1978.1397260273973,0.32460976
1978.1424657534246,0.5514717
1978.145205479452,0.3695011
1978.1479452054793,0.46514893
1978.150684931507,0.47262
1978.1534246575343,0.34340668
1978.1561643835616,0.2877617
1978.158904109589,0.31700897
1978.1616438356164,0.46355247
1978.164383561644,0.27059364
1978.1671232876713,0.14071655
1978.1698630136987,0.12192345
1978.172602739726,0.20723343
1978.1753424657534,0.38904
1978.1780821917807,0.19872284
1978.1808219178083,0.23828697
1978.1835616438357,0.42590332
1978.186301369863,0.16321945
1978.1890410958904,-0.008447647
1978.1917808219177,-0.0134391785
1978.194520547945,0.05970955
1978.1972602739727,0.21632767
1978.2,0.3259964
1978.2027397260274,0.11242676
1978.2054794520548,0.28778076
1978.2082191780821,0.43083
1978.2109589041097,0.2999363
1978.213698630137,0.2447052
1978.2164383561644,0.2282486
1978.2191780821918,0.1685543
1978.2219178082191,0.22650146
1978.2246575342465,0.31157494
1978.227397260274,0.45575142
1978.2301369863014,0.47444725
1978.2328767123288,0.43466187
1978.2356164383561,0.27371407
1978.2383561643835,0.22976303
1978.2410958904109,0.1309452
1978.2438356164384,0.09472656
1978.2465753424658,0.0521183
1978.2493150684932,0.050130844
1978.2520547945205,0.19190598
1978.2547945205479,0.21814156
1978.2575342465752,0.13668251
1978.2602739726028,0.14144707
1978.2630136986302,0.12563133
1978.2657534246575,0.20391846
1978.268493150685,0.09204483
1978.2712328767122,0.058345795
1978.2739726027398,0.031661987
1978.2767123287672,0.1199913
1978.2794520547945,0.17894363
1978.282191780822,0.17917824
1978.2849315068493,0.109004974
1978.2876712328766,0.18911362
1978.2904109589042,0.19116592
1978.2931506849316,0.13790703
1978.295890410959,0.068374634
1978.2986301369863,0.025754929
1978.3013698630136,0.05378914
1978.304109589041,0.18391609
1978.3068493150686,0.25694466
1978.309589041096,0.2436142
1978.3123287671233,0.21339035
1978.3150684931506,0.25081825
1978.317808219178,0.24848175
1978.3205479452056,0.3073311
1978.323287671233,0.24413872
1978.3260273972603,0.23209381
1978.3287671232877,0.18023682
1978.331506849315,0.21305656
1978.3342465753424,0.23859024
1978.33698630137,0.22260284
1978.3397260273973,0.17627144
1978.3424657534247,0.22597122
1978.345205479452,0.264637
1978.3479452054794,0.28583145
1978.3506849315067,0.25136757
1978.3534246575343,0.19850159
1978.3561643835617,0.19747353
1978.358904109589,0.20682335
1978.3616438356164,0.2449665
1978.3643835616438,0.2487278
1978.3671232876711,0.21625328
1978.3698630136987,0.18305779
1978.372602739726,0.18823242
1978.3753424657534,0.22006798
1978.3780821917808,0.26671982
1978.3808219178081,0.332304
1978.3835616438357,0.30828667
1978.386301369863,0.2962551
1978.3890410958904,0.30600357
1978.3917808219178,0.3216114
1978.3945205479451,0.3223648
1978.3972602739725,0.31509972
1978.4,0.31431198
1978.4027397260274,0.3255558
1978.4054794520548,0.33580208
1978.4082191780822,0.32117462
1978.4109589041095,0.31092644
1978.4136986301369,0.2269764
1978.4164383561645,0.19516945
1978.4191780821918,0.16301727
1978.4219178082192,0.13527489
1978.4246575342465,0.12937355
1978.427397260274,0.12467003
1978.4301369863015,0.15180016
1978.4328767123288,0.10830879
1978.4356164383562,0.065107346
1978.4383561643835,0.050682068
1978.441095890411,0.049310684
1978.4438356164383,0.04168701
1978.4465753424658,0.018743515
1978.4493150684932,0.004245758
1978.4520547945206,0.0061416626
1978.454794520548,0.05338669
1978.4575342465753,0.092718124
1978.4602739726026,0.08299065
1978.4630136986302,0.103803635
1978.4657534246576,0.10094261
1978.468493150685,0.04786682
1978.4712328767123,0.0051651
1978.4739726027397,-0.008947372
1978.4767123287672,-0.01134491
1978.4794520547946,-0.016172409
1978.482191780822,-0.0060043335
1978.4849315068493,0.0062007904
1978.4876712328767,-0.0021629333
1978.490410958904,-0.006040573
1978.4931506849316,-0.0044612885
1978.495890410959,-0.09329605
1978.4986301369863,-0.093458176
1978.5013698630137,-0.10850334
1978.504109589041,-0.11873627
1978.5068493150684,-0.12337494
1978.509589041096,-0.12849808
1978.5123287671233,-0.13988876
1978.5150684931507,-0.16086006
1978.517808219178,-0.17116737
1978.5205479452054,-0.17741203
1978.5232876712328,-0.18587112
1978.5260273972603,-0.15503883
1978.5287671232877,-0.12905693
1978.531506849315,-0.09096718
1978.5342465753424,-0.10219002
1978.5369863013698,-0.05921936
1978.5397260273974,-0.042129517
1978.5424657534247,-0.05148506
1978.545205479452,-0.058202744
1978.5479452054794,-0.044233322
1978.5506849315068,0.009021759
1978.5534246575342,-0.008174896
1978.5561643835617,-0.042057037
1978.558904109589,-0.05834198
1978.5616438356165,-0.033618927
1978.5643835616438,-0.02178955
1978.5671232876712,-0.015041351
1978.5698630136985,0.0064926147
1978.572602739726,0.007078171
