# year, Ptot_Chl_result_anom
1984.8715846994535,0.06269273
1984.9562841530055,0.01617676
1985.041095890411,0.007209424
1985.1205479452055,-0.0010323301
1985.2027397260274,-0.0009003207
1985.2849315068493,-0.0023803357
1985.3698630136987,-0.005513748
1985.4520547945206,-0.021971464
1985.5369863013698,-0.030372173
1985.6219178082192,0.040436238
1985.704109589041,0.05470133
1985.7890410958903,0.022114754
1985.8712328767124,-0.0067596138
1985.9561643835616,-0.00499139
1986.041095890411,-0.003536567
1986.1205479452055,-0.008496935
1986.2027397260274,-0.0060666697
1986.2849315068493,-0.004523918
1986.3698630136987,-0.010859244
1986.4520547945206,-0.056026764
1986.5369863013698,-0.08215766
1986.6219178082192,-0.11416865
1986.704109589041,-0.043210596
1986.7890410958903,0.024055243
1986.8712328767124,0.049865544
1986.9561643835616,0.0019406304
1987.041095890411,0.0022286437
1987.1205479452055,-0.0041546337
1987.2027397260274,-0.0052517056
1987.2849315068493,-0.004406646
1987.3698630136987,-0.014783193
1987.4520547945206,-0.025274042
1987.5369863013698,-7.607043e-05
1987.6219178082192,-0.036881313
1987.704109589041,-0.006005168
1987.7890410958903,-0.01673165
1987.8712328767124,0.0005789697
1987.9561643835616,0.027020112
1988.0409836065573,0.019489571
1988.122950819672,-0.003961563
1988.204918032787,-0.00424002
1988.2868852459017,-0.0013229353
1988.3715846994535,-0.010917872
1988.4535519125684,-0.056832343
1988.5382513661202,-0.057111666
1988.622950819672,-0.04709883
1988.704918032787,-0.0802263
1988.7896174863388,-0.05120553
1988.8715846994535,-0.0029967725
1988.9562841530055,0.019937709
1989.041095890411,0.018357947
1989.1205479452055,-0.0045264177
1989.2027397260274,-0.0049009817
1989.2849315068493,-0.0039679166
1989.3698630136987,-0.010919429
1989.4520547945206,-0.037991695
1989.5369863013698,-0.006512493
1989.6219178082192,-0.029858336
1989.704109589041,-0.09078932
1989.7890410958903,-0.08420323
1989.8712328767124,0.016647667
1989.9561643835616,0.051996887
1990.041095890411,0.025322475
1990.1205479452055,0.02405212
1990.2027397260274,0.009721225
1990.2849315068493,0.0021928493
1990.3698630136987,-0.013840975
1990.4520547945206,-0.056821987
1990.5369863013698,-0.067099184
1990.6219178082192,-0.06278829
1990.704109589041,-0.1140821
1990.7890410958903,-0.09332797
1990.8712328767124,-0.008324921
1990.9561643835616,-0.013532221
1991.041095890411,-0.0053450204
1991.1205479452055,-0.007497782
1991.2027397260274,-0.0028900448
1991.2849315068493,-0.003805764
1991.3698630136987,-0.014931131
1991.4520547945206,-0.05251283
1991.5369863013698,-0.035826348
1991.6219178082192,0.012896568
1991.704109589041,-0.03454432
1991.7890410958903,-0.08743158
1991.8712328767124,-0.06661798
1991.9561643835616,-0.01948563
1992.0409836065573,-0.009916745
1992.122950819672,-0.00805339
1992.204918032787,-0.00550987
1992.2868852459017,-0.0037048636
1992.3715846994535,-0.005977558
1992.4535519125684,-0.0070912093
1992.5382513661202,-0.0028361976
1992.622950819672,-0.0042595863
1992.704918032787,-0.04355797
1992.7896174863388,-0.04240626
1992.8715846994535,-0.029878706
1992.9562841530055,-0.004965037
1993.041095890411,0.0010750629
1993.1205479452055,-0.004895147
1993.2027397260274,-0.004324482
1993.2849315068493,-0.002286341
1993.3698630136987,-0.013882542
1993.4520547945206,-0.054470725
1993.5369863013698,-0.06361222
1993.6219178082192,-0.074933946
1993.704109589041,-0.10749929
1993.7890410958903,-0.09707235
1993.8712328767124,-0.07915162
1993.9561643835616,-0.05475615
1994.041095890411,-0.020345977
1994.1205479452055,-0.010445742
1994.2027397260274,-0.005487442
1994.2849315068493,-0.0020121476
1994.3698630136987,-0.0034554563
1994.4520547945206,-0.03869969
1994.5369863013698,-0.044249848
1994.6219178082192,0.027445406
1994.704109589041,0.010586321
1994.7890410958903,-0.02694115
1994.8712328767124,-0.039183557
1994.9561643835616,-0.029709093
1995.041095890411,0.005226534
1995.1205479452055,0.0013938472
1995.2027397260274,-0.004038628
1995.2849315068493,-0.005316956
1995.3698630136987,-0.012666823
1995.4520547945206,-0.051492263
1995.5369863013698,-0.03226687
1995.6219178082192,0.027829736
1995.704109589041,-0.011146098
1995.7890410958903,-0.083863854
1995.8712328767124,-0.045418277
1995.9561643835616,0.02242601
1996.0409836065573,0.0021348782
1996.122950819672,-0.008587843
1996.204918032787,-0.004822516
1996.2868852459017,-0.0033538342
1996.3715846994535,-0.011239884
1996.4535519125684,-0.056246594
1996.5382513661202,-0.09101538
1996.622950819672,-0.1016753
1996.704918032787,-0.12749653
1996.7896174863388,-0.16559552
1996.8715846994535,-0.098634906
1996.9562841530055,-0.0715094
1997.041095890411,-0.02651545
1997.1205479452055,-0.016401136
1997.2027397260274,-0.0063310135
1997.2849315068493,0.0023676753
1997.3698630136987,-0.007314749
1997.4520547945206,-0.05938351
1997.5369863013698,-0.09070775
1997.6219178082192,-0.15083456
1997.704109589041,-0.19373897
1997.7890410958903,-0.062000036
1997.8712328767124,-0.017130956
1997.9561643835616,-0.043863684
1998.041095890411,-0.019395273
1998.1205479452055,-0.014002515
1998.2027397260274,-0.007537782
1998.2849315068493,-0.0036041522
1998.3698630136987,-0.011907242
1998.4520547945206,-0.0503924
1998.5369863013698,-0.021131441
1998.6219178082192,-0.012809977
1998.704109589041,0.020809323
1998.7890410958903,-0.042853057
1998.8712328767124,-0.13621911
1998.9561643835616,-0.08241162
1999.041095890411,-0.030913595
1999.1205479452055,-0.017522406
1999.2027397260274,-0.010345232
1999.2849315068493,-0.00317029
1999.3698630136987,-0.008913336
1999.4520547945206,-0.053154316
1999.5369863013698,-0.08827284
1999.6219178082192,-0.13675886
1999.704109589041,-0.100253135
1999.7890410958903,-0.09071764
1999.8712328767124,-0.09381331
1999.9561643835616,-0.07159154
2000.0409836065573,-0.02782161
2000.122950819672,-0.01521499
2000.204918032787,-0.008924958
2000.2868852459017,-0.0022292687
2000.3715846994535,1.6918406e-05
2000.4535519125684,-0.040328547
2000.5382513661202,-0.046745837
2000.622950819672,-0.06966655
2000.704918032787,-0.08860929
2000.7896174863388,-0.1410576
2000.8715846994535,-0.054278135
2000.9562841530055,-0.021570787
2001.041095890411,-0.0038627312
2001.1205479452055,-0.008401835
2001.2027397260274,-0.0027499124
2001.2849315068493,0.00027121603
2001.3698630136987,-0.0067139287
2001.4520547945206,-0.040738855
2001.5369863013698,-0.043962568
2001.6219178082192,-0.0704702
2001.704109589041,-0.1111068
2001.7890410958903,-0.058436453
2001.8712328767124,-0.048656017
2001.9561643835616,-0.05799361
2002.041095890411,-0.02235278
2002.1205479452055,-0.013889952
2002.2027397260274,-0.008994434
2002.2849315068493,-0.002992642
2002.3698630136987,-0.01129571
2002.4520547945206,-0.059582565
2002.5369863013698,-0.085093275
2002.6219178082192,-0.123679504
2002.704109589041,-0.15602292
2002.7890410958903,-0.06580657
2002.8712328767124,-0.010444507
2002.9561643835616,-0.015888177
2003.041095890411,0.013944626
2003.1205479452055,-0.00022527575
2003.2027397260274,-0.0014865324
2003.2849315068493,0.0005948115
2003.3698630136987,-0.0076801106
2003.4520547945206,-0.036803525
2003.5369863013698,-0.06726731
2003.6219178082192,-0.08449647
2003.704109589041,-0.069853485
2003.7890410958903,-0.071091905
2003.8712328767124,-0.12230684
2003.9561643835616,-0.08082941
2004.0409836065573,-0.032869034
2004.122950819672,-0.01844632
2004.204918032787,-0.010532759
2004.2868852459017,-0.0005280841
2004.3715846994535,-0.0029177424
2004.4535519125684,-0.014977805
2004.5382513661202,-0.025039852
2004.622950819672,-0.12025918
2004.704918032787,-0.16914131
2004.7896174863388,-0.20366819
2004.8715846994535,-0.15969326
2004.9562841530055,-0.083690904
2005.041095890411,-0.03300592
2005.1205479452055,-0.017927231
2005.2027397260274,-0.0094356
2005.2849315068493,0.0013475437
2005.3698630136987,-0.0053708404
2005.4520547945206,-0.05638692
2005.5369863013698,-0.052441113
2005.6219178082192,-0.06652509
2005.704109589041,-0.10409497
2005.7890410958903,-0.06837994
2005.8712328767124,-0.03580086
2005.9561643835616,-0.05485167
2006.041095890411,-0.025201356
2006.1205479452055,-0.0142133515
2006.2027397260274,-0.008675797
2006.2849315068493,-0.0024943333
2006.3698630136987,-0.0064186268
2006.4520547945206,-0.047073577
2006.5369863013698,-0.045369193
2006.6219178082192,-0.09705478
2006.704109589041,-0.08354752
2006.7890410958903,-0.06362046
2006.8712328767124,-0.0091746
2006.9561643835616,-0.01968982
2007.041095890411,-0.013919923
2007.1205479452055,-0.00917476
2007.2027397260274,-0.004293115
2007.2849315068493,-0.002424161
2007.3698630136987,-0.0086376965
2007.4520547945206,-0.016091846
2007.5369863013698,0.01085785
2007.6219178082192,-0.038814172
2007.704109589041,-0.07024701
2007.7890410958903,-0.029303133
2007.8712328767124,-0.016230017
2007.9561643835616,-0.015707985
2008.0409836065573,-0.014617994
2008.122950819672,-0.009839462
2008.204918032787,-0.0058795037
2008.2868852459017,-0.0028539635
2008.3715846994535,-0.007598441
2008.4535519125684,-0.03222106
2008.5382513661202,-0.05780875
2008.622950819672,-0.12980644
2008.704918032787,-0.09238659
2008.7896174863388,-0.07824552
2008.8715846994535,-0.08572066
2008.9562841530055,-0.060974825
2009.041095890411,-0.017019767
2009.1205479452055,-0.009289982
2009.2027397260274,-0.0067370413
2009.2849315068493,-0.0049626194
2009.3698630136987,-0.0089333
2009.4520547945206,-0.043001197
2009.5369863013698,-0.04793808
2009.6219178082192,-0.03935629
2009.704109589041,-0.034712642
2009.7890410958903,-0.08374044
2009.8712328767124,-0.061957076
2009.9561643835616,-0.030168563
2010.041095890411,-0.02037507
2010.1205479452055,-0.015471432
2010.2027397260274,-0.0066677807
2010.2849315068493,-0.0018251641
2010.3698630136987,-0.0071426835
2010.4520547945206,-0.04421946
2010.5369863013698,-0.016388163
2010.6219178082192,-0.016906142
2010.704109589041,-0.06401631
2010.7890410958903,-0.06448048
2010.8712328767124,-0.083510526
2010.9561643835616,-0.07019852
2011.041095890411,-0.027656687
2011.1205479452055,-0.0142274285
2011.2027397260274,-0.0068301195
2011.2849315068493,-0.00056872703
2011.3698630136987,-0.009799056
2011.4520547945206,-0.044035114
2011.5369863013698,-0.041842297
2011.6219178082192,-0.054844484
2011.704109589041,-0.08035694
2011.7890410958903,-0.11427304
2011.8712328767124,-0.12681419
2011.9561643835616,-0.084434725
2012.0409836065573,-0.033357054
2012.122950819672,-0.018903583
2012.204918032787,-0.010705665
2012.2868852459017,-0.0025943127
2012.3715846994535,-0.0039600953
2012.4535519125684,-0.047211315
2012.5382513661202,-0.06723189
2012.622950819672,-0.1244482
2012.704918032787,-0.12766923
2012.7896174863388,-0.11199348
2012.8715846994535,-0.108248204
2012.9562841530055,-0.07299797
2013.041095890411,-0.028244365
2013.1205479452055,-0.018042082
2013.2027397260274,-0.008142054
2013.2849315068493,-0.0012832768
2013.3698630136987,-0.009625586
2013.4520547945206,-0.0600672
2013.5369863013698,-0.055911712
2013.6219178082192,-0.12960291
2013.704109589041,-0.19439554
2013.7890410958903,-0.1587923
2013.8712328767124,-0.095988646
2013.9561643835616,-0.065341175
2014.041095890411,-0.023448426
2014.1205479452055,-0.013182338
2014.2027397260274,-0.006874251
2014.2849315068493,0.0013713371
2014.3698630136987,-0.00056660734
2014.4520547945206,-0.053125072
2014.5369863013698,-0.082398504
2014.6219178082192,-0.12089895
2014.704109589041,-0.16546173
2014.7890410958903,-0.055166915
2014.8712328767124,-0.018357769
2014.9561643835616,-0.01574009
2015.041095890411,-0.0032958798
2015.1205479452055,-0.00506513
2015.2027397260274,-0.0037064254
2015.2849315068493,-0.0023435317
2015.3698630136987,-0.009416603
2015.4520547945206,-0.05230099
2015.5369863013698,-0.07190489
2015.6219178082192,-0.124013335
2015.704109589041,-0.13206671
2015.7890410958903,-0.15051873
2015.8712328767124,-0.11479843
2015.9561643835616,-0.0654048
2016.0409836065573,-0.025948314
2016.122950819672,-0.012821849
2016.204918032787,-0.004385503
2016.2868852459017,0.00062816404
2016.3715846994535,-0.0049294177
2016.4535519125684,-0.052611787
2016.5382513661202,-0.07736644
2016.622950819672,-0.09094423
2016.704918032787,-0.14207274
2016.7896174863388,-0.12903342
2016.8715846994535,-0.09812798
2016.9562841530055,-0.06603525
2017.041095890411,-0.021971466
2017.1205479452055,-0.01055686
2017.2027397260274,-0.007345332
2017.2849315068493,-0.0033064177
2017.3698630136987,-0.004658807
2017.4520547945206,-0.040061608
2017.5369863013698,-0.026129127
2017.6219178082192,-0.025424793
2017.704109589041,-0.0772319
2017.7890410958903,-0.08234684
2017.8712328767124,-0.112118155
2017.9561643835616,-0.069314495
2018.041095890411,-0.027820034
2018.1205479452055,-0.015966184
2018.2027397260274,-0.008835386
2018.2849315068493,-0.00041348115
2018.3698630136987,-0.0063392203
2018.4520547945206,-0.051344987
2018.5369863013698,-0.04466548
2018.6219178082192,-0.08931729
2018.704109589041,-0.07433261
2018.7890410958903,-0.08921161
2018.8712328767124,-0.14342552
2018.9561643835616,-0.087770894
2019.041095890411,-0.032111235
2019.1205479452055,-0.018908013
2019.2027397260274,-0.009811915
2019.2849315068493,-0.0029264083
2019.3698630136987,-0.008577783
2019.4520547945206,-0.044995453
2019.5369863013698,-0.07308946
2019.6219178082192,-0.14930253
2019.704109589041,-0.19124824
2019.7890410958903,-0.18051471
2019.8712328767124,-0.1325803
2019.9561643835616,-0.072230436
2020.0409836065573,-0.025669845
2020.122950819672,-0.01346142
2020.204918032787,-0.006507788
2020.2868852459017,0.001670381
2020.3715846994535,-0.005489826
2020.4535519125684,-0.050808314
2020.5382513661202,-0.061663203
2020.622950819672,-0.06469779
2020.704918032787,-0.086935446
2020.7896174863388,-0.092186466
2020.8715846994535,-0.10017088
2020.9562841530055,-0.06352734
2021.041095890411,-0.02448589
2021.1205479452055,-0.014241736
2021.2027397260274,-0.006569855
2021.2849315068493,0.0006314758
2021.3698630136987,-0.0034587178
2021.4520547945206,-0.059219025
2021.5369863013698,-0.1065774
2021.6219178082192,-0.17372607
2021.704109589041,-0.18174332
2021.7890410958903,-0.12196407
2021.8712328767124,-0.1207785
2021.9561643835616,-0.07083733
2022.041095890411,-0.026598778
2022.1205479452055,-0.015967483
2022.2027397260274,-0.00815214
2022.2849315068493,-0.004541033
2022.3698630136987,-0.0088265985
2022.4520547945206,-0.05106899
2022.5369863013698,-0.08629431
2022.6219178082192,-0.13804598
2022.704109589041,-0.13758151
2022.7890410958903,-0.076483935
2022.8712328767124,-0.06284036
2022.9561643835616,-0.05968265
2023.041095890411,-0.01608523
2023.1205479452055,-0.01200382
2023.2027397260274,-0.006784564
2023.2849315068493,-0.0033148844
2023.3698630136987,-0.006991217
2023.4520547945206,-0.05211555
2023.5369863013698,-0.06192115
2023.6219178082192,-0.060340717
2023.704109589041,-0.072209746
2023.7890410958903,-0.1250375
2023.8712328767124,-0.13478819
2023.9561643835616,-0.0816475
2024.0409836065573,-0.027493088
2024.122950819672,-0.01502155
2024.204918032787,-0.0071434705
2024.2868852459017,0.0014408547
2024.3715846994535,-0.0022038966
2024.4535519125684,-0.043440808
2024.5382513661202,-0.05111748
2024.622950819672,-0.08179924
2024.704918032787,-0.15081483
2024.7896174863388,-0.151078
2024.8715846994535,-0.13800474
2024.9562841530055,-0.08221741
2025.041095890411,-0.03210953
2025.1205479452055,-0.016992941
2025.2027397260274,-0.009325551
2025.2849315068493,-0.0023209676
2025.3698630136987,-0.004716819
2025.4520547945206,-0.059665456
2025.5369863013698,-0.09101559
2025.6219178082192,-0.110750996
2025.704109589041,-0.12731123
2025.7890410958903,-0.053354084
2025.8712328767124,-0.030921757
2025.9561643835616,-0.045360833
2026.041095890411,-0.0069857314
2026.1205479452055,-0.005674798
2026.2027397260274,-0.003737174
2026.2849315068493,-0.00034103543
2026.3698630136987,-0.006556498
2026.4520547945206,-0.051895592
2026.5369863013698,-0.081659526
2026.6219178082192,-0.09495576
2026.704109589041,-0.09651129
2026.7890410958903,-0.118823946
2026.8712328767124,-0.11693179
2026.9561643835616,-0.07239644
2027.041095890411,-0.028657923
2027.1205479452055,-0.01701892
2027.2027397260274,-0.010837952
2027.2849315068493,-0.006272061
2027.3698630136987,-0.009376869
2027.4520547945206,-0.054209918
2027.5369863013698,-0.09449011
2027.6219178082192,-0.15116957
2027.704109589041,-0.14278965
2027.7890410958903,-0.08584036
2027.8712328767124,-0.10941995
2027.9561643835616,-0.07175657
2028.0409836065573,-0.027565062
2028.122950819672,-0.014953138
2028.204918032787,-0.007983078
2028.2868852459017,-0.0013813227
2028.3715846994535,-0.00702304
2028.4535519125684,-0.04881144
2028.5382513661202,-0.06073398
2028.622950819672,-0.10559734
2028.704918032787,-0.090010345
2028.7896174863388,-0.0801505
2028.8715846994535,-0.1281924
2028.9562841530055,-0.083198406
2029.041095890411,-0.03354121
2029.1205479452055,-0.018895496
2029.2027397260274,-0.009117395
2029.2849315068493,-0.0004021991
2029.3698630136987,-0.0015293732
2029.4520547945206,-0.051505633
2029.5369863013698,-0.07447278
2029.6219178082192,-0.11757896
2029.704109589041,-0.09478167
2029.7890410958903,-0.10139547
2029.8712328767124,-0.096169665
2029.9561643835616,-0.057015974
2030.041095890411,-0.021201
2030.1205479452055,-0.0132256225
2030.2027397260274,-0.008145493
2030.2849315068493,-0.00065947603
2030.3698630136987,-0.0064656474
2030.4520547945206,-0.05749762
2030.5369863013698,-0.0895928
2030.6219178082192,-0.099352956
2030.704109589041,-0.09465437
2030.7890410958903,-0.13394575
2030.8712328767124,-0.11534465
2030.9561643835616,-0.07958718
2031.041095890411,-0.029315788
2031.1205479452055,-0.016741373
2031.2027397260274,-0.007660146
2031.2849315068493,0.00025068223
2031.3698630136987,-0.0024132077
2031.4520547945206,-0.048246168
2031.5369863013698,-0.07358727
2031.6219178082192,-0.08476928
2031.704109589041,-0.075073674
2031.7890410958903,-0.09670623
2031.8712328767124,-0.10989509
2031.9561643835616,-0.071331754
2032.0409836065573,-0.023935327
2032.122950819672,-0.01307888
2032.204918032787,-0.0066494644
2032.2868852459017,-0.0007070163
2032.3715846994535,-0.0065368656
2032.4535519125684,-0.04714112
2032.5382513661202,-0.044958077
2032.622950819672,-0.06447707
2032.704918032787,-0.114662856
2032.7896174863388,-0.1507691
2032.8715846994535,-0.1501361
2032.9562841530055,-0.08465211
2033.041095890411,-0.032243304
2033.1205479452055,-0.017939493
2033.2027397260274,-0.0069685066
2033.2849315068493,0.0022749156
2033.3698630136987,-0.0022774376
2033.4520547945206,-0.050110538
2033.5369863013698,-0.09506011
2033.6219178082192,-0.14966652
2033.704109589041,-0.14359345
2033.7890410958903,-0.12745433
2033.8712328767124,-0.12788524
2033.9561643835616,-0.077571645
2034.041095890411,-0.03249757
2034.1205479452055,-0.018011678
2034.2027397260274,-0.007831348
2034.2849315068493,-0.0003153924
2034.3698630136987,-0.0046153907
2034.4520547945206,-0.04957744
2034.5369863013698,-0.08330889
2034.6219178082192,-0.14682057
2034.704109589041,-0.19781865
2034.7890410958903,-0.17263314
2034.8712328767124,-0.09272124
2034.9561643835616,-0.058761854
2035.041095890411,-0.01882283
2035.1205479452055,-0.009848727
2035.2027397260274,-0.0055761
2035.2849315068493,-0.00084878225
2035.3698630136987,-0.0044367947
2035.4520547945206,-0.04167674
2035.5369863013698,-0.06783701
2035.6219178082192,-0.071897015
2035.704109589041,-0.044463873
2035.7890410958903,-0.12788749
2035.8712328767124,-0.12912959
2035.9561643835616,-0.07909461
2036.0409836065573,-0.033800386
2036.122950819672,-0.020333167
2036.204918032787,-0.010348404
2036.2868852459017,0.0011939816
2036.3715846994535,-0.0033536404
2036.4535519125684,-0.055416513
2036.5382513661202,-0.10016626
2036.622950819672,-0.13411248
2036.704918032787,-0.17899346
2036.7896174863388,-0.13437207
2036.8715846994535,-0.11221251
2036.9562841530055,-0.075856835
2037.041095890411,-0.030631965
2037.1205479452055,-0.016530536
2037.2027397260274,-0.009155769
2037.2849315068493,0.002879411
2037.3698630136987,-0.003167281
2037.4520547945206,-0.05645091
2037.5369863013698,-0.08831929
2037.6219178082192,-0.073463574
2037.704109589041,-0.05787547
2037.7890410958903,-0.054176018
2037.8712328767124,-0.08794964
2037.9561643835616,-0.07258183
2038.041095890411,-0.028006803
2038.1205479452055,-0.015137729
2038.2027397260274,-0.00904075
2038.2849315068493,-0.0037988853
2038.3698630136987,-0.007311467
2038.4520547945206,-0.054168005
2038.5369863013698,-0.057798184
2038.6219178082192,-0.05512908
2038.704109589041,-0.056394964
2038.7890410958903,-0.0726978
2038.8712328767124,-0.08196865
2038.9561643835616,-0.053918023
2039.041095890411,-0.02437511
2039.1205479452055,-0.016526237
2039.2027397260274,-0.009522175
2039.2849315068493,-0.0019244244
2039.3698630136987,-0.0073500164
2039.4520547945206,-0.054880563
2039.5369863013698,-0.09224042
2039.6219178082192,-0.15461364
2039.704109589041,-0.19572438
2039.7890410958903,-0.17997184
2039.8712328767124,-0.1539347
2039.9561643835616,-0.08592402
2040.0409836065573,-0.030873176
2040.122950819672,-0.01688471
2040.204918032787,-0.008727556
2040.2868852459017,0.0036629662
2040.3715846994535,0.00017313287
2040.4535519125684,-0.052274697
2040.5382513661202,-0.055290997
2040.622950819672,-0.08496882
2040.704918032787,-0.15769897
2040.7896174863388,-0.18059206
2040.8715846994535,-0.1346999
2040.9562841530055,-0.079887144
2041.041095890411,-0.031822424
2041.1205479452055,-0.016520144
2041.2027397260274,-0.00505108
2041.2849315068493,0.003722025
2041.3698630136987,-0.001849236
2041.4520547945206,-0.05669275
2041.5369863013698,-0.09306009
2041.6219178082192,-0.13174023
2041.704109589041,-0.13084833
2041.7890410958903,-0.13093759
2041.8712328767124,-0.112475984
2041.9561643835616,-0.07018549
2042.041095890411,-0.026276793
2042.1205479452055,-0.013671752
2042.2027397260274,-0.0051890193
2042.2849315068493,0.0045263804
2042.3698630136987,-0.0023419894
2042.4520547945206,-0.05302811
2042.5369863013698,-0.0923738
2042.6219178082192,-0.13910997
2042.704109589041,-0.14605363
2042.7890410958903,-0.09633534
2042.8712328767124,-0.09096136
2042.9561643835616,-0.06271252
2043.041095890411,-0.029640926
2043.1205479452055,-0.015227256
2043.2027397260274,-0.0053902157
2043.2849315068493,0.00063739717
2043.3698630136987,-0.0022003185
2043.4520547945206,-0.047425814
2043.5369863013698,-0.0828732
2043.6219178082192,-0.12569791
2043.704109589041,-0.1741232
2043.7890410958903,-0.12270832
2043.8712328767124,-0.041389734
2043.9561643835616,-0.050130248
2044.0409836065573,-0.020725109
2044.122950819672,-0.011649229
2044.204918032787,-0.006765886
2044.2868852459017,-0.0036723893
2044.3715846994535,-0.006478017
2044.4535519125684,-0.0544353
2044.5382513661202,-0.095719665
2044.622950819672,-0.12949666
2044.704918032787,-0.107059866
2044.7896174863388,-0.09847535
2044.8715846994535,-0.069177225
2044.9562841530055,-0.06883816
2045.041095890411,-0.024023267
2045.1205479452055,-0.0140638705
2045.2027397260274,-0.0070737693
2045.2849315068493,-0.002878909
2045.3698630136987,-0.005749708
2045.4520547945206,-0.054166645
2045.5369863013698,-0.08985295
2045.6219178082192,-0.130202
2045.704109589041,-0.1477492
2045.7890410958903,-0.15785286
2045.8712328767124,-0.13337821
2045.9561643835616,-0.08190656
2046.041095890411,-0.029868042
2046.1205479452055,-0.018610984
2046.2027397260274,-0.008611263
2046.2849315068493,0.0016042609
2046.3698630136987,-0.0034645405
2046.4520547945206,-0.046801105
2046.5369863013698,-0.06721566
2046.6219178082192,-0.11037994
2046.704109589041,-0.13761528
2046.7890410958903,-0.13433275
2046.8712328767124,-0.10419485
2046.9561643835616,-0.07156676
2047.041095890411,-0.02539017
2047.1205479452055,-0.015873715
2047.2027397260274,-0.00841238
2047.2849315068493,-0.003446051
2047.3698630136987,-0.008106479
2047.4520547945206,-0.060859244
2047.5369863013698,-0.1032538
2047.6219178082192,-0.14584503
2047.704109589041,-0.12873541
2047.7890410958903,-0.11947401
2047.8712328767124,-0.10577387
2047.9561643835616,-0.06460936
2048.0409836065573,-0.026255991
2048.122950819672,-0.016826387
2048.2049180327867,-0.010695175
2048.2868852459014,-0.0004291702
2048.3715846994537,-0.003670467
2048.4535519125684,-0.0502487
2048.53825136612,-0.08895099
2048.622950819672,-0.13115233
2048.7049180327867,-0.13020979
2048.789617486339,-0.11192088
2048.8715846994537,-0.09669306
2048.9562841530055,-0.06935918
2049.041095890411,-0.029312022
2049.1205479452055,-0.015932884
2049.202739726027,-0.0068489015
2049.2849315068493,0.003585402
