# year, Ptot_NPP_result
2058.3698630136987,7.376041
2058.4520547945203,8.756178
2058.53698630137,12.94093
2058.621917808219,22.122011
2058.7041095890413,26.807426
2058.7890410958903,29.332909
2058.8712328767124,21.900587
2058.956164383562,13.211628
2059.041095890411,7.3245463
2059.1205479452055,4.6976967
2059.202739726027,3.6790607
2059.2849315068493,4.213505
2059.3698630136987,5.962108
2059.4520547945203,7.195554
2059.53698630137,7.636807
2059.621917808219,14.814511
2059.7041095890413,19.849169
2059.7890410958903,21.851246
2059.8712328767124,15.983816
2059.956164383562,10.4876
2060.0409836065573,6.2932696
2060.122950819672,4.7300406
2060.2049180327867,4.777726
2060.2868852459014,5.6174326
2060.3715846994537,7.281134
2060.4535519125684,7.8861184
2060.53825136612,11.047826
2060.622950819672,15.995024
2060.7049180327867,25.872278
2060.789617486339,23.204897
2060.8715846994537,13.633056
2060.9562841530055,8.80982
2061.041095890411,5.9736376
2061.1205479452055,4.407153
2061.202739726027,4.422568
2061.2849315068493,6.0406914
2061.3698630136987,6.827398
2061.4520547945203,9.148056
2061.53698630137,9.706201
2061.621917808219,13.754785
2061.7041095890413,22.220697
2061.7890410958903,21.864876
2061.8712328767124,15.909456
2061.956164383562,9.431728
2062.041095890411,5.617696
2062.1205479452055,3.2098694
2062.202739726027,3.4068363
2062.2849315068493,5.097991
2062.3698630136987,6.115232
2062.4520547945203,7.559969
2062.53698630137,9.695127
2062.621917808219,16.184242
2062.7041095890413,26.365704
2062.7890410958903,24.24143
2062.8712328767124,13.563871
2062.956164383562,9.238394
2063.041095890411,6.2511377
2063.1205479452055,5.0528154
2063.202739726027,4.9229503
2063.2849315068493,6.092948
2063.3698630136987,7.7593565
2063.4520547945203,8.976649
2063.53698630137,10.591272
2063.621917808219,15.789237
2063.7041095890413,21.80503
2063.7890410958903,25.263668
2063.8712328767124,22.983644
2063.956164383562,14.649909
2064.0409836065573,8.186008
2064.122950819672,4.956652
2064.2049180327867,3.44816
2064.2868852459014,3.9730384
2064.3715846994537,6.6261177
2064.4535519125684,8.394708
2064.53825136612,10.398571
2064.622950819672,17.013073
2064.7049180327867,25.438643
2064.789617486339,24.29866
2064.8715846994537,15.156887
2064.9562841530055,9.130222
2065.041095890411,6.202478
2065.1205479452055,4.3814955
2065.202739726027,4.4445715
2065.2849315068493,5.9649796
2065.3698630136987,7.6310916
2065.4520547945203,8.984507
2065.53698630137,11.48106
2065.621917808219,15.301104
2065.7041095890413,23.085196
2065.7890410958903,26.106451
2065.8712328767124,15.860709
2065.956164383562,9.073173
2066.041095890411,5.14512
2066.1205479452055,4.2809052
2066.202739726027,4.331762
2066.2849315068493,6.152994
2066.3698630136987,7.626139
2066.4520547945203,7.335747
2066.53698630137,9.772864
2066.621917808219,16.64163
2066.7041095890413,23.328695
2066.7890410958903,25.622929
2066.8712328767124,19.88248
2066.956164383562,12.6445
2067.041095890411,7.606618
2067.1205479452055,5.4256516
2067.202739726027,4.434738
2067.2849315068493,4.3147955
2067.3698630136987,6.1998963
2067.4520547945203,6.7658176
2067.53698630137,8.006807
2067.621917808219,15.193711
2067.7041095890413,27.499638
2067.7890410958903,27.570173
2067.8712328767124,17.785702
2067.956164383562,10.33145
2068.0409836065573,5.8634872
2068.122950819672,4.250447
2068.2049180327867,4.971421
2068.2868852459014,6.9274626
2068.3715846994537,8.182805
2068.4535519125684,7.866918
2068.53825136612,9.410164
2068.622950819672,15.112068
2068.7049180327867,16.869017
2068.789617486339,20.053308
2068.8715846994537,16.167175
2068.9562841530055,11.054722
2069.041095890411,6.8427005
2069.1205479452055,4.931079
2069.202739726027,4.937906
2069.2849315068493,6.656153
2069.3698630136987,8.01058
2069.4520547945203,8.469421
2069.53698630137,11.19061
2069.621917808219,18.947468
2069.7041095890413,25.665016
2069.7890410958903,23.294947
2069.8712328767124,15.8504715
2069.956164383562,10.602489
2070.041095890411,7.032219
2070.1205479452055,5.045007
2070.202739726027,5.316207
2070.2849315068493,6.8967376
2070.3698630136987,7.507723
2070.4520547945203,8.5589485
2070.53698630137,9.527284
2070.621917808219,12.5267315
2070.7041095890413,19.939148
2070.7890410958903,21.84632
2070.8712328767124,18.728914
2070.956164383562,11.113428
