# year, Ptot_NPP_result
2050.8712328767124,20.682592
2050.956164383562,12.8661175
2051.041095890411,8.015315
2051.1205479452055,5.7700644
2051.202739726027,5.09985
2051.2849315068493,4.9074793
2051.3698630136987,6.6500196
2051.4520547945203,7.716837
2051.53698630137,10.25226
2051.621917808219,18.427366
2051.7041095890413,32.51627
2051.7890410958903,27.636127
2051.8712328767124,17.470228
2051.956164383562,10.823842
2052.0409836065573,6.674514
2052.122950819672,4.1413345
2052.2049180327867,3.5827718
2052.2868852459014,5.792855
2052.3715846994537,7.872322
2052.4535519125684,9.6685915
2052.53825136612,11.566095
2052.622950819672,17.989817
2052.7049180327867,21.778368
2052.789617486339,19.353529
2052.8715846994537,14.1332035
2052.9562841530055,9.664145
2053.041095890411,6.7815666
2053.1205479452055,4.341506
2053.202739726027,3.7164402
2053.2849315068493,5.128202
2053.3698630136987,6.8094397
2053.4520547945203,8.778136
2053.53698630137,11.822221
2053.621917808219,18.695955
2053.7041095890413,26.808977
2053.7890410958903,20.634682
2053.8712328767124,14.622386
2053.956164383562,11.066632
2054.041095890411,7.860252
2054.1205479452055,5.1397896
2054.202739726027,4.0736895
2054.2849315068493,5.976436
2054.3698630136987,7.246178
2054.4520547945203,8.459267
2054.53698630137,11.720871
2054.621917808219,18.844204
2054.7041095890413,25.523241
2054.7890410958903,27.630518
2054.8712328767124,17.551126
2054.956164383562,10.522779
2055.041095890411,6.429646
2055.1205479452055,4.232333
2055.202739726027,3.885552
2055.2849315068493,5.392644
2055.3698630136987,7.023597
2055.4520547945203,8.662153
2055.53698630137,10.917249
2055.621917808219,19.994192
2055.7041095890413,26.392857
2055.7890410958903,25.1868
2055.8712328767124,17.564213
2055.956164383562,11.206548
2056.0409836065573,7.0584793
2056.122950819672,4.9619837
2056.2049180327867,4.593482
2056.2868852459014,4.6816435
2056.3715846994537,6.9049516
2056.4535519125684,8.455196
2056.53825136612,11.443052
2056.622950819672,18.081322
2056.7049180327867,25.493488
2056.789617486339,28.990238
2056.8715846994537,23.821003
2056.9562841530055,13.925024
2057.041095890411,8.006398
2057.1205479452055,5.5172963
2057.202739726027,3.9152114
2057.2849315068493,3.7178319
2057.3698630136987,5.731374
2057.4520547945203,6.830585
2057.53698630137,8.660443
2057.621917808219,13.198656
2057.7041095890413,23.336466
2057.7890410958903,22.776165
2057.8712328767124,16.49528
2057.956164383562,11.670514
2058.041095890411,6.952155
2058.1205479452055,5.0918894
2058.202739726027,4.9357862
2058.2849315068493,5.6491957
